Timestep;Transferred Bytes;Bandwidth (Mbps)
0.0;265216.0;2.12
1.0;357376.0;2.86
2.0;464896.0;3.71
3.0;646144.0;5.15
4.0;505856.0;4.03
5.01;556032.0;4.45
6.01;675840.0;5.45
7.0;626688.0;5.02
8.0;759808.0;6.07
9.0;737280.0;5.91
10.0;723968.0;5.79
11.0;668672.0;5.35
12.0;641024.0;5.13
13.0;545792.0;4.37
14.0;556032.0;4.45
15.0;528384.0;4.23
16.0;446464.0;3.57
17.0;503808.0;4.03
18.0;304128.0;2.43
19.0;0.0;0.0
20.0;640000.0;5.12
21.0;954368.0;7.63
22.0;431104.0;3.45
23.0;15974.4;0.1240234375
24.0;715776.0;5.72
25.0;888832.0;7.12
26.0;735232.0;5.89
27.0;609280.0;4.87
28.0;539648.0;4.32
29.0;117760.0;0.9150390625
30.0;419840.0;3.36
31.0;1352663.04;10.8
32.0;737280.0;5.9
33.0;683008.0;5.47
34.0;604160.0;4.83
35.0;677888.0;5.42
36.0;709632.0;5.67
37.0;769024.0;6.15
38.0;522240.0;4.18
39.0;0.0;0.0
40.0;715776.0;5.73
41.0;1426063.36;11.4
42.0;860160.0;6.88
43.0;775168.0;6.17
44.01;757760.0;6.09
45.0;160768.0;1.28
46.0;405504.0;3.25
47.0;1604321.28;12.8
48.0;884736.0;7.08
49.0;712704.0;5.7
50.0;744448.0;5.95
51.0;766976.0;6.14
52.0;849920.0;6.8
53.0;782336.0;6.25
54.0;605184.0;4.84
55.0;852992.0;6.82
56.0;50688.0;0.3955078125
57.0;1384120.32;11.1
58.0;752640.0;6.03
59.0;654336.0;5.23
60.0;812032.0;6.49
61.0;700416.0;5.61
62.0;646144.0;5.16
63.0;828416.0;6.63
64.0;563200.0;4.51
65.0;482304.0;3.86
66.0;454656.0;3.64
67.0;0.0;0.0
68.0;433152.0;3.46
69.0;1415577.6;11.3
70.0;305152.0;2.45
71.0;686080.0;5.49
72.0;0.0;0.0
73.0;320512.0;2.56
74.0;1457520.64;11.7
75.0;557056.0;4.46
76.0;535552.0;4.29
77.0;0.0;0.0
78.0;460800.0;3.67
79.0;1405091.84;11.3
80.0;537600.0;4.3
81.0;681984.0;5.46
82.0;608256.0;4.87
83.0;579584.0;4.63
84.0;464896.0;3.72
85.0;724992.0;5.8
86.0;552960.0;4.43
87.0;378880.0;3.03
88.0;388096.0;3.11
89.0;119808.0;0.9384765625
90.0;0.0;0.0
91.0;39116.8;0.3056640625
92.0;0.0;0.0
93.0;0.0;0.0
94.0;117760.0;0.9169921875
95.0;1688207.36;13.5
96.0;528384.0;4.23
97.0;328704.0;2.63
98.0;0.0;0.0
99.0;599040.0;4.8
100.0;822272.0;6.58
101.0;677888.0;5.42
102.0;1090519.04;8.71
103.0;1090519.04;8.76
104.0;918528.0;7.34
105.0;1048576.0;8.42
106.0;903168.0;7.23
107.0;1006592.0;8.05
108.0;1009664.0;8.07
109.0;686080.0;5.49
110.0;863232.0;6.9
111.0;730112.0;5.84
112.0;706560.0;5.65
113.0;782336.0;6.26
114.0;551936.0;4.41
115.0;293888.0;2.36
116.0;189440.0;1.52
117.0;0.0;0.0
118.0;689152.0;5.51
119.0;1363148.8;10.9
120.0;243712.0;1.95
121.0;488448.0;3.9
122.0;740352.0;5.92
123.0;82534.4;0.64453125
124.0;0.0;0.0
125.0;657408.0;5.26
126.0;912384.0;7.3
