Step; State; Reward
1; [[0.08813 2.781   0.      0.0588  0.      0.      2.518   2.477   0.05872
  2.473   2.473   0.      0.      0.      0.      0.     ]]; [93.43575]
2; [[4.305e+00 1.225e+01 1.431e-04 4.305e+00 1.431e-04 4.039e+00 7.406e+00
  1.150e+01 4.305e+00 1.150e+01 7.457e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 4.039e+00]]; [2342.587]
3; [[4.2   9.58  0.    4.2   0.    3.727 5.598 9.33  4.2   9.33  5.6   0.
  0.    0.    0.    3.727]]; [1690.0143]
4; [[4.2500e+00 9.2500e+00 1.1444e-04 4.2500e+00 1.1444e-04 3.8711e+00
  5.5938e+00 9.4688e+00 4.2500e+00 9.4688e+00 5.5938e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 3.8711e+00]]; [1724.6608]
5; [[ 5.062  9.48   0.     5.066  0.     3.572  7.086 10.34   3.844 10.34
   6.77   0.     1.222  0.     0.     3.572]]; [2121.8022]
6; [[5.0898e+00 1.2305e+01 1.4305e-04 4.9961e+00 1.4305e-04 4.2852e+00
  7.5469e+00 1.3047e+01 4.8320e+00 1.3047e+01 8.7578e+00 1.4305e-04
  1.6187e-01 1.4305e-04 1.4305e-04 4.2852e+00]]; [2945.5999]
7; [[3.346 9.77  0.    3.346 1.555 1.492 6.406 9.45  3.346 7.9   7.96  0.
  0.    1.555 0.    1.492]]; [1526.186]
8; [[3.7344e+00 9.5547e+00 1.1444e-04 3.7344e+00 3.3867e+00 1.1444e-04
  6.0898e+00 9.4766e+00 3.7344e+00 6.0898e+00 9.4766e+00 1.1444e-04
  1.1444e-04 3.3867e+00 1.1444e-04 1.1444e-04]]; [1629.4233]
9; [[ 4.438 11.24   0.     4.477  3.984  0.     7.65   9.305  3.58   6.113
   9.305  0.     0.     3.984  0.     0.   ]]; [1843.2709]
10; [[3.492 9.66  0.    3.498 3.285 0.    6.16  9.445 3.498 5.67  8.95  0.
  0.    3.285 0.    0.   ]]; [1551.6191]
11; [[ 3.205 10.12   0.     3.205  2.92   0.     6.54   9.46   3.205  2.58
   5.5    0.     0.     2.92   0.     0.   ]]; [1333.3444]
12; [[3.234 9.18  0.    3.234 2.879 0.    6.594 9.47  3.234 1.272 4.15  0.
  0.    2.873 0.    0.   ]]; [1247.4321]
13; [[ 3.986 11.88   0.     3.975  3.48   0.     8.37  11.85   3.941  0.
   3.482  0.     0.     3.482  0.     0.   ]]; [1835.136]
14; [[2.936 9.516 0.    2.936 2.63  0.    6.836 9.47  2.936 0.    2.63  0.
  0.    2.63  0.    0.   ]]; [1141.4662]
15; [[1.655 9.516 0.    1.655 1.451 0.    7.895 9.28  1.655 0.    1.451 0.
  0.    1.451 0.    0.   ]]; [864.4734]
16; [[0.3594 9.43   0.     0.3584 0.     0.     9.47   9.46   0.3582 0.
  0.     0.     0.     0.     0.     0.    ]]; [684.4298]
17; [[2.0801e-01 9.9922e+00 1.1444e-04 2.0789e-01 2.4033e-04 2.4033e-04
  9.4219e+00 9.4219e+00 2.0801e-01 2.4033e-04 2.4033e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [681.0001]
18; [[0.2637 9.99   0.     0.2637 0.     0.     9.45   9.45   0.2637 0.
  0.     0.     0.     0.     0.     0.    ]]; [687.647]
19; [[3.2812e-01 8.5859e+00 1.1444e-04 3.2812e-01 1.1444e-04 1.1444e-04
  9.3125e+00 9.2031e+00 3.2788e-01 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [640.54297]
20; [[0.2068 9.9    0.     0.2068 0.     0.     9.44   9.44   0.2068 0.
  0.     0.     0.     0.     0.     0.    ]]; [680.4179]
