Step; State; Reward
1; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
2; [[9.062e+00 1.380e+01 1.431e-04 5.537e-01 1.431e-04 1.431e-04 1.105e+01
  1.096e+01 5.537e-01 1.096e+01 1.096e+01 8.539e+00 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [3197.6855]
3; [[2.432  8.26   0.     0.5073 0.     0.     9.484  9.484  0.5073 9.484
  9.484  1.925  0.     0.     0.     0.    ]]; [1312.8401]
4; [[ 0.27 12.54  0.    0.27  0.    0.   11.6  11.56  0.27 11.56 11.56  0.
   0.    0.    0.    0.  ]]; [1522.8452]
5; [[ 0.621 11.68   0.     0.621  0.     0.    11.83  11.836  0.621 11.836
  11.836  0.     0.     0.     0.     0.   ]]; [1607.4077]
6; [[0.224 9.85  0.    0.224 0.    0.    9.45  9.46  0.224 9.46  9.46  0.
  0.    0.    0.    0.   ]]; [1030.5424]
7; [[ 0.2281 10.164   0.      0.228   0.      0.      9.46    9.46    0.2281
   9.46    9.46    0.      0.      0.      0.      0.    ]]; [1036.474]
8; [[0.3435 9.21   0.     0.3435 0.     0.     9.48   9.48   0.3435 9.48
  9.48   0.     0.     0.     0.     0.    ]]; [1032.9832]
9; [[2.2351e-01 9.8359e+00 1.1444e-04 2.3291e-01 1.1444e-04 1.1444e-04
  9.4688e+00 9.4688e+00 2.3279e-01 9.4688e+00 9.4688e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [1032.0997]
10; [[0.3892 9.164  0.     0.4065 0.     0.     9.305  9.33   0.4065 9.33
  9.33   0.     0.     0.     0.     0.    ]]; [1010.019]
11; [[2.1106e-01 9.8359e+00 1.1444e-04 2.1094e-01 1.1444e-04 1.1444e-04
  9.4375e+00 9.4453e+00 2.1082e-01 9.4453e+00 9.4453e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [1026.3213]
12; [[ 0.4104 12.27    0.      0.415   0.      0.     11.78   11.78    0.4153
  11.78   11.78    0.      0.      0.      0.      0.    ]]; [1581.989]
13; [[3.3569e-01 9.3984e+00 1.1444e-04 3.3545e-01 1.1444e-04 1.1444e-04
  9.3047e+00 9.3047e+00 3.3569e-01 9.3047e+00 9.3047e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [1005.2531]
14; [[0.386 9.47  0.    0.386 0.    0.    9.45  9.46  0.386 9.46  9.46  0.
  0.    0.    0.    0.   ]]; [1040.537]
15; [[4.604e-01 1.143e+01 1.431e-04 4.602e-01 1.431e-04 1.431e-04 1.181e+01
  1.182e+01 4.602e-01 1.182e+01 1.182e+01 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [1577.4249]
16; [[ 0.2644 12.2     0.      0.2632  0.      0.     11.81   11.81    0.2632
  11.81   11.81    0.      0.      0.      0.      0.    ]]; [1569.023]
17; [[3.5859e+00 8.0781e+00 1.1444e-04 3.5996e+00 1.1444e-04 1.1444e-04
  1.2703e+01 9.4766e+00 3.6816e-01 9.4766e+00 9.4766e+00 1.1444e-04
  1.1444e-04 1.1444e-04 3.2324e+00 1.1444e-04]]; [1662.2297]
18; [[ 4.465   6.793   0.      4.492   0.      0.     11.1     9.484   0.6343
   9.484   9.484   0.      0.      0.      3.86    0.    ]]; [1761.5293]
19; [[8.2422e+00 2.7676e+00 1.1444e-04 8.2266e+00 1.1444e-04 1.1444e-04
  1.0406e+01 9.5078e+00 5.8740e-01 9.5078e+00 9.5078e+00 1.1444e-04
  1.1444e-04 1.1444e-04 7.6367e+00 1.1444e-04]]; [2479.0376]
20; [[8.8   1.685 0.    8.8   0.    0.    9.91  9.516 0.576 9.516 9.516 0.
  0.    0.    8.23  0.   ]]; [2561.2788]
21; [[ 9.234   1.446   0.      9.26    0.      0.     10.13    9.516   0.5713
   9.516   9.516   0.      0.      0.      8.68    0.    ]]; [2673.6155]
22; [[ 9.52    0.8296  0.      9.82    0.      0.     10.06    9.52    0.5874
   9.52    9.52    0.      0.      0.      9.234   0.    ]]; [2732.1965]
23; [[ 9.5    0.818  0.     9.81   0.     0.    10.05   9.51   0.585  9.51
   9.51   0.     0.     0.     9.234  0.   ]]; [2721.5305]
24; [[9.52   0.3074 0.     9.99   0.     0.     9.71   9.52   0.5894 9.52
  9.52   0.     0.     0.     9.41   0.    ]]; [2731.0671]
25; [[9.516  0.3857 0.     9.91   0.     0.     9.7    9.52   0.5884 9.52
  9.52   0.     0.     0.     9.32   0.    ]]; [2723.4856]
26; [[4.543  5.832  0.     4.547  0.     0.     8.95   9.34   0.3862 9.34
  9.34   0.     0.     0.     4.16   0.    ]]; [1667.8333]
27; [[ 0.3306 12.22    0.      0.3306  0.      0.      9.42    9.44    0.3303
   9.44    9.44    0.      0.      0.      0.      0.    ]]; [1083.6708]
28; [[4.7168e-01 9.0547e+00 1.1444e-04 4.7168e-01 1.1444e-04 1.1444e-04
