Step; State; Reward
1; [[0.00739    0.0002136  0.         0.00011253 0.         0.
  0.0002136  0.0002136  0.00011253 0.         0.         0.
  0.         0.         0.         0.        ]]; [0.12164307]
2; [[2.5342e-01 1.0750e+01 1.4305e-04 2.4426e-01 1.4305e-04 1.4305e-04
  1.0320e+01 1.0195e+01 2.4426e-01 7.9844e+00 7.9844e+00 1.4305e-04
  1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04]]; [1101.95]
3; [[ 8.22    8.46    0.      8.25    0.      0.     17.36   11.83    0.5405
   8.42    8.42    0.      7.72    0.      0.      0.    ]]; [3316.2927]
4; [[6.285e+00 3.721e+00 1.431e-04 6.250e+00 1.431e-04 1.431e-04 1.339e+01
  1.190e+01 7.324e-01 1.011e+01 1.011e+01 1.431e-04 1.010e+01 1.431e-04
  1.431e-04 1.431e-04]]; [2758.1357]
5; [[ 0.4873 10.195   0.      0.4873  0.      0.      9.     11.4     0.4873
   4.773   4.773   0.      0.      0.      0.      0.    ]]; [1084.5792]
6; [[2.3132e-01 9.9297e+00 1.1444e-04 2.3120e-01 1.1444e-04 1.1444e-04
  9.4688e+00 9.5000e+00 2.3120e-01 3.5957e+00 3.5957e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [809.73645]
7; [[ 0.68   11.52    0.      0.6797  0.      0.     11.87   11.914   0.6797
   4.977   4.977   0.      0.      0.      0.      0.    ]]; [1278.6052]
8; [[4.9780e-01 1.0180e+01 1.1444e-04 4.9756e-01 1.1444e-04 1.1444e-04
  9.0234e+00 9.4297e+00 4.9756e-01 3.8809e+00 3.8809e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [831.85223]
9; [[0.2744 9.84   0.     0.274  0.     0.     9.414  9.445  0.2742 2.826
  2.826  0.     0.     0.     0.     0.    ]]; [774.7134]
10; [[2.028e-01 1.028e+01 1.431e-04 2.028e-01 1.431e-04 1.431e-04 9.977e+00
  1.009e+01 2.030e-01 4.977e+00 4.977e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [943.59467]
11; [[0.284 9.516 0.    0.284 0.    0.    9.07  9.164 0.284 4.805 4.805 0.
  0.    0.    0.    0.   ]]; [809.8112]
12; [[2.0154e-01 1.0062e+01 1.1444e-04 2.0142e-01 1.1444e-04 1.1444e-04
  9.2031e+00 9.5312e+00 2.0129e-01 9.5234e+00 9.5234e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [1038.2416]
13; [[0.4016 9.19   0.     0.4016 0.     0.     9.41   9.5    0.4014 6.78
  6.78   0.     0.     0.     0.     0.    ]]; [933.58777]
14; [[2.022e-02 2.356e-03 1.431e-04 1.874e-02 1.431e-04 1.431e-04 3.000e-01
  3.181e-01 1.894e-02 3.149e-01 3.149e-01 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [5.412903]
15; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
16; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.00769043]
17; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
18; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
19; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
