agent, num_iperfs, flow_size, time, memory, iter
A2,2,500,2126.010053,3841.0888671875,1
A2,2,500,2308.073603,3854.392578125,2
A2,4,10,448.50466,3810.2119140625,1
A2,4,10,511.564843,3808.7021484375,2
A2,4,10,490.734868,3808.001953125,3
A2,4,10,574.503006,3809.0849609375,4
A2,4,10,497.437164,3808.8896484375,0
A2,4,50,1029.309242,3828.9580078125,2
A2,4,50,1007.700972,3816.37109375,1
A2,4,50,958.4552639999999,3830.15234375,0
A2,4,50,951.504415,3820.712890625,4
A2,4,50,986.297876,3824.37109375,3
A2,4,100,1732.262412,3840.59375,3
A2,4,100,1522.01348,3830.876953125,4
A2,4,100,1515.221468,3841.2607421875,0
A2,4,100,1542.639001,3842.51171875,1
A2,4,100,1360.512832,3836.4921875,2
A2,4,200,2415.985408,3855.7744140625,1
A2,4,200,2288.677105,3846.66015625,2
A2,4,200,2136.014728,3863.2197265625,3
A2,4,200,1861.508748,3861.9599609375,0
A2,4,200,2268.545649,3857.7734375,4
A2,4,500,3440.684908,3877.169921875,3
A2,4,500,3250.830097,3872.6455078125,4
A2,4,500,3383.006846,3866.193359375,0
A2,4,500,3467.724152,3861.083984375,1
A2,4,500,3004.721907,3860.845703125,2
A2,8,10,972.593082,3826.5810546875,2
A2,8,10,874.21826,3820.73046875,1
A2,8,10,916.694286,3819.4453125,4
A2,8,10,965.818167,3825.2041015625,0
A2,8,10,916.112668,3816.216796875,3
A2,8,50,1522.940314,3830.6787109375,2
A2,8,50,1536.925372,3845.767578125,1
A2,8,50,1544.269955,3848.083984375,4
A2,8,50,1474.632697,3839.0009765625,0
A2,8,50,1535.836791,3832.4140625,3
A2,8,100,2825.742935,3860.7451171875,2
A2,8,100,2553.561103,3862.58984375,1
A2,8,100,2566.826772,3872.447265625,4
A2,8,100,2460.778794,3861.2177734375,0
A2,8,100,2139.642588,3864.2314453125,3
A2,8,200,4826.676259,3916.3759765625,1
A2,8,200,4421.004531,3926.271484375,2
A2,8,200,4701.558247,3933.29296875,3
A2,8,200,4455.6815,3919.2236328125,4
A2,8,200,4317.171223,3914.9853515625,0
A2,8,500,8079.464169,3960.8740234375,4
A2,8,500,6863.066331,3961.375,0
A2,8,500,7824.792438,3960.5400390625,3
A2,8,500,7588.804117,3959.76171875,2
A2,8,500,9010.3935,3977.802734375,1
B2,2,10,157.638985,3807.0380859375,2
B2,2,10,136.742201,3809.501953125,1
B2,2,10,122.509636,3809.9228515625,4
B2,2,10,150.863352,3809.0244140625,0
B2,2,10,164.871544,3812.185546875,3
B2,2,50,420.48894,3819.8212890625,1
B2,2,50,378.798221,3817.7763671875,2
B2,2,50,434.366945,3816.4638671875,3
B2,2,50,434.681929,3814.763671875,0
B2,2,50,399.680061,3813.712890625,4
B2,2,100,746.767203,3817.3525390625,2
B2,2,100,718.511025,3827.06640625,1
B2,2,100,669.802089,3812.626953125,4
B2,2,100,698.604496,3824.92578125,0
B2,2,100,691.103157,3819.0126953125,3
B2,2,200,1315.496011,3834.1279296875,3
B2,2,200,1260.108881,3835.3671875,0
B2,2,200,1266.267888,3832.83984375,4
B2,2,200,1280.998404,3834.3388671875,1
B2,2,200,1358.014899,3827.845703125,2
B2,2,500,1837.252824,3837.09765625,1
B2,2,500,2047.876597,3847.294921875,2
B2,2,500,2000.390309,3853.482421875,3
B2,2,500,1857.288728,3854.068359375,0
B2,2,500,2160.779338,3840.015625,4
B2,4,10,440.38761,3818.4248046875,2
B2,4,10,510.298126,3810.14453125,1
B2,4,10,521.3522,3810.8056640625,4
B2,4,10,498.664217,3812.265625,0
B2,4,10,585.658472,3815.4951171875,3
B2,4,50,975.968441,3829.1064453125,1
B2,4,50,910.178525,3820.1630859375,2
B2,4,50,1029.550273,3819.466796875,3
B2,4,50,940.765548,3821.1806640625,0
B2,4,50,938.495555,3830.955078125,4
B2,4,100,1466.541938,3841.1474609375,1
B2,4,100,1452.802122,3838.341796875,2
B2,4,100,1326.362925,3838.8857421875,3
B2,4,100,1540.719823,3845.3818359375,0
B2,4,100,1537.35071,3837.662109375,4
B2,4,200,1764.851433,3845.283203125,3
B2,4,200,1940.449077,3850.3447265625,4
B2,4,200,1960.678226,3861.8798828125,0
B2,4,200,2107.670124,3851.595703125,1
B2,4,200,2024.552725,3851.6298828125,2
B2,4,500,2723.785652,3873.3017578125,1
B2,4,500,2849.551946,3871.1572265625,2
B2,4,500,2883.244142,3865.83984375,3
B2,4,500,2856.784903,3864.734375,0
B2,4,500,3221.59654,3876.2548828125,4
B2,8,10,853.047901,3826.7802734375,1
B2,8,10,1037.647044,3820.884765625,2
B2,8,10,902.757716,3827.5458984375,3
B2,8,10,883.696598,3825.9501953125,4
B2,8,10,952.133011,3832.7255859375,0
B2,8,50,1642.9946869999999,3845.0693359375,1
B2,8,50,1235.717288,3828.6123046875,2
B2,8,50,1307.360631,3833.6201171875,3
B2,8,50,1432.829363,3833.7109375,4
B2,8,50,1489.519316,3834.4453125,0
B2,8,100,2447.386265,3868.841796875,0
B2,8,100,2195.074618,3865.2841796875,4
B2,8,100,2551.988415,3867.8876953125,3
B2,8,100,2349.151189,3872.79296875,2
B2,8,100,2636.640196,3858.4580078125,1
B2,8,200,3955.517819,3918.5009765625,2
B2,8,200,4048.30541,3921.798828125,1
B2,8,200,4238.343448,3917.1669921875,4
B2,8,200,3046.886506,3917.36328125,0
B2,8,200,4019.648108,3926.693359375,3
B2,8,500,12277.380684,3974.697265625,3
B2,8,500,8150.417495,3968.5693359375,4
B2,8,500,8019.526446,3965.46875,0
B2,8,500,7895.419746,3963.8408203125,1
B2,8,500,8136.145206,3975.01953125,2
