Step; State; Reward
0; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
1; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
2; [[1.270e-01 4.688e+00 1.431e-04 9.899e-04 9.899e-04 9.015e-02 1.431e-04
  1.431e-04 4.289e+00 4.285e+00 4.219e+00 9.015e-02 4.215e+00 4.215e+00
  4.215e+00 1.431e-04 1.431e-04 1.431e-04 4.168e+00 1.431e-04 1.431e-04
  1.431e-04 1.431e-04 1.431e-04 1.431e-04 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04 1.431e-04 1.431e-04 0.000e+00 0.000e+00 0.000e+00]]; [0.]
3; [[ 5.086   6.527   0.      4.742   4.742   5.086   0.      0.     11.586
  11.586   9.42    0.3433  9.42    9.42    9.42    0.      0.      0.
   9.41    4.75    0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
4; [[ 8.23   2.92   0.     7.69   7.69   8.27   0.     0.    10.66  10.6
   9.44   0.537  9.44   9.44   9.44   0.     0.     0.     9.42   7.73
   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
   0.     0.     0.     0.     0.   ]]; [0.]
5; [[11.73   1.17   0.    11.41  11.41  21.92   0.     0.    22.36  21.81
  11.836  0.729 11.836 11.836 11.836  0.     9.97   0.     1.873 11.23
   0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
   0.     0.     0.     0.     0.   ]]; [0.]
6; [[9.492e+00 3.696e-02 0.000e+00 9.297e+00 9.297e+00 1.955e+01 0.000e+00
  0.000e+00 1.898e+01 1.897e+01 9.492e+00 5.898e-01 9.492e+00 9.492e+00
  9.492e+00 0.000e+00 9.484e+00 0.000e+00 6.931e-03 9.477e+00 0.000e+00
  0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
  0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00]]; [0.]
7; [[9.500e+00 5.774e-02 0.000e+00 9.328e+00 9.328e+00 1.955e+01 0.000e+00
  0.000e+00 1.903e+01 1.898e+01 9.492e+00 5.752e-01 9.492e+00 9.492e+00
  9.492e+00 0.000e+00 9.492e+00 0.000e+00 4.620e-03 9.492e+00 0.000e+00
  0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
  0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00]]; [0.]
8; [[11.89     0.06354  0.      11.63    11.63    24.5      0.       0.
  23.81    23.75    11.875    0.7373  11.875   11.875   11.875    0.
  11.875    0.       0.      11.875    0.       0.       0.       0.
   0.       0.       0.       0.       0.       0.       0.       0.
   0.       0.       0.     ]]; [0.]
9; [[9.523e+00 2.554e-02 0.000e+00 9.414e+00 9.414e+00 1.961e+01 0.000e+00
  0.000e+00 1.905e+01 1.902e+01 9.523e+00 5.874e-01 9.523e+00 9.523e+00
  9.523e+00 0.000e+00 9.516e+00 0.000e+00 6.390e-05 9.516e+00 0.000e+00
  0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
  0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00]]; [0.]
10; [[1.1797e+01 3.4599e-03 0.0000e+00 1.1672e+01 1.1672e+01 2.4406e+01
  0.0000e+00 0.0000e+00 2.3609e+01 2.3609e+01 1.1812e+01 7.9102e-01
  1.1812e+01 1.1812e+01 1.1812e+01 0.0000e+00 1.1805e+01 0.0000e+00
  0.0000e+00 1.1797e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
11; [[9.4922e+00 3.7498e-03 1.1444e-04 9.3672e+00 9.3672e+00 1.9625e+01
  1.1444e-04 1.1444e-04 1.9031e+01 1.9031e+01 9.5078e+00 6.0205e-01
  9.5078e+00 9.5078e+00 9.5078e+00 1.1444e-04 9.5078e+00 1.1444e-04
  1.1444e-04 9.5078e+00 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
12; [[9.4922e+00 7.2632e-03 0.0000e+00 8.9609e+00 8.9609e+00 1.0086e+01
  0.0000e+00 0.0000e+00 9.5000e+00 9.5000e+00 9.5000e+00 5.8740e-01
  9.5000e+00 9.5000e+00 9.5000e+00 0.0000e+00 9.4922e+00 0.0000e+00
  1.2779e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
13; [[9.4922e+00 7.2632e-03 0.0000e+00 8.9609e+00 8.9609e+00 1.0086e+01
  0.0000e+00 0.0000e+00 9.5000e+00 9.5000e+00 9.5000e+00 5.8740e-01
  9.5000e+00 9.5000e+00 9.5000e+00 0.0000e+00 9.4922e+00 0.0000e+00
  1.2779e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
14; [[9.4922e+00 7.2632e-03 0.0000e+00 8.9609e+00 8.9609e+00 1.0086e+01
  0.0000e+00 0.0000e+00 9.5000e+00 9.5000e+00 9.5000e+00 5.8740e-01
  9.5000e+00 9.5000e+00 9.5000e+00 0.0000e+00 9.4922e+00 0.0000e+00
  1.2779e-04 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
15; [[9.4688e+00 1.1584e-01 1.1444e-04 8.9375e+00 8.9375e+00 9.9766e+00
  1.1444e-04 1.1444e-04 9.5156e+00 9.4453e+00 9.4688e+00 5.7910e-01
  9.4688e+00 9.4688e+00 9.4688e+00 1.1444e-04 9.3984e+00 1.1444e-04
  6.7139e-02 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
16; [[9.4688e+00 1.1584e-01 1.1444e-04 8.9375e+00 8.9375e+00 9.9766e+00
  1.1444e-04 1.1444e-04 9.5156e+00 9.4453e+00 9.4688e+00 5.7910e-01
  9.4688e+00 9.4688e+00 9.4688e+00 1.1444e-04 9.3984e+00 1.1444e-04
  6.7139e-02 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
17; [[9.4688e+00 1.1584e-01 1.1444e-04 8.9375e+00 8.9375e+00 9.9766e+00
  1.1444e-04 1.1444e-04 9.5156e+00 9.4453e+00 9.4688e+00 5.7910e-01
  9.4688e+00 9.4688e+00 9.4688e+00 1.1444e-04 9.3984e+00 1.1444e-04
  6.7139e-02 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
18; [[0.2094 9.56   0.     0.     0.     0.2095 0.     0.     9.45   0.5776
  9.445  0.2095 9.445  9.445  9.445  0.     0.     0.     9.46   0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.    ]]; [0.]
19; [[0.2094 9.56   0.     0.     0.     0.2095 0.     0.     9.45   0.5776
  9.445  0.2095 9.445  9.445  9.445  0.     0.     0.     9.46   0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.    ]]; [0.]
20; [[0.2094 9.56   0.     0.     0.     0.2095 0.     0.     9.45   0.5776
  9.445  0.2095 9.445  9.445  9.445  0.     0.     0.     9.46   0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.    ]]; [0.]
21; [[2.7734e-01 1.3156e+01 1.4305e-04 3.0708e-04 3.0708e-04 2.7734e-01
  1.4305e-04 1.4305e-04 1.1695e+01 1.9258e+00 1.1688e+01 2.7734e-01
  9.1172e+00 9.1172e+00 9.1172e+00 1.4305e-04 1.4305e-04 1.4305e-04
  9.1406e+00 1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04
  1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04
  1.4305e-04 1.4305e-04 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
22; [[0.389  9.695  0.     0.     0.     0.3892 0.     0.     9.305  3.75
  9.24   0.3892 7.336  7.336  7.336  0.     0.     0.     7.348  0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.    ]]; [0.]
23; [[2.3633e-01 9.5781e+00 1.1444e-04 1.1444e-04 1.1444e-04 2.3511e-01
  1.1444e-04 1.1444e-04 9.3984e+00 3.6680e+00 9.4219e+00 2.3511e-01
  7.6055e+00 7.6055e+00 7.6055e+00 1.1444e-04 1.1444e-04 1.1444e-04
  7.6055e+00 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
24; [[2.3633e-01 9.5781e+00 1.1444e-04 1.1444e-04 1.1444e-04 2.3511e-01
  1.1444e-04 1.1444e-04 9.3984e+00 3.6680e+00 9.4219e+00 2.3511e-01
  7.6055e+00 7.6055e+00 7.6055e+00 1.1444e-04 1.1444e-04 1.1444e-04
  7.6055e+00 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
25; [[0.3418 9.195  0.     0.     0.     0.3416 0.     0.     9.4    3.537
  9.41   0.3416 7.652  7.652  7.652  0.     0.     0.     7.652  0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.    ]]; [0.]
26; [[0.3418 9.195  0.     0.     0.     0.3416 0.     0.     9.4    3.537
  9.41   0.3416 7.652  7.652  7.652  0.     0.     0.     7.652  0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.    ]]; [0.]
27; [[0.3418 9.195  0.     0.     0.     0.3416 0.     0.     9.4    3.537
  9.41   0.3416 7.652  7.652  7.652  0.     0.     0.     7.652  0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.    ]]; [0.]
28; [[2.1509e-01 9.7031e+00 1.1444e-04 1.7834e-04 1.7834e-04 2.1509e-01
  1.1444e-04 1.1444e-04 9.2891e+00 3.5352e+00 9.2891e+00 2.1509e-01
  7.3242e+00 7.3242e+00 7.3242e+00 1.1444e-04 1.1444e-04 1.1444e-04
  7.3242e+00 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
29; [[0.2072 9.64   0.     0.     0.     0.207  0.     0.     9.445  3.484
  9.45   0.2069 7.12   7.12   7.12   0.     0.     0.     7.117  0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.    ]]; [0.]
30; [[3.9429e-01 1.1719e+01 1.4305e-04 1.4305e-04 1.4305e-04 3.9453e-01
  1.4305e-04 1.4305e-04 1.1805e+01 4.1836e+00 1.1797e+01 3.9429e-01
  8.3906e+00 8.3906e+00 8.3906e+00 1.4305e-04 1.4305e-04 1.4305e-04
  8.4297e+00 1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04
  1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04
  1.4305e-04 1.4305e-04 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
31; [[0.3137 9.63   0.     0.     0.     0.3135 0.     0.     9.266  3.484
  9.25   0.3135 7.168  7.168  7.168  0.     0.     0.     7.043  0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.    ]]; [0.]
32; [[0.3137 9.63   0.     0.     0.     0.3135 0.     0.     9.266  3.484
  9.25   0.3135 7.168  7.168  7.168  0.     0.     0.     7.043  0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.    ]]; [0.]
33; [[3.7280e-01 9.4297e+00 1.1444e-04 1.1444e-04 1.1444e-04 3.7280e-01
