Step; State; Reward
0; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
1; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444 0.0002403  0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.         0.         0.        ]]; [0.]
2; [[2.6367e-01 1.1734e+01 0.0000e+00 1.4114e-04 1.4114e-04 2.6392e-01
  0.0000e+00 0.0000e+00 1.0570e+01 1.0570e+01 1.0070e+01 2.6392e-01
  1.0070e+01 1.0070e+01 1.0070e+01 0.0000e+00 0.0000e+00 0.0000e+00
  1.0031e+01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
3; [[3.7891e-01 1.1547e+01 1.1444e-04 1.1444e-04 1.1444e-04 3.7842e-01
  1.1444e-04 1.1444e-04 9.4062e+00 9.4062e+00 9.4141e+00 3.7842e-01
  7.5742e+00 7.5742e+00 7.5742e+00 1.1444e-04 1.1444e-04 1.1444e-04
  7.7109e+00 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
4; [[0.476 8.65  0.    0.    0.    0.476 0.    0.    9.445 9.445 9.46  0.476
  6.    6.    6.    0.    0.    0.    6.    0.    0.    0.    0.    0.
  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.   ]]; [0.]
5; [[3.1616e-01 1.0070e+01 1.1444e-04 1.1444e-04 1.1444e-04 3.1592e-01
  1.1444e-04 1.1444e-04 9.2734e+00 9.2734e+00 9.2656e+00 3.1592e-01
  5.7070e+00 5.7070e+00 5.7070e+00 1.1444e-04 1.1444e-04 1.1444e-04
  5.6797e+00 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
6; [[0.3594 9.92   0.     0.     0.     0.3591 0.     0.     9.42   9.42
  9.43   0.3591 6.17   6.17   6.17   0.     0.     0.     6.195  0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.    ]]; [0.]
