Step; State; Reward
1; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
2; [[0.0003014 0.000143  0.000143  0.000143  0.0003014 0.000143  0.000143
  0.0003014 0.000143  0.000143  0.000143  0.000143  0.000143  0.000143
  0.000143  0.000143 ]]; [0.00964355]
3; [[0.        0.001125  0.        0.0009613 0.        0.        0.001125
  0.001125  0.001087  0.        0.        0.        0.        0.
  0.        0.       ]]; [0.01800537]
4; [[1.9934e-01 8.5547e+00 1.1444e-04 1.9067e-01 1.1444e-04 1.1444e-04
  8.2734e+00 8.1719e+00 1.9080e-01 8.1641e+00 8.1641e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [783.92596]
5; [[ 0.2751 12.83    0.      0.275   0.      0.     11.766  11.51    0.2747
  11.51   11.51    0.      0.      0.      0.      0.    ]]; [1522.6627]
6; [[4.3311e-01 9.7578e+00 1.1444e-04 4.3262e-01 1.1444e-04 1.1444e-04
  9.4844e+00 9.4609e+00 4.3262e-01 9.4609e+00 9.4609e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [1051.4717]
7; [[ 3.738 10.305  0.     3.746  0.     0.    15.    11.84   0.54  11.84
  11.84   0.     3.217  0.     0.     0.   ]]; [2353.905]
8; [[7.6680e+00 4.5938e+00 1.1444e-04 7.6992e+00 1.1444e-04 2.4033e-04
  1.1742e+01 9.4688e+00 5.8252e-01 9.4688e+00 9.4688e+00 1.1444e-04
  7.1211e+00 1.1444e-04 2.4033e-04 1.1444e-04]]; [2442.2263]
9; [[ 8.914  2.367  0.     8.914  0.     0.    10.695  9.52   0.592  9.52
   9.52   0.     8.32   0.     0.     0.   ]]; [2648.1577]
10; [[8.4453e+00 9.4922e+00 1.1444e-04 8.4453e+00 1.1444e-04 7.6328e+00
  8.6641e+00 1.7062e+01 8.3906e+00 1.7062e+01 9.4141e+00 1.1444e-04
  7.6406e+00 1.1444e-04 1.1444e-04 7.6406e+00]]; [5732.5596]
11; [[ 8.83   9.41   0.     8.82   0.     8.13   9.42  17.53   8.9   17.53
   9.414  0.     8.15   0.     0.     8.13 ]]; [6153.886]
12; [[ 9.98  12.59   0.    10.02   0.     9.07  11.66  20.72   9.945 20.72
  11.62   0.     9.055  0.     0.     9.07 ]]; [8406.831]
13; [[ 7.098  8.29   0.     7.094  0.     6.17   9.41  15.56   7.1   15.56
   9.41   0.     6.176  0.     0.     6.164]]; [4555.9443]
14; [[ 3.055 13.484  0.     3.059  0.     2.594 11.836 13.984  3.049 13.984
  11.375  0.     2.59   0.     0.     2.602]]; [2867.5166]
