Step; State; Reward
1; [[1.6992e-01 5.7188e+00 1.1444e-04 1.1096e-01 1.1444e-04 2.4033e-04
  5.3359e+00 5.1602e+00 1.1066e-01 5.1523e+00 5.1523e+00 1.1444e-04
  1.1444e-04 1.1444e-04 2.4033e-04 1.1444e-04]]; [341.2393]
2; [[ 0.2708 12.51    0.      0.2717  0.      0.     11.24   11.18    0.272
  11.17   11.17    0.      0.      0.      0.      0.    ]]; [1437.0354]
3; [[ 1.458  10.75    0.      1.458   0.      0.     10.54    9.46    0.3792
   9.46    9.46    0.      1.079   0.      0.      0.    ]]; [1260.0544]
4; [[ 6.24   5.36   0.     6.324  0.     0.    10.95   9.32   0.577  9.32
   9.32   0.     5.746  0.     0.     0.   ]]; [2071.421]
5; [[3.518 5.703 0.    3.432 0.    0.    8.1   9.29  0.51  9.29  9.29  0.
  2.92  0.    0.    0.   ]]; [1422.6815]
6; [[ 0.3672 14.04    0.      0.3674  0.      0.     11.84   11.84    0.3677
  11.84   11.84    0.      0.      0.      0.      0.    ]]; [1633.9042]
7; [[ 2.277  11.09    0.      0.4827  0.      0.      9.055   9.02    0.4824
   9.02    9.02    1.793   0.      0.      0.      0.    ]]; [1260.5447]
8; [[ 7.508  2.443  0.     7.5    0.     0.    11.47   8.15   0.505  8.15
   8.15   0.     7.07   0.     0.     0.   ]]; [2016.8743]
9; [[ 6.832  4.574  0.     6.875  0.     0.    10.836  9.79   0.681  9.17
   9.17   0.     6.098  0.     0.     0.   ]]; [2238.2288]
10; [[6.5781e+00 3.5527e+00 1.1444e-04 6.6367e+00 1.1444e-04 1.1444e-04
  9.5234e+00 7.9180e+00 5.2441e-01 7.5742e+00 7.5742e+00 1.1444e-04
  6.1641e+00 1.1444e-04 1.1444e-04 1.1444e-04]]; [1725.7498]
11; [[10.08   3.99   0.    10.06   0.     0.    14.18  11.71   0.715 10.11
  10.11   0.     9.31   0.     0.     0.   ]]; [3641.065]
12; [[8.1016e+00 2.0586e+00 1.1444e-04 8.1484e+00 1.1444e-04 1.1444e-04
  9.6484e+00 9.3594e+00 5.5713e-01 8.5000e+00 8.5000e+00 1.1444e-04
  7.6016e+00 1.1444e-04 1.1444e-04 1.1444e-04]]; [2301.6177]
13; [[ 0.8545  8.74    0.      0.819   0.      0.      8.445  10.7     0.4197
   7.484   7.484   0.      0.2224  0.      0.      0.    ]]; [1117.6807]
14; [[1.6638e-01 8.9141e+00 1.1444e-04 1.6541e-01 1.1444e-04 2.4033e-04
  6.9414e+00 6.9336e+00 1.6553e-01 4.9609e+00 4.9609e+00 1.1444e-04
  1.1444e-04 1.1444e-04 2.4033e-04 1.1444e-04]]; [542.5651]
15; [[ 3.244   7.555   0.      3.244   0.      0.     12.21    9.41    0.4158
   9.086   9.086   0.      2.828   0.      0.      0.    ]]; [1535.067]
16; [[3.6094e+00 6.3945e+00 1.1444e-04 3.6074e+00 1.1444e-04 1.1444e-04
  9.7188e+00 9.3438e+00 5.4395e-01 8.4766e+00 8.4766e+00 1.1444e-04
  3.0664e+00 1.1444e-04 1.1444e-04 1.1444e-04]]; [1468.1245]
17; [[5.9    4.547  0.     5.93   0.     0.     9.93   9.31   0.5454 8.52
  8.52   0.     5.38   0.     0.     0.    ]]; [1887.3143]
18; [[8.8516e+00 3.9844e+00 1.4305e-04 8.8750e+00 1.4305e-04 1.4305e-04
  1.2164e+01 1.1594e+01 6.8604e-01 1.1172e+01 1.1172e+01 1.4305e-04
  8.1875e+00 1.4305e-04 1.4305e-04 1.4305e-04]]; [3272.511]
19; [[7.71  2.74  0.    7.707 0.    0.    9.9   9.3   0.55  8.875 8.875 0.
  7.16  0.    0.    0.   ]]; [2253.655]
20; [[8.4844e+00 1.9268e+00 1.1444e-04 8.5000e+00 1.1444e-04 1.1444e-04
  9.8828e+00 9.4062e+00 5.4834e-01 9.2578e+00 9.2578e+00 1.1444e-04
  7.9570e+00 1.1444e-04 1.1444e-04 1.1444e-04]]; [2456.6016]
21; [[4.63   3.91   0.     4.613  0.     0.     7.77   9.484  0.5083 8.914
  8.914  0.     4.098  0.     0.     0.    ]]; [1590.0394]
22; [[2.8345e-01 1.2023e+01 1.1444e-04 2.8345e-01 1.1444e-04 1.1444e-04
  9.4844e+00 9.4844e+00 2.8320e-01 8.5703e+00 8.5703e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [1048.2246]
23; [[ 1.923   7.383   0.      1.924   0.      0.     10.69    9.375   0.5815
   8.195   8.195   0.      1.35    0.      0.      0.    ]]; [1198.621]
24; [[3.0977e+00 7.5508e+00 1.1444e-04 3.0957e+00 1.1444e-04 1.1444e-04
  9.6484e+00 9.4844e+00 5.2588e-01 8.4609e+00 8.4609e+00 1.1444e-04
  2.5684e+00 1.1444e-04 1.1444e-04 1.1444e-04]]; [1418.3467]
25; [[ 8.73   5.63   4.77  10.64   0.     0.    11.34  16.5    5.6   10.15
  14.98   0.     5.043  4.83   0.     0.   ]]; [5081.755]
26; [[11.24   6.35   5.543 10.76   0.     0.    10.23  14.984  6.22   8.48
  14.11   1.91   4.598  5.64   0.     0.   ]]; [5353.849]
27; [[15.8   11.516  9.414  9.35   0.     0.     9.42  18.72   9.984  8.734
  18.03   6.37   0.     9.27   0.     0.   ]]; [8910.809]
28; [[16.42  11.04  10.875  9.47   0.     0.     9.49  18.95  10.24   8.95
  18.42   6.945  0.     9.484  0.     0.   ]]; [9397.09]
29; [[18.94  12.3    1.023  9.31   0.     0.    11.14  18.95   8.695 11.25
  18.94   8.64   0.     6.918  0.     0.   ]]; [9745.065]
30; [[ 8.805  12.016   0.      0.5444  0.      0.      9.31    9.28    0.543
   9.18    9.18    8.305   0.      0.      0.      0.    ]]; [2552.7937]
31; [[ 8.51    1.502   0.      8.47    0.      0.     11.35    9.164   0.563
   8.76    8.76    0.1525  7.934   0.      0.      0.    ]]; [2419.0457]
32; [[7.363  5.45   0.     6.52   0.     0.     7.387  9.25   0.4924 7.855
  7.855  0.7183 5.98   0.     0.     0.    ]]; [2048.508]
33; [[ 4.203  12.336   0.      0.4968  0.      0.     10.234  10.3     0.4963
   8.68    8.68    3.719   0.      0.      0.      0.    ]]; [1816.9088]
34; [[ 8.28    9.9     0.      4.426   0.      0.     14.72   11.04    0.6904
   9.664   9.664   3.87    3.74    0.      0.      0.    ]]; [3044.712]
35; [[8.8438e+00 8.5391e+00 2.6211e+00 4.3828e+00 1.1444e-04 1.1444e-04
  1.0328e+01 1.1789e+01 3.3047e+00 7.9805e+00 1.0633e+01 4.8242e+00
  1.2197e+00 2.6543e+00 1.1444e-04 1.1444e-04]]; [3264.2136]
36; [[11.32    5.344   6.617  12.18    0.      0.     10.07   17.7     7.523
   9.44   16.17    0.3782  4.746   6.758   0.      0.    ]]; [6404.692]
37; [[1.2109e+01 6.6680e+00 6.6641e+00 1.0266e+01 1.1444e-04 1.1444e-04
  9.6406e+00 1.5453e+01 7.0039e+00 8.1094e+00 1.4547e+01 3.1133e+00
  3.5273e+00 6.5195e+00 1.1444e-04 1.1444e-04]]; [5821.155]
38; [[21.    14.2   15.11  11.64   0.     0.    11.66  23.3   12.43  10.836
  22.45   9.36   0.    11.69   0.     0.   ]]; [14724.823]
39; [[1.6031e+01 1.0227e+01 7.1836e+00 9.0859e+00 1.1444e-04 1.1444e-04
  9.0391e+00 1.8125e+01 9.8438e+00 8.7188e+00 1.7781e+01 6.9609e+00
  1.1444e-04 9.1797e+00 1.1444e-04 1.1444e-04]]; [8518.212]
40; [[ 8.07   10.04    0.      0.5825  0.      0.      9.27    9.266   0.5825
   9.11    9.11    7.496   0.      0.      0.      0.    ]]; [2317.7874]
41; [[8.6953e+00 1.0516e+01 1.1444e-04 5.7861e-01 1.1444e-04 1.1444e-04
  9.4453e+00 9.4453e+00 5.7812e-01 9.2812e+00 9.2812e+00 8.1250e+00
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [2514.757]
42; [[8.5    9.17   0.     0.6016 0.     0.     9.2    9.2    0.6016 9.11
  9.11   7.914  0.     0.     0.     0.    ]]; [2362.509]
43; [[8.5078e+00 9.1250e+00 1.1444e-04 5.6689e-01 1.1444e-04 1.1444e-04
  9.2812e+00 9.2891e+00 5.6689e-01 9.1094e+00 9.1094e+00 7.9453e+00
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [2380.2341]
44; [[ 9.    10.64   0.     0.554  0.     0.     9.516  9.516  0.554  9.445
   9.445  8.445  0.     0.     0.     0.   ]]; [2610.831]
45; [[5.7617e+00 6.3047e+00 1.1444e-04 5.7461e+00 1.1444e-04 1.1444e-04
  7.7031e+00 9.4375e+00 4.9585e-01 8.6328e+00 8.6328e+00 1.1444e-04
  5.2500e+00 1.1444e-04 1.1444e-04 1.1444e-04]]; [1868.578]
46; [[ 4.746  10.49    0.      4.75    0.      0.      9.33    9.39    0.2183
   8.31    8.31    0.      4.53    0.      0.      0.    ]]; [1804.9867]
47; [[6.707e+00 8.672e+00 1.431e-04 6.707e+00 1.431e-04 1.431e-04 1.681e+01
  1.183e+01 7.339e-01 1.030e+01 1.030e+01 1.431e-04 5.973e+00 1.431e-04
  1.431e-04 1.431e-04]]; [3013.1519]
48; [[3.9    8.75   0.     3.9    0.     0.     9.195  9.4    0.4822 7.25
  7.25   0.     3.42   0.     0.     0.    ]]; [1517.9829]
49; [[3.766  9.5    0.     3.762  0.     0.     8.945  9.016  0.2378 7.
  7.     0.     3.523  0.     0.     0.    ]]; [1444.5939]
50; [[ 4.06  12.086  0.     0.604  0.     0.     9.38   9.414  0.604  7.414
   7.414  3.467  0.     0.     0.     0.   ]]; [1555.5096]
51; [[6.348 8.81  0.    2.79  0.    0.    8.914 9.484 0.582 8.44  8.44  3.549
  2.209 0.    0.    0.   ]]; [1978.5339]
