Step; State; Reward
1; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
2; [[ 0.2717 12.484   0.      0.2725  0.      0.     11.195  11.16    0.2727
  10.42   10.42    0.      0.      0.      0.      0.    ]]; [1398.8656]
3; [[ 0.374 11.04   0.     0.374  0.     0.     9.29   9.195  0.374  7.445
   7.445  0.     0.     0.     0.     0.   ]]; [955.66815]
4; [[5.0928e-01 9.4297e+00 1.1444e-04 5.0928e-01 1.1444e-04 1.1444e-04
  9.4688e+00 9.4688e+00 5.0928e-01 7.3477e+00 7.3477e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [969.19196]
5; [[0.358  9.24   0.     0.3582 0.     0.     9.47   9.45   0.358  7.23
  7.23   0.     0.     0.     0.     0.    ]]; [943.8464]
6; [[2.9712e-01 9.5547e+00 1.1444e-04 2.9688e-01 1.1444e-04 1.1444e-04
  9.3281e+00 9.2969e+00 2.9712e-01 7.1016e+00 7.1016e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [918.4024]
7; [[ 0.262  12.61    0.      0.263   0.      0.     11.805  11.836   0.2634
   9.01    9.01    0.      0.      0.      0.      0.    ]]; [1445.5673]
8; [[2.5352e+00 8.2656e+00 1.1444e-04 2.5352e+00 1.1444e-04 1.1444e-04
  1.1539e+01 9.4688e+00 4.5093e-01 7.4844e+00 7.4844e+00 1.1444e-04
  2.0840e+00 1.1444e-04 1.1444e-04 1.1444e-04]]; [1329.9658]
9; [[ 4.71   5.934  0.     4.78   0.     0.    10.1    9.375  0.611  6.855
   6.855  0.     4.168  0.     0.     0.   ]]; [1599.8683]
10; [[8.5469e+00 3.0020e+00 3.2344e+00 1.0414e+01 1.1444e-04 1.1444e-04
  9.4531e+00 1.2750e+01 3.9609e+00 7.8398e+00 1.1102e+01 1.1444e-04
  6.4531e+00 3.2598e+00 1.1444e-04 1.1444e-04]]; [3515.059]
11; [[11.85   5.027  6.207 12.586  0.     0.    10.44  18.12   7.01   9.13
  15.41   0.     5.58   6.285  0.     0.   ]]; [6602.1855]
12; [[9.4141e+00 1.0391e+01 9.6172e+00 9.3984e+00 1.1444e-04 1.1444e-04
  9.3906e+00 1.8781e+01 1.0047e+01 3.9082e+00 1.3289e+01 1.1444e-04
  1.1444e-04 9.3984e+00 1.1444e-04 1.1444e-04]]; [6013.6733]
13; [[ 9.27   8.31  12.336  9.24   0.     0.     9.26  18.25   9.54   4.977
  13.96   0.     0.     9.305  0.     0.   ]]; [5914.7983]
14; [[1.2625e+01 1.1945e+01 7.0352e+00 9.4219e+00 1.1444e-04 1.1444e-04
  9.4453e+00 1.8844e+01 1.0375e+01 7.2852e+00 1.6688e+01 3.1699e+00
  1.1444e-04 9.3828e+00 1.1444e-04 1.1444e-04]]; [7472.668]
