Step; State; Reward
1; [[0.0822  2.225   0.      0.04642 0.      0.      2.037   2.014   0.0461
  2.01    2.01    0.      0.      0.      0.      0.     ]]; [66.21274]
2; [[2.7393e-01 1.1375e+01 1.4305e-04 2.4597e-01 1.4305e-04 1.4305e-04
  1.0367e+01 1.0266e+01 2.4634e-01 1.0258e+01 1.0258e+01 1.4305e-04
  1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04]]; [1222.9673]
3; [[0.472 9.57  0.    0.472 0.    0.    9.32  9.28  0.472 9.28  9.28  0.
  0.    0.    0.    0.   ]]; [1019.0421]
4; [[4.0674e-01 8.7734e+00 1.1444e-04 4.0674e-01 1.1444e-04 1.1444e-04
  9.4688e+00 9.4688e+00 4.0649e-01 9.4688e+00 9.4688e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [1030.5138]
5; [[0.2208 9.63   0.     0.2258 0.     0.     9.43   9.43   0.226  9.42
  9.42   0.     0.     0.     0.     0.    ]]; [1020.01044]
6; [[3.4961e-01 1.2375e+01 1.4305e-04 3.5571e-01 1.4305e-04 1.4305e-04
  1.1664e+01 1.1484e+01 3.5596e-01 1.1477e+01 1.1477e+01 1.4305e-04
  1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04]]; [1514.0823]
7; [[ 0.286 12.055  0.     0.286  0.     0.    11.81  11.83   0.286 11.83
  11.83   0.     0.     0.     0.     0.   ]]; [1571.8838]
8; [[3.8306e-01 8.8438e+00 1.1444e-04 3.9160e-01 1.1444e-04 1.1444e-04
  9.4531e+00 9.4531e+00 3.9160e-01 9.4531e+00 9.4531e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [1026.1597]
9; [[0.2169 9.01   0.     0.2383 0.     0.     9.31   9.32   0.2383 9.32
  9.32   0.     0.     0.     0.     0.    ]]; [987.71124]
10; [[1.0724e-01 2.4707e+00 1.1444e-04 1.0883e-01 1.1444e-04 1.1444e-04
  3.4355e+00 3.7207e+00 1.0895e-01 3.7168e+00 3.7168e+00 1.1444e-04
