Step; State; Reward
0; [[0.02311802 0.53051567 0.         0.01584148 0.         0.
  0.47738171 0.44041824 0.01543808 0.43930435 0.43930435 0.
  0.         0.         0.         0.        ]]; [-105.29]; MF
1; [[1.95280075e-01 9.33328819e+00 1.58309937e-04 1.92981720e-01
  0.00000000e+00 0.00000000e+00 8.38306808e+00 8.10873413e+00
  1.93107605e-01 8.10873413e+00 8.10873413e+00 1.58309937e-04
  0.00000000e+00 0.00000000e+00 0.00000000e+00 1.58309937e-04]]; [-105.29]; MF
2; [[ 0.2823925  13.17972183  0.          0.2754364   0.          0.
  10.92426682 10.85207367  0.27531052 10.85207367 10.85207367  0.
   0.          0.          0.          0.        ]]; [-105.29]; MF
3; [[0.41103649 8.67805767 0.         0.40954876 0.         0.
  8.8906002  8.89303684 0.40974998 8.89236832 8.89236832 0.
  0.         0.         0.         0.        ]]; [-105.29]; MF
4; [[ 0.23495865 11.58293533  0.          0.2280674   0.          0.
  11.06325531 11.08924484  0.2280674  11.08899307 11.08899307  0.
   0.          0.          0.          0.        ]]; [-105.29]; MF
5; [[ 0.4783802  10.54681587  0.          0.47822189  0.          0.
  10.8820591  10.92537498  0.47822189 10.92499733 10.92499733  0.
   0.          0.          0.          0.        ]]; [-105.29]; MF
6; [[ 0.29399109 11.13063049  0.          0.28494072  0.          0.
  11.45586395 11.45586395  0.28494072 11.45560837 11.45560837  0.
   0.          0.          0.          0.        ]]; [-105.29]; MF
7; [[2.48920441e-01 8.44542694e+00 1.14440918e-04 2.52320290e-01
  1.14440918e-04 1.14440918e-04 9.14848328e+00 9.16927433e+00
  2.52220154e-01 9.16507244e+00 9.16507244e+00 1.14440918e-04
  1.14440918e-04 1.14440918e-04 1.14440918e-04 1.14440918e-04]]; [-105.29]; MF
8; [[0.47347546 9.24314499 0.         0.46519089 0.         0.
  9.20144939 9.22224045 0.46519089 9.22224045 9.22224045 0.
  0.         0.         0.         0.        ]]; [-105.29]; MF
9; [[2.37724304e-01 9.71823120e+00 1.14440918e-04 2.37320900e-01
  1.14440918e-04 1.14440918e-04 9.39454746e+00 9.38750267e+00
  2.36199379e-01 9.38637638e+00 9.38637638e+00 1.14440918e-04
  1.14440918e-04 1.14440918e-04 1.14440918e-04 1.14440918e-04]]; [-105.29]; MF
10; [[0.41248608 9.25007629 0.         0.40510845 0.         0.
  9.29154587 9.28230572 0.40510845 9.28230572 9.28230572 0.
  0.         0.         0.         0.        ]]; [-105.29]; MF
11; [[ 0.49153709 11.37960434  0.          0.50166893  0.          0.
  11.68252563 11.71347237  0.50227928 11.71261597 11.71261597  0.
   0.          0.          0.          0.        ]]; [-105.29]; MF
12; [[ 0.27151489 11.91213608  0.          0.26224709  0.          0.
  11.40981674 11.05462646  0.26677895 11.05421448 11.05421448  0.
   0.          0.          0.          0.        ]]; [-105.29]; MF
13; [[0.39974594 8.54740238 0.         0.40773582 0.         0.
  9.3396492  9.36506176 0.40773582 9.37284184 9.36327457 0.
  0.         0.         0.         0.        ]]; [-105.29]; MF
14; [[ 0.32169151 12.799366    0.          0.32222748  0.          0.
  11.59215546 11.60948181  0.32222748 11.60880661 11.60865784  0.
   0.          0.          0.          0.        ]]; [-105.29]; MF
15; [[ 0.52182579 12.09494019  0.          0.52343941  0.          0.
