Step; State; Reward
1; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
2; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
3; [[0.0003014 0.0184    0.000143  0.014656  0.000143  0.000143  0.0184
  0.01855   0.014656  0.000143  0.000143  0.000143  0.000143  0.000143
  0.000143  0.000143 ]]; [0.30181885]
4; [[0.2161 9.85   0.     0.212  0.     0.     9.37   9.31   0.212  9.31
  9.31   0.     0.     0.     0.     0.    ]]; [1003.1077]
5; [[6.0312e+00 6.3242e+00 8.8721e-01 5.9062e+00 1.1444e-04 1.1444e-04
  1.2430e+01 9.7969e+00 4.0186e-01 9.4453e+00 9.7969e+00 1.1792e-01
  5.9375e+00 4.0210e-01 1.1444e-04 1.1444e-04]]; [2204.6257]
6; [[ 6.79    5.844   1.259   6.652   0.      0.     10.53   13.734   1.896
  11.805  13.734   0.2773  5.355   1.865   0.      0.    ]]; [3365.2742]
7; [[2.610e-01 1.278e+01 1.431e-04 2.617e-01 1.431e-04 1.431e-04 1.182e+01
  1.185e+01 2.617e-01 1.185e+01 1.185e+01 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [1591.142]
8; [[ 3.664   9.94    0.      3.666   0.      0.     12.84    9.47    0.2935
   9.47    9.47    0.      3.377   0.      0.      0.    ]]; [1731.382]
9; [[8.391e+00 1.511e+01 1.431e-04 8.391e+00 1.431e-04 7.449e+00 1.108e+01
  1.884e+01 8.414e+00 1.884e+01 1.141e+01 1.431e-04 7.449e+00 1.431e-04
  1.431e-04 7.441e+00]]; [6825.049]
10; [[ 7.637  9.734  0.     7.64   0.     6.81   9.336 16.11   7.66  16.11
   9.33   0.     6.816  0.     0.     6.805]]; [5057.463]
11; [[ 8.14   9.82   0.     8.16   0.     7.246  9.33  16.58   8.17  16.58
   9.31   0.     7.24   0.     0.     7.246]]; [5451.497]
12; [[11.33  12.234  0.    11.28   0.    10.11  11.63  21.7   11.03  21.7
  11.625  0.    10.11   0.     0.    10.1  ]]; [9604.104]
13; [[ 5.98  11.67   0.     5.965  0.     5.07  11.75  16.86   5.887 16.86
  11.74   0.     5.07   0.     0.     5.082]]; [4769.6875]
14; [[ 0.2588 12.23    0.      0.2588  0.      0.     11.836  11.836   0.2588
  11.836  11.836   0.      0.      0.      0.      0.    ]]; [1574.7295]
15; [[0.2345 8.14   0.     0.2351 0.     0.     9.516  9.516  0.2351 9.51
  9.51   0.     0.     0.     0.     0.    ]]; [1007.81177]
16; [[2.593e-01 1.294e+01 1.431e-04 2.593e-01 1.431e-04 1.431e-04 1.188e+01
  1.188e+01 2.593e-01 1.188e+01 1.188e+01 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [1602.7139]
