Step; State; Reward
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
252; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
253; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
254; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [0.]
255; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
256; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
257; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
258; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
259; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [0.]
260; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [0.]
261; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
262; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
263; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
264; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
265; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
266; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
267; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
268; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [0.]
269; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
270; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
271; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
272; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [0.]
273; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
274; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
275; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
276; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
277; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [0.]
278; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
279; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
280; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
281; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
282; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
283; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
284; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
285; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
286; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
287; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
288; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
289; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [0.]
290; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
291; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
292; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
293; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
294; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
295; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [0.]
296; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
297; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
298; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
299; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
300; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
301; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
302; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
303; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
304; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [0.]
305; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
306; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [0.]
307; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
308; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
309; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
310; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
311; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
312; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
313; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
314; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
315; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [0.]
316; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
317; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
318; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [0.]
319; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
320; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [0.]
321; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
322; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [0.]
323; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
324; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
325; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
326; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
327; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
328; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
329; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
330; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
331; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
332; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
333; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
334; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
335; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
336; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
337; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
338; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
339; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
340; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
341; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
342; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
343; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
344; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
345; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [0.]
346; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
347; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
348; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
  9.2422e+00 1.4344e+01 7.5898e+00 7.1445e+00 1.4320e+01 9.5367e-05
  9.5367e-05 7.4336e+00 0.0000e+00 0.0000e+00]]; [5033.997]
349; [[9.3281e+00 1.0828e+01 1.3734e+01 9.3438e+00 0.0000e+00 0.0000e+00
