Step; State; Reward
1; [[0.0002403  0.014725   0.00011444 0.01173    0.00011444 0.00011444
  0.014725   0.01485    0.01173    0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.24143982]
2; [[ 2.55    8.08    0.      2.541   0.      0.     10.35    8.82    0.2656
   8.82    8.82    0.      0.      0.      2.285   0.    ]]; [1280.0315]
3; [[1.182e+01 5.444e-01 1.431e-04 2.216e+01 1.431e-04 1.431e-04 2.197e+01
  1.191e+01 7.393e-01 1.191e+01 1.191e+01 1.431e-04 9.859e+00 1.431e-04
  1.157e+01 1.431e-04]]; [5553.876]
4; [[ 9.52    0.1201  0.     19.58    0.      0.     19.11    9.52    0.5913
   9.52    9.52    0.      9.484   0.      9.49    0.    ]]; [3799.756]
5; [[1.1906e+01 1.6187e-01 1.4305e-04 1.2555e+01 1.4305e-04 1.4305e-04
  1.1977e+01 1.1906e+01 7.3975e-01 1.1906e+01 1.1906e+01 1.4305e-04
  1.4305e-04 1.4305e-04 1.1820e+01 1.4305e-04]]; [4215.025]
6; [[ 9.52    0.2402  0.     10.08    0.      0.      9.73    9.52    0.5913
   9.52    9.52    0.      0.      0.      9.484   0.    ]]; [2737.1797]
7; [[9.5234e+00 7.8674e-02 1.1444e-04 1.0078e+01 1.1444e-04 1.1444e-04
  9.5703e+00 9.5312e+00 5.9131e-01 9.5234e+00 9.5234e+00 1.1444e-04
  1.1444e-04 1.1444e-04 9.4922e+00 1.1444e-04]]; [2733.7998]
8; [[ 9.53    0.0948  0.     10.06    0.      0.      9.56    9.53    0.592
   9.53    9.53    0.      0.      0.      9.47    0.    ]]; [2735.6677]
9; [[11.88    0.1901  0.     12.6     0.      0.     12.05   11.89    0.7383
  11.89   11.89    0.      0.      0.     11.85    0.    ]]; [4210.1777]
10; [[11.625   0.2487  0.     10.64    0.      0.     10.17   11.91    0.713
  11.91   11.91    0.      0.      0.      9.914   0.    ]]; [3885.9568]
11; [[0.2438 8.96   0.     0.2438 0.     0.     8.69   9.5    0.2439 9.5
  9.5    0.     0.     0.     0.     0.    ]]; [1006.0164]
12; [[0.08484 2.764   0.      0.0872  0.      0.      2.986   3.174   0.0872
  3.17    3.17    0.      0.      0.      0.      0.     ]]; [135.31]
13; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
14; [[0.0003014 0.000143  0.000143  0.000143  0.000143  0.000143  0.000143
  0.0003014 0.000143  0.000143  0.000143  0.000143  0.000143  0.000143
  0.000143  0.000143 ]]; [0.00964355]
15; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
16; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.00769043]
17; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
