Step; State; Reward
0; [[1.8408e-01 7.7617e+00 1.4305e-04 7.0763e-04 7.0763e-04 1.3245e-01
  1.1444e-04 1.1444e-04 5.8398e+00 5.8359e+00 7.2617e+00 1.6565e-01
  7.2578e+00 7.2578e+00 7.2578e+00 1.4305e-04 1.4305e-04 1.4305e-04
  7.2148e+00 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
1; [[ 0.2134  9.91    0.      0.      0.      0.2666  0.      0.     11.75
  11.75    9.36    0.2134  5.062   5.062   5.062   0.      0.      0.
   5.098   0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
2; [[ 0.2744 13.77    0.      0.      0.      0.2744  0.      0.     11.625
  11.625  11.17    0.2744  5.09    5.09    5.09    0.      0.      0.
   5.086   0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
3; [[0.4321 8.664  0.     0.     0.     0.4321 0.     0.     9.43   9.43
  9.43   0.4321 4.43   4.43   4.43   0.     0.     0.     4.43   0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.    ]]; [0.]
4; [[ 0.3086 11.85    0.      0.      0.      0.3083  0.      0.     11.77
  11.77   11.79    0.3083  5.516   5.516   5.516   0.      0.      0.
   5.516   0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
5; [[ 0.202  10.164   0.      0.      0.      0.2023  0.      0.      9.27
   9.27    9.266   0.2023  4.668   4.668   4.668   0.      0.      0.
   4.668   0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
6; [[0.415 9.695 0.    0.    0.    0.415 0.    0.    9.46  9.46  9.46  0.415
  4.65  4.65  4.65  0.    0.    0.    4.65  0.    0.    0.    0.    0.
  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.   ]]; [0.]
7; [[0.2568 9.81   0.     0.     0.     0.2566 0.     0.     9.445  9.445
  9.445  0.2566 5.023  5.023  5.023  0.     0.     0.     4.98   0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.    ]]; [0.]
8; [[2.5684e-01 1.1641e+01 0.0000e+00 5.7755e-03 5.7755e-03 2.8394e-01
  0.0000e+00 0.0000e+00 1.1664e+01 1.1664e+01 1.1531e+01 2.8394e-01
  5.5156e+00 5.5156e+00 5.5156e+00 0.0000e+00 0.0000e+00 0.0000e+00
  5.5664e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
9; [[2.0605e-01 1.0039e+01 1.1444e-04 1.7834e-04 1.7834e-04 2.0557e-01
  1.1444e-04 1.1444e-04 9.4297e+00 9.4219e+00 9.4375e+00 2.0593e-01
  5.0586e+00 5.0586e+00 5.0586e+00 1.1444e-04 1.1444e-04 1.1444e-04
  5.0586e+00 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
10; [[ 0.4473 11.4     0.      0.      0.      0.4478  0.      0.     11.805
  11.805  11.82    0.4478  5.992   5.992   5.992   0.      0.      0.
   5.99    0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
11; [[2.3682e-01 9.5859e+00 1.1444e-04 1.1444e-04 1.1444e-04 2.3669e-01
  1.1444e-04 1.1444e-04 9.4062e+00 9.4062e+00 9.2109e+00 2.3657e-01
  4.8711e+00 4.8711e+00 4.8711e+00 1.1444e-04 1.1444e-04 1.1444e-04
  4.8750e+00 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
12; [[ 0.2069 10.1     0.      0.      0.      0.2069  0.      0.      9.46
   9.46    9.48    0.2069  4.82    4.82    4.82    0.      0.      0.
   4.82    0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
13; [[5.3711e-01 1.0953e+01 1.4305e-04 1.4305e-04 1.4305e-04 5.3711e-01
  1.4305e-04 1.4305e-04 1.1789e+01 1.1789e+01 1.1805e+01 5.3711e-01
  5.9414e+00 5.9414e+00 5.9414e+00 1.4305e-04 1.4305e-04 1.4305e-04
  5.9414e+00 1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04
  1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04
  1.4305e-04 1.4305e-04 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
14; [[0.2556 9.914  0.     0.     0.     0.2556 0.     0.     9.4    9.4
  9.41   0.2556 3.617  3.617  3.617  0.     0.     0.     3.617  0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.    ]]; [0.]
15; [[2.6709e-01 9.3594e+00 1.1444e-04 1.1444e-04 1.1444e-04 2.6660e-01
  1.1444e-04 1.1444e-04 9.3359e+00 9.3359e+00 9.3203e+00 2.6660e-01
  3.7480e+00 3.7480e+00 3.7480e+00 1.1444e-04 1.1444e-04 1.1444e-04
  3.7480e+00 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
16; [[4.3774e-01 1.2297e+01 0.0000e+00 1.1551e-02 1.1551e-02 4.4556e-01
  0.0000e+00 0.0000e+00 1.1828e+01 1.1828e+01 1.1836e+01 4.4556e-01
  4.9570e+00 4.9570e+00 4.9570e+00 0.0000e+00 0.0000e+00 0.0000e+00
  4.9570e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
  0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
17; [[2.0923e-01 9.4297e+00 1.1444e-04 1.1444e-04 1.1444e-04 2.0935e-01
  1.1444e-04 1.1444e-04 9.4609e+00 9.4609e+00 9.4609e+00 2.0911e-01
  4.8828e+00 4.8828e+00 4.8828e+00 1.1444e-04 1.1444e-04 1.1444e-04
  4.8828e+00 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
18; [[ 0.2382 11.62    0.      0.      0.      0.2384  0.      0.     11.49
  11.49   11.51    0.2384  5.887   5.887   5.887   0.      0.      0.
   5.887   0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
19; [[4.1748e-01 9.5000e+00 1.1444e-04 1.1444e-04 1.1444e-04 4.1748e-01
  1.1444e-04 1.1444e-04 9.4453e+00 9.4453e+00 9.4453e+00 4.1748e-01
  5.0273e+00 5.0273e+00 5.0273e+00 1.1444e-04 1.1444e-04 1.1444e-04
  5.0273e+00 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
20; [[0.2854 9.516  0.     0.     0.     0.2852 0.     0.     9.43   9.43
  9.445  0.2852 5.387  5.387  5.387  0.     0.     0.     5.387  0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.    ]]; [0.]
21; [[ 0.3992 11.94    0.      0.      0.      0.3994  0.      0.     11.61
  11.61   11.64    0.3992  6.34    6.34    6.34    0.      0.      0.
   6.34    0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
22; [[ 0.2512 12.24    0.      0.      0.      0.2505  0.      0.     11.766
  11.766  11.77    0.2507  6.56    6.56    6.56    0.      0.      0.
   6.56    0.      0.      0.      0.      0.      0.      0.      0.
   0.      0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
23; [[0.399  9.164  0.     0.     0.     0.399  0.     0.     9.44   9.44
  9.445  0.3984 5.113  5.113  5.113  0.     0.     0.     5.113  0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.    ]]; [0.]
24; [[1.979e-01 5.480e+00 0.000e+00 5.905e-03 5.905e-03 2.007e-01 0.000e+00
  0.000e+00 6.867e+00 6.863e+00 7.547e+00 2.007e-01 7.543e+00 7.543e+00
  7.543e+00 0.000e+00 0.000e+00 0.000e+00 8.031e+00 0.000e+00 0.000e+00
  0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00
  0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00 0.000e+00]]; [0.]
25; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
26; [[0.0001583 0.        0.        0.        0.        0.        0.
