Step; State; Reward
  7.98   0.     0.     0.     0.     0.    ]]; [0.]
951; [[0.1797 9.664  0.     0.1788 0.     0.     7.992  7.98   0.1783 7.98
  7.98   0.     0.     0.     0.     0.    ]]; [0.]
952; [[0.1797 9.664  0.     0.1788 0.     0.     7.992  7.98   0.1783 7.98
  7.98   0.     0.     0.     0.     0.    ]]; [0.]
953; [[0.1797 9.664  0.     0.1788 0.     0.     7.992  7.98   0.1783 7.98
  7.98   0.     0.     0.     0.     0.    ]]; [0.]
954; [[0.1797 9.664  0.     0.1788 0.     0.     7.992  7.98   0.1783 7.98
  7.98   0.     0.     0.     0.     0.    ]]; [0.]
955; [[0.1797 9.664  0.     0.1788 0.     0.     7.992  7.98   0.1783 7.98
  7.98   0.     0.     0.     0.     0.    ]]; [0.]
956; [[0.1797 9.664  0.     0.1788 0.     0.     7.992  7.98   0.1783 7.98
  7.98   0.     0.     0.     0.     0.    ]]; [0.]
957; [[0.1797 9.664  0.     0.1788 0.     0.     7.992  7.98   0.1783 7.98
  7.98   0.     0.     0.     0.     0.    ]]; [0.]
958; [[0.1797 9.664  0.     0.1788 0.     0.     7.992  7.98   0.1783 7.98
  7.98   0.     0.     0.     0.     0.    ]]; [0.]
959; [[0.1797 9.664  0.     0.1788 0.     0.     7.992  7.98   0.1783 7.98
  7.98   0.     0.     0.     0.     0.    ]]; [0.]
960; [[0.1797 9.664  0.     0.1788 0.     0.     7.992  7.98   0.1783 7.98
  7.98   0.     0.     0.     0.     0.    ]]; [0.]
961; [[0.1797 9.664  0.     0.1788 0.     0.     7.992  7.98   0.1783 7.98
  7.98   0.     0.     0.     0.     0.    ]]; [0.]
962; [[0.1797 9.664  0.     0.1788 0.     0.     7.992  7.98   0.1783 7.98
  7.98   0.     0.     0.     0.     0.    ]]; [0.]
963; [[0.1797 9.664  0.     0.1788 0.     0.     7.992  7.98   0.1783 7.98
  7.98   0.     0.     0.     0.     0.    ]]; [0.]
964; [[0.2788 7.723  0.     0.2805 0.     0.     6.727  6.53   0.274  6.53
  6.53   0.     0.     0.     0.     0.    ]]; [0.]
965; [[0.2788 7.723  0.     0.2805 0.     0.     6.727  6.53   0.274  6.53
  6.53   0.     0.     0.     0.     0.    ]]; [0.]
966; [[0.2788 7.723  0.     0.2805 0.     0.     6.727  6.53   0.274  6.53
  6.53   0.     0.     0.     0.     0.    ]]; [0.]
967; [[0.2788 7.723  0.     0.2805 0.     0.     6.727  6.53   0.274  6.53
  6.53   0.     0.     0.     0.     0.    ]]; [0.]
968; [[0.2788 7.723  0.     0.2805 0.     0.     6.727  6.53   0.274  6.53
  6.53   0.     0.     0.     0.     0.    ]]; [0.]
969; [[0.2788 7.723  0.     0.2805 0.     0.     6.727  6.53   0.274  6.53
  6.53   0.     0.     0.     0.     0.    ]]; [0.]
970; [[0.2788 7.723  0.     0.2805 0.     0.     6.727  6.53   0.274  6.53
  6.53   0.     0.     0.     0.     0.    ]]; [0.]
971; [[0.2788 7.723  0.     0.2805 0.     0.     6.727  6.53   0.274  6.53
  6.53   0.     0.     0.     0.     0.    ]]; [0.]
972; [[0.2788 7.723  0.     0.2805 0.     0.     6.727  6.53   0.274  6.53
  6.53   0.     0.     0.     0.     0.    ]]; [0.]
973; [[0.2788 7.723  0.     0.2805 0.     0.     6.727  6.53   0.274  6.53
  6.53   0.     0.     0.     0.     0.    ]]; [0.]
974; [[0.2788 7.723  0.     0.2805 0.     0.     6.727  6.53   0.274  6.53
  6.53   0.     0.     0.     0.     0.    ]]; [0.]
975; [[0.2788 7.723  0.     0.2805 0.     0.     6.727  6.53   0.274  6.53
  6.53   0.     0.     0.     0.     0.    ]]; [0.]
976; [[0.2788 7.723  0.     0.2805 0.     0.     6.727  6.53   0.274  6.53
  6.53   0.     0.     0.     0.     0.    ]]; [0.]
977; [[0.2788 7.723  0.     0.2805 0.     0.     6.727  6.53   0.274  6.53
  6.53   0.     0.     0.     0.     0.    ]]; [0.]
978; [[0.2788 7.723  0.     0.2805 0.     0.     6.727  6.53   0.274  6.53
  6.53   0.     0.     0.     0.     0.    ]]; [0.]
979; [[0.2788 7.723  0.     0.2805 0.     0.     6.727  6.53   0.274  6.53
  6.53   0.     0.     0.     0.     0.    ]]; [0.]
980; [[0.2788 7.723  0.     0.2805 0.     0.     6.727  6.53   0.274  6.53
  6.53   0.     0.     0.     0.     0.    ]]; [0.]
981; [[0.2788 7.723  0.     0.2805 0.     0.     6.727  6.53   0.274  6.53
  6.53   0.     0.     0.     0.     0.    ]]; [0.]
982; [[0.2788 7.723  0.     0.2805 0.     0.     6.727  6.53   0.274  6.53
  6.53   0.     0.     0.     0.     0.    ]]; [0.]
983; [[0.2788 7.723  0.     0.2805 0.     0.     6.727  6.53   0.274  6.53
  6.53   0.     0.     0.     0.     0.    ]]; [0.]
984; [[0.2788 7.723  0.     0.2805 0.     0.     6.727  6.53   0.274  6.53
  6.53   0.     0.     0.     0.     0.    ]]; [0.]
985; [[0.2788 7.723  0.     0.2805 0.     0.     6.727  6.53   0.274  6.53
  6.53   0.     0.     0.     0.     0.    ]]; [0.]
986; [[0.2788 7.723  0.     0.2805 0.     0.     6.727  6.53   0.274  6.53
  6.53   0.     0.     0.     0.     0.    ]]; [0.]
987; [[0.2788 7.723  0.     0.2805 0.     0.     6.727  6.53   0.274  6.53
  6.53   0.     0.     0.     0.     0.    ]]; [0.]
988; [[0.2788 7.723  0.     0.2805 0.     0.     6.727  6.53   0.274  6.53
  6.53   0.     0.     0.     0.     0.    ]]; [0.]
989; [[0.2788 7.723  0.     0.2805 0.     0.     6.727  6.53   0.274  6.53
  6.53   0.     0.     0.     0.     0.    ]]; [0.]
990; [[4.617e-01 8.227e+00 1.431e-04 4.619e-01 1.431e-04 1.431e-04 7.309e+00
  7.641e+00 4.683e-01 7.641e+00 7.641e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
991; [[4.617e-01 8.227e+00 1.431e-04 4.619e-01 1.431e-04 1.431e-04 7.309e+00
  7.641e+00 4.683e-01 7.641e+00 7.641e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
992; [[4.617e-01 8.227e+00 1.431e-04 4.619e-01 1.431e-04 1.431e-04 7.309e+00
  7.641e+00 4.683e-01 7.641e+00 7.641e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
993; [[4.617e-01 8.227e+00 1.431e-04 4.619e-01 1.431e-04 1.431e-04 7.309e+00
  7.641e+00 4.683e-01 7.641e+00 7.641e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
994; [[4.617e-01 8.227e+00 1.431e-04 4.619e-01 1.431e-04 1.431e-04 7.309e+00
  7.641e+00 4.683e-01 7.641e+00 7.641e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
995; [[4.617e-01 8.227e+00 1.431e-04 4.619e-01 1.431e-04 1.431e-04 7.309e+00
  7.641e+00 4.683e-01 7.641e+00 7.641e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
996; [[4.617e-01 8.227e+00 1.431e-04 4.619e-01 1.431e-04 1.431e-04 7.309e+00
  7.641e+00 4.683e-01 7.641e+00 7.641e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
997; [[4.617e-01 8.227e+00 1.431e-04 4.619e-01 1.431e-04 1.431e-04 7.309e+00
  7.641e+00 4.683e-01 7.641e+00 7.641e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
998; [[4.617e-01 8.227e+00 1.431e-04 4.619e-01 1.431e-04 1.431e-04 7.309e+00
  7.641e+00 4.683e-01 7.641e+00 7.641e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
999; [[4.617e-01 8.227e+00 1.431e-04 4.619e-01 1.431e-04 1.431e-04 7.309e+00
  7.641e+00 4.683e-01 7.641e+00 7.641e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
1000; [[4.617e-01 8.227e+00 1.431e-04 4.619e-01 1.431e-04 1.431e-04 7.309e+00
  7.641e+00 4.683e-01 7.641e+00 7.641e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
1001; [[4.617e-01 8.227e+00 1.431e-04 4.619e-01 1.431e-04 1.431e-04 7.309e+00
  7.641e+00 4.683e-01 7.641e+00 7.641e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
1002; [[4.617e-01 8.227e+00 1.431e-04 4.619e-01 1.431e-04 1.431e-04 7.309e+00
  7.641e+00 4.683e-01 7.641e+00 7.641e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
1003; [[4.617e-01 8.227e+00 1.431e-04 4.619e-01 1.431e-04 1.431e-04 7.309e+00
  7.641e+00 4.683e-01 7.641e+00 7.641e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
1004; [[4.617e-01 8.227e+00 1.431e-04 4.619e-01 1.431e-04 1.431e-04 7.309e+00
  7.641e+00 4.683e-01 7.641e+00 7.641e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
1005; [[4.617e-01 8.227e+00 1.431e-04 4.619e-01 1.431e-04 1.431e-04 7.309e+00
  7.641e+00 4.683e-01 7.641e+00 7.641e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
1006; [[4.617e-01 8.227e+00 1.431e-04 4.619e-01 1.431e-04 1.431e-04 7.309e+00
  7.641e+00 4.683e-01 7.641e+00 7.641e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
1007; [[4.617e-01 8.227e+00 1.431e-04 4.619e-01 1.431e-04 1.431e-04 7.309e+00
  7.641e+00 4.683e-01 7.641e+00 7.641e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
1008; [[4.617e-01 8.227e+00 1.431e-04 4.619e-01 1.431e-04 1.431e-04 7.309e+00
  7.641e+00 4.683e-01 7.641e+00 7.641e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
1009; [[4.617e-01 8.227e+00 1.431e-04 4.619e-01 1.431e-04 1.431e-04 7.309e+00
  7.641e+00 4.683e-01 7.641e+00 7.641e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
1010; [[4.617e-01 8.227e+00 1.431e-04 4.619e-01 1.431e-04 1.431e-04 7.309e+00
  7.641e+00 4.683e-01 7.641e+00 7.641e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
1011; [[0.3184 4.523  0.     0.3154 0.     0.     5.7    5.65   0.3176 5.65
  5.65   0.     0.     0.     0.     0.    ]]; [0.]
1012; [[0.3184 4.523  0.     0.3154 0.     0.     5.7    5.65   0.3176 5.65
  5.65   0.     0.     0.     0.     0.    ]]; [0.]
1013; [[0.3184 4.523  0.     0.3154 0.     0.     5.7    5.65   0.3176 5.65
  5.65   0.     0.     0.     0.     0.    ]]; [0.]
1014; [[0.3184 4.523  0.     0.3154 0.     0.     5.7    5.65   0.3176 5.65
  5.65   0.     0.     0.     0.     0.    ]]; [0.]
1015; [[0.3184 4.523  0.     0.3154 0.     0.     5.7    5.65   0.3176 5.65
  5.65   0.     0.     0.     0.     0.    ]]; [0.]
1016; [[0.3184 4.523  0.     0.3154 0.     0.     5.7    5.65   0.3176 5.65
  5.65   0.     0.     0.     0.     0.    ]]; [0.]
1017; [[0.3184 4.523  0.     0.3154 0.     0.     5.7    5.65   0.3176 5.65
  5.65   0.     0.     0.     0.     0.    ]]; [0.]
1018; [[0.3184 4.523  0.     0.3154 0.     0.     5.7    5.65   0.3176 5.65
  5.65   0.     0.     0.     0.     0.    ]]; [0.]
1019; [[0.3184 4.523  0.     0.3154 0.     0.     5.7    5.65   0.3176 5.65
  5.65   0.     0.     0.     0.     0.    ]]; [0.]
1020; [[0.3184 4.523  0.     0.3154 0.     0.     5.7    5.65   0.3176 5.65
  5.65   0.     0.     0.     0.     0.    ]]; [0.]
1021; [[0.3184 4.523  0.     0.3154 0.     0.     5.7    5.65   0.3176 5.65
  5.65   0.     0.     0.     0.     0.    ]]; [0.]
1022; [[0.3184 4.523  0.     0.3154 0.     0.     5.7    5.65   0.3176 5.65
  5.65   0.     0.     0.     0.     0.    ]]; [0.]
1023; [[0.3184 4.523  0.     0.3154 0.     0.     5.7    5.65   0.3176 5.65
  5.65   0.     0.     0.     0.     0.    ]]; [0.]
1024; [[0.3184 4.523  0.     0.3154 0.     0.     5.7    5.65   0.3176 5.65
  5.65   0.     0.     0.     0.     0.    ]]; [0.]
1025; [[0.3184 4.523  0.     0.3154 0.     0.     5.7    5.65   0.3176 5.65
  5.65   0.     0.     0.     0.     0.    ]]; [0.]
1026; [[0.3184 4.523  0.     0.3154 0.     0.     5.7    5.65   0.3176 5.65
  5.65   0.     0.     0.     0.     0.    ]]; [0.]
1027; [[0.3184 4.523  0.     0.3154 0.     0.     5.7    5.65   0.3176 5.65
  5.65   0.     0.     0.     0.     0.    ]]; [0.]
1028; [[0.3184 4.523  0.     0.3154 0.     0.     5.7    5.65   0.3176 5.65
  5.65   0.     0.     0.     0.     0.    ]]; [0.]
1029; [[0.3184 4.523  0.     0.3154 0.     0.     5.7    5.65   0.3176 5.65
  5.65   0.     0.     0.     0.     0.    ]]; [0.]
1030; [[0.3184 4.523  0.     0.3154 0.     0.     5.7    5.65   0.3176 5.65
  5.65   0.     0.     0.     0.     0.    ]]; [0.]
1031; [[0.3184 4.523  0.     0.3154 0.     0.     5.7    5.65   0.3176 5.65
  5.65   0.     0.     0.     0.     0.    ]]; [0.]
1032; [[0.3184 4.523  0.     0.3154 0.     0.     5.7    5.65   0.3176 5.65
  5.65   0.     0.     0.     0.     0.    ]]; [0.]
1033; [[0.3184 4.523  0.     0.3154 0.     0.     5.7    5.65   0.3176 5.65
  5.65   0.     0.     0.     0.     0.    ]]; [0.]
1034; [[0.3184 4.523  0.     0.3154 0.     0.     5.7    5.65   0.3176 5.65
  5.65   0.     0.     0.     0.     0.    ]]; [0.]
1035; [[0.3184 4.523  0.     0.3154 0.     0.     5.7    5.65   0.3176 5.65
  5.65   0.     0.     0.     0.     0.    ]]; [0.]
1036; [[0.3184 4.523  0.     0.3154 0.     0.     5.7    5.65   0.3176 5.65
  5.65   0.     0.     0.     0.     0.    ]]; [0.]
1037; [[0.1886 6.39   0.     0.1887 0.     0.     6.652  6.74   0.1885 6.74
  6.74   0.     0.     0.     0.     0.    ]]; [0.]
1038; [[0.1886 6.39   0.     0.1887 0.     0.     6.652  6.74   0.1885 6.74
  6.74   0.     0.     0.     0.     0.    ]]; [0.]
1039; [[0.1886 6.39   0.     0.1887 0.     0.     6.652  6.74   0.1885 6.74
  6.74   0.     0.     0.     0.     0.    ]]; [0.]
1040; [[0.1886 6.39   0.     0.1887 0.     0.     6.652  6.74   0.1885 6.74
  6.74   0.     0.     0.     0.     0.    ]]; [0.]
1041; [[0.1886 6.39   0.     0.1887 0.     0.     6.652  6.74   0.1885 6.74
  6.74   0.     0.     0.     0.     0.    ]]; [0.]
1042; [[0.1886 6.39   0.     0.1887 0.     0.     6.652  6.74   0.1885 6.74
  6.74   0.     0.     0.     0.     0.    ]]; [0.]
1043; [[0.1886 6.39   0.     0.1887 0.     0.     6.652  6.74   0.1885 6.74
  6.74   0.     0.     0.     0.     0.    ]]; [0.]
1044; [[0.1886 6.39   0.     0.1887 0.     0.     6.652  6.74   0.1885 6.74
  6.74   0.     0.     0.     0.     0.    ]]; [0.]
1045; [[0.1886 6.39   0.     0.1887 0.     0.     6.652  6.74   0.1885 6.74
  6.74   0.     0.     0.     0.     0.    ]]; [0.]
1046; [[0.1886 6.39   0.     0.1887 0.     0.     6.652  6.74   0.1885 6.74
  6.74   0.     0.     0.     0.     0.    ]]; [0.]
1047; [[0.1886 6.39   0.     0.1887 0.     0.     6.652  6.74   0.1885 6.74
  6.74   0.     0.     0.     0.     0.    ]]; [0.]
1048; [[0.1886 6.39   0.     0.1887 0.     0.     6.652  6.74   0.1885 6.74
  6.74   0.     0.     0.     0.     0.    ]]; [0.]
1049; [[0.1886 6.39   0.     0.1887 0.     0.     6.652  6.74   0.1885 6.74
  6.74   0.     0.     0.     0.     0.    ]]; [0.]
1050; [[0.1886 6.39   0.     0.1887 0.     0.     6.652  6.74   0.1885 6.74
  6.74   0.     0.     0.     0.     0.    ]]; [0.]
1051; [[0.1886 6.39   0.     0.1887 0.     0.     6.652  6.74   0.1885 6.74
  6.74   0.     0.     0.     0.     0.    ]]; [0.]
1052; [[0.1886 6.39   0.     0.1887 0.     0.     6.652  6.74   0.1885 6.74
  6.74   0.     0.     0.     0.     0.    ]]; [0.]
1053; [[0.1886 6.39   0.     0.1887 0.     0.     6.652  6.74   0.1885 6.74
  6.74   0.     0.     0.     0.     0.    ]]; [0.]
1054; [[0.1886 6.39   0.     0.1887 0.     0.     6.652  6.74   0.1885 6.74
  6.74   0.     0.     0.     0.     0.    ]]; [0.]
1055; [[0.1886 6.39   0.     0.1887 0.     0.     6.652  6.74   0.1885 6.74
  6.74   0.     0.     0.     0.     0.    ]]; [0.]
1056; [[0.1886 6.39   0.     0.1887 0.     0.     6.652  6.74   0.1885 6.74
  6.74   0.     0.     0.     0.     0.    ]]; [0.]
1057; [[0.1886 6.39   0.     0.1887 0.     0.     6.652  6.74   0.1885 6.74
  6.74   0.     0.     0.     0.     0.    ]]; [0.]
1058; [[0.1886 6.39   0.     0.1887 0.     0.     6.652  6.74   0.1885 6.74
  6.74   0.     0.     0.     0.     0.    ]]; [0.]
1059; [[0.1886 6.39   0.     0.1887 0.     0.     6.652  6.74   0.1885 6.74
  6.74   0.     0.     0.     0.     0.    ]]; [0.]
1060; [[0.1886 6.39   0.     0.1887 0.     0.     6.652  6.74   0.1885 6.74
  6.74   0.     0.     0.     0.     0.    ]]; [0.]
1061; [[0.1886 6.39   0.     0.1887 0.     0.     6.652  6.74   0.1885 6.74
  6.74   0.     0.     0.     0.     0.    ]]; [0.]
1062; [[0.1886 6.39   0.     0.1887 0.     0.     6.652  6.74   0.1885 6.74
  6.74   0.     0.     0.     0.     0.    ]]; [0.]
1063; [[0.1886 6.39   0.     0.1887 0.     0.     6.652  6.74   0.1885 6.74
  6.74   0.     0.     0.     0.     0.    ]]; [0.]
1064; [[0.1886 6.39   0.     0.1887 0.     0.     6.652  6.74   0.1885 6.74
  6.74   0.     0.     0.     0.     0.    ]]; [0.]
1065; [[0.1886 6.39   0.     0.1887 0.     0.     6.652  6.74   0.1885 6.74
  6.74   0.     0.     0.     0.     0.    ]]; [0.]
1066; [[1.3342e-01 6.0703e+00 1.1444e-04 1.3245e-01 1.1444e-04 1.1444e-04
  5.4453e+00 5.3789e+00 1.3245e-01 5.3789e+00 5.3789e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
1067; [[1.3342e-01 6.0703e+00 1.1444e-04 1.3245e-01 1.1444e-04 1.1444e-04
  5.4453e+00 5.3789e+00 1.3245e-01 5.3789e+00 5.3789e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
1068; [[1.3342e-01 6.0703e+00 1.1444e-04 1.3245e-01 1.1444e-04 1.1444e-04
  5.4453e+00 5.3789e+00 1.3245e-01 5.3789e+00 5.3789e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
1069; [[1.3342e-01 6.0703e+00 1.1444e-04 1.3245e-01 1.1444e-04 1.1444e-04
  5.4453e+00 5.3789e+00 1.3245e-01 5.3789e+00 5.3789e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
1070; [[1.3342e-01 6.0703e+00 1.1444e-04 1.3245e-01 1.1444e-04 1.1444e-04
  5.4453e+00 5.3789e+00 1.3245e-01 5.3789e+00 5.3789e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
1071; [[1.3342e-01 6.0703e+00 1.1444e-04 1.3245e-01 1.1444e-04 1.1444e-04
  5.4453e+00 5.3789e+00 1.3245e-01 5.3789e+00 5.3789e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
1072; [[1.3342e-01 6.0703e+00 1.1444e-04 1.3245e-01 1.1444e-04 1.1444e-04
  5.4453e+00 5.3789e+00 1.3245e-01 5.3789e+00 5.3789e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
1073; [[1.3342e-01 6.0703e+00 1.1444e-04 1.3245e-01 1.1444e-04 1.1444e-04
  5.4453e+00 5.3789e+00 1.3245e-01 5.3789e+00 5.3789e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
1074; [[1.3342e-01 6.0703e+00 1.1444e-04 1.3245e-01 1.1444e-04 1.1444e-04
  5.4453e+00 5.3789e+00 1.3245e-01 5.3789e+00 5.3789e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
1075; [[1.3342e-01 6.0703e+00 1.1444e-04 1.3245e-01 1.1444e-04 1.1444e-04
  5.4453e+00 5.3789e+00 1.3245e-01 5.3789e+00 5.3789e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
1076; [[1.3342e-01 6.0703e+00 1.1444e-04 1.3245e-01 1.1444e-04 1.1444e-04
  5.4453e+00 5.3789e+00 1.3245e-01 5.3789e+00 5.3789e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
1077; [[1.3342e-01 6.0703e+00 1.1444e-04 1.3245e-01 1.1444e-04 1.1444e-04
  5.4453e+00 5.3789e+00 1.3245e-01 5.3789e+00 5.3789e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
1078; [[1.3342e-01 6.0703e+00 1.1444e-04 1.3245e-01 1.1444e-04 1.1444e-04
  5.4453e+00 5.3789e+00 1.3245e-01 5.3789e+00 5.3789e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
1079; [[1.3342e-01 6.0703e+00 1.1444e-04 1.3245e-01 1.1444e-04 1.1444e-04
  5.4453e+00 5.3789e+00 1.3245e-01 5.3789e+00 5.3789e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
1080; [[1.3342e-01 6.0703e+00 1.1444e-04 1.3245e-01 1.1444e-04 1.1444e-04
  5.4453e+00 5.3789e+00 1.3245e-01 5.3789e+00 5.3789e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
1081; [[1.3342e-01 6.0703e+00 1.1444e-04 1.3245e-01 1.1444e-04 1.1444e-04
  5.4453e+00 5.3789e+00 1.3245e-01 5.3789e+00 5.3789e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
1082; [[1.3342e-01 6.0703e+00 1.1444e-04 1.3245e-01 1.1444e-04 1.1444e-04
  5.4453e+00 5.3789e+00 1.3245e-01 5.3789e+00 5.3789e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
1083; [[1.3342e-01 6.0703e+00 1.1444e-04 1.3245e-01 1.1444e-04 1.1444e-04
  5.4453e+00 5.3789e+00 1.3245e-01 5.3789e+00 5.3789e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
1084; [[1.3342e-01 6.0703e+00 1.1444e-04 1.3245e-01 1.1444e-04 1.1444e-04
  5.4453e+00 5.3789e+00 1.3245e-01 5.3789e+00 5.3789e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
1085; [[1.3342e-01 6.0703e+00 1.1444e-04 1.3245e-01 1.1444e-04 1.1444e-04
  5.4453e+00 5.3789e+00 1.3245e-01 5.3789e+00 5.3789e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
1086; [[1.3342e-01 6.0703e+00 1.1444e-04 1.3245e-01 1.1444e-04 1.1444e-04
  5.4453e+00 5.3789e+00 1.3245e-01 5.3789e+00 5.3789e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
1087; [[1.3342e-01 6.0703e+00 1.1444e-04 1.3245e-01 1.1444e-04 1.1444e-04
  5.4453e+00 5.3789e+00 1.3245e-01 5.3789e+00 5.3789e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
1088; [[0.1462 9.24   0.     0.1471 0.     0.     6.56   6.51   0.1471 6.508
  6.508  0.     0.     0.     0.     0.    ]]; [0.]
1089; [[0.1462 9.24   0.     0.1471 0.     0.     6.56   6.51   0.1471 6.508
  6.508  0.     0.     0.     0.     0.    ]]; [0.]
1090; [[0.1462 9.24   0.     0.1471 0.     0.     6.56   6.51   0.1471 6.508
  6.508  0.     0.     0.     0.     0.    ]]; [0.]
1091; [[0.1462 9.24   0.     0.1471 0.     0.     6.56   6.51   0.1471 6.508
  6.508  0.     0.     0.     0.     0.    ]]; [0.]
1092; [[0.1462 9.24   0.     0.1471 0.     0.     6.56   6.51   0.1471 6.508
  6.508  0.     0.     0.     0.     0.    ]]; [0.]
1093; [[0.1462 9.24   0.     0.1471 0.     0.     6.56   6.51   0.1471 6.508
  6.508  0.     0.     0.     0.     0.    ]]; [0.]
1094; [[0.1462 9.24   0.     0.1471 0.     0.     6.56   6.51   0.1471 6.508
  6.508  0.     0.     0.     0.     0.    ]]; [0.]
1095; [[0.1462 9.24   0.     0.1471 0.     0.     6.56   6.51   0.1471 6.508
  6.508  0.     0.     0.     0.     0.    ]]; [0.]
1096; [[0.1462 9.24   0.     0.1471 0.     0.     6.56   6.51   0.1471 6.508
  6.508  0.     0.     0.     0.     0.    ]]; [0.]
1097; [[0.1462 9.24   0.     0.1471 0.     0.     6.56   6.51   0.1471 6.508
  6.508  0.     0.     0.     0.     0.    ]]; [0.]
1098; [[0.1462 9.24   0.     0.1471 0.     0.     6.56   6.51   0.1471 6.508
  6.508  0.     0.     0.     0.     0.    ]]; [0.]
1099; [[0.1462 9.24   0.     0.1471 0.     0.     6.56   6.51   0.1471 6.508
  6.508  0.     0.     0.     0.     0.    ]]; [0.]
1100; [[0.1462 9.24   0.     0.1471 0.     0.     6.56   6.51   0.1471 6.508
  6.508  0.     0.     0.     0.     0.    ]]; [0.]
1101; [[0.1462 9.24   0.     0.1471 0.     0.     6.56   6.51   0.1471 6.508
  6.508  0.     0.     0.     0.     0.    ]]; [0.]
1102; [[0.1462 9.24   0.     0.1471 0.     0.     6.56   6.51   0.1471 6.508
  6.508  0.     0.     0.     0.     0.    ]]; [0.]
1103; [[0.1462 9.24   0.     0.1471 0.     0.     6.56   6.51   0.1471 6.508
  6.508  0.     0.     0.     0.     0.    ]]; [0.]
1104; [[0.1462 9.24   0.     0.1471 0.     0.     6.56   6.51   0.1471 6.508
  6.508  0.     0.     0.     0.     0.    ]]; [0.]
1105; [[0.1462 9.24   0.     0.1471 0.     0.     6.56   6.51   0.1471 6.508
