Step; State; Reward
1; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
2; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
3; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
4; [[0.2109 9.17   0.     0.203  0.     0.     8.77   8.69   0.203  8.69
  8.69   0.     0.     0.     0.     0.    ]]; [881.59753]
5; [[2.5859e+00 1.1484e+01 1.4305e-04 2.5879e+00 1.4305e-04 1.4305e-04
  1.4125e+01 1.1883e+01 3.2959e-01 1.1883e+01 1.1883e+01 1.4305e-04
  2.2676e+00 1.4305e-04 1.4305e-04 1.4305e-04]]; [2102.9978]
6; [[11.266  5.28   0.    11.24   0.     0.    15.81  11.89   0.733 11.89
  11.89   0.    10.51   0.     0.     0.   ]]; [4341.831]
7; [[8.6094e+00 1.7510e+00 1.1444e-04 8.6016e+00 1.1444e-04 1.1444e-04
  9.7656e+00 9.4766e+00 5.8691e-01 9.4766e+00 9.4766e+00 1.1444e-04
  8.0156e+00 1.1444e-04 1.1444e-04 1.1444e-04]]; [2502.514]
8; [[ 0.3716 10.13    0.      0.3716  0.      0.      9.71   11.88    0.3716
  11.88   11.88    0.      0.      0.      0.      0.    ]]; [1494.3177]
9; [[2.0850e-01 9.8594e+00 1.1444e-04 2.0837e-01 1.1444e-04 1.1444e-04
  9.5156e+00 9.5156e+00 2.0825e-01 9.5156e+00 9.5156e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [1038.9835]
10; [[ 0.26 13.85  0.    0.26  0.    0.   11.89 11.88  0.26 11.88 11.88  0.
   0.    0.    0.    0.  ]]; [1624.4634]
11; [[5.8447e-01 9.9062e+00 1.1444e-04 5.9229e-01 1.1444e-04 1.1444e-04
  8.9766e+00 9.4844e+00 5.9229e-01 9.4844e+00 9.4844e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [1063.8159]
12; [[ 0.4585 10.03    0.      0.4585  0.      0.      9.516  11.9     0.5728
  11.9    11.9     0.      0.      0.      0.      0.    ]]; [1500.4952]
13; [[2.5391e-01 1.2172e+01 1.4305e-04 2.5415e-01 1.4305e-04 1.4305e-04
