Step; State; Reward
1; [[0.01884  0.1815   0.       0.007484 0.       0.       0.1515   0.1493
  0.007282 0.1482   0.1482   0.       0.       0.       0.       0.      ]]; [2.68927]
2; [[ 0.2817 13.52    0.      0.2817  0.      0.     11.87   11.87    0.282
  11.87   11.87    0.      0.      0.      0.      0.    ]]; [1615.8656]
3; [[ 0.4275 10.91    0.      0.4277  0.      0.      9.46    9.46    0.4275
   9.46    9.46    0.      0.      0.      0.      0.    ]]; [1073.201]
4; [[4.3115e-01 9.3828e+00 1.1444e-04 4.3066e-01 1.1444e-04 1.1444e-04
  9.4609e+00 9.4453e+00 4.3091e-01 8.6016e+00 8.6016e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [1007.67206]
5; [[ 0.5093 11.27    0.      0.5093  0.      0.     11.72   11.336   0.5093
   5.965   5.965   0.      0.      0.      0.      0.    ]]; [1226.2026]
6; [[2.5562e-01 1.0234e+01 1.1444e-04 2.5562e-01 1.1444e-04 1.1444e-04
  9.4844e+00 9.4766e+00 2.5562e-01 3.8281e+00 3.8281e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [824.4782]
7; [[ 0.2898 10.03    0.      0.2898  0.      0.      9.516   9.516   0.2896
   5.125   5.125   0.      0.      0.      0.      0.    ]]; [878.5324]
8; [[5.8984e-01 8.6250e+00 1.1444e-04 5.8984e-01 1.1444e-04 1.1444e-04
  9.5078e+00 9.5000e+00 5.8984e-01 4.8164e+00 4.8164e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [862.86884]
9; [[ 0.248  10.26    0.      0.2769  0.      0.      9.51    9.5     0.2769
   4.676   4.676   0.      0.      0.      0.      0.    ]]; [859.832]
10; [[5.0879e-01 9.9688e+00 1.1444e-04 5.0879e-01 1.1444e-04 1.1444e-04
  9.5156e+00 9.5078e+00 5.0879e-01 5.1133e+00 5.1133e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [895.9543]
11; [[0.4204 9.484  0.     0.4204 0.     0.     9.45   9.46   0.4204 1.899
  1.899  0.     0.     0.     0.     0.    ]]; [744.9086]
12; [[3.479e+00 8.688e+00 1.431e-04 3.479e+00 1.431e-04 1.431e-04 1.478e+01
  1.183e+01 5.220e-01 3.221e+00 3.221e+00 1.431e-04 2.961e+00 1.431e-04
  1.431e-04 1.431e-04]]; [1703.427]
13; [[ 4.14    7.887   0.      4.137   0.      0.     11.01    9.46    0.5015
   3.639   3.639   0.      3.639   0.      0.      0.    ]]; [1402.9092]
14; [[6.8086e+00 3.3574e+00 1.1444e-04 6.8359e+00 1.1444e-04 1.1444e-04
  9.6250e+00 9.5156e+00 5.6738e-01 6.2695e+00 6.2695e+00 1.1444e-04
  6.2656e+00 1.1444e-04 1.1444e-04 1.1444e-04]]; [1924.7466]
