Step; State; Reward
1; [[0.0497  1.51    0.      0.03165 0.      0.      1.392   1.371   0.03152
  1.369   1.369   0.      0.      0.      0.      0.     ]]; [35.556824]
2; [[2.266e+00 1.243e+01 1.431e-04 2.266e+00 1.431e-04 2.002e+00 9.750e+00
  1.177e+01 2.266e+00 1.177e+01 9.773e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.998e+00]]; [1945.4529]
3; [[ 5.34  10.44   0.     5.34   0.     4.92   4.39   9.33   5.34   9.33
   4.39   0.     0.     0.     0.     4.934]]; [1957.9279]
4; [[7.324e+00 1.174e+01 1.431e-04 7.324e+00 1.431e-04 6.797e+00 5.059e+00
  1.185e+01 7.328e+00 1.185e+01 5.059e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 6.793e+00]]; [3226.141]
5; [[ 6.57  11.766  0.     6.574  0.     6.133  5.594 11.91   6.574 11.91
   5.598  0.     0.     0.     0.     6.266]]; [3026.7917]
6; [[6.805e+00 1.279e+01 1.431e-04 6.805e+00 1.431e-04 6.406e+00 5.344e+00
  1.189e+01 6.805e+00 1.189e+01 5.344e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 6.547e+00]]; [3127.5762]
7; [[ 7.434 14.836  0.     7.43   0.     6.652  5.176 11.91   7.438  6.73
   0.     0.     0.     0.     0.     6.73 ]]; [3010.964]
8; [[6.3438e+00 9.6172e+00 1.1444e-04 6.3477e+00 1.1444e-04 5.7695e+00
  3.6641e+00 9.5234e+00 6.3477e+00 5.8555e+00 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 5.8594e+00]]; [1993.3419]
9; [[5.066 9.734 0.    5.086 0.    4.7   4.742 9.54  5.08  4.797 0.    0.
  0.    0.    0.    4.793]]; [1665.6364]
10; [[4.2578e+00 8.8594e+00 1.1444e-04 4.2578e+00 1.1444e-04 3.9824e+00
  4.8984e+00 8.9688e+00 4.2578e+00 4.0664e+00 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 4.0664e+00]]; [1351.7965]
11; [[0.2054  9.24    0.      0.2047  0.      0.      9.5     9.47    0.2047
  0.03696 0.03696 0.      0.      0.      0.      0.     ]]; [671.8967]
12; [[4.7227e+00 3.2373e-01 1.1444e-04 4.7227e+00 4.4023e+00 1.1444e-04
  2.7466e-03 4.5117e+00 4.6836e+00 1.1444e-04 4.5078e+00 1.1444e-04
  1.1444e-04 4.4922e+00 1.1444e-04 1.1444e-04]]; [674.84296]
