Timestep;Transferred Bytes;Bandwidth (Mbps)
1.0;1163919.36;4.29
2.0;1195376.64;4.55
3.0;1195376.64;4.54
4.0;1195376.64;4.56
5.0;1195376.64;4.57
6.0;1195376.64;4.56
7.0;1195376.64;4.57
8.0;1195376.64;4.57
9.0;1195376.64;4.56
10.0;1195376.64;4.55
10.56;670720.0;4.54
