agent, num_iperfs, port_number, original_size, transfered, retries, flow_completion_time, bandwidth, iter
A1,8,46124,500M,501.0,21452.0,2128.0,1.97,1
B1,2,5202,10M,7.59,-1,17.25,3.69,2
B1,2,46110,10M,10.6,2.0,12.0,7.41,4
B1,2,5202,10M,7.25,-1,19.09,3.19,3
B1,2,5202,10M,5.75,-1,17.13,2.82,1
B1,2,5201,10M,8.51,-1,13.02,5.48,4
B1,2,5202,10M,6.22,-1,24.21,2.15,0
B1,2,5202,10M,7.35,-1,14.01,4.4,4
B1,2,46110,10M,10.0,0.0,9.96,8.42,3
B1,2,5201,10M,4.68,-1,16.27,2.41,0
B1,2,5201,10M,8.16,-1,12.97,5.28,1
B1,2,46110,10M,10.5,472.0,18.81,4.68,2
B1,2,46110,10M,10.8,96.0,15.0,6.05,0
B1,2,5201,10M,7.77,-1,10.86,6.0,3
B1,2,5201,10M,7.97,-1,19.26,3.47,2
B1,2,46110,10M,10.9,0.0,11.0,8.34,1
B1,2,46112,10M,11.1,0.0,13.0,7.14,4
B1,2,46112,10M,10.4,839.0,24.0,3.65,0
B1,2,46112,10M,10.5,390.0,16.0,5.5,1
B1,2,46112,10M,11.2,717.0,18.5,5.07,3
B1,2,5201,50M,43.3,-1,88.3,4.11,0
B1,2,46112,10M,10.6,393.0,17.0,5.21,2
B1,2,46112,50M,50.2,1774.0,119.0,3.54,4
B1,2,46112,50M,50.5,1735.0,98.0,4.32,3
B1,2,46112,50M,51.1,1068.0,73.0,5.87,2
B1,2,46112,50M,51.2,2490.0,65.0,6.6,0
B1,2,46112,50M,50.5,2409.0,88.0,4.82,1
B1,2,5202,50M,44.3,-1,89.26,4.16,1
B1,2,5201,50M,39.0,-1,55.3,5.92,4
B1,2,5202,50M,44.4,-1,66.15,5.63,0
B1,2,5202,50M,45.8,-1,74.18,5.18,2
B1,2,5202,50M,42.1,-1,99.0,3.56,3
B1,2,46110,50M,50.4,1449.0,54.0,7.82,4
B1,2,46110,50M,50.5,1357.0,87.0,4.87,0
B1,2,5201,50M,44.0,-1,84.61,4.36,3
B1,2,5201,50M,46.3,-1,85.76,4.53,2
B1,2,46110,50M,50.3,3011.0,49.5,8.52,1
B1,2,46110,50M,50.3,670.0,84.0,5.03,3
B1,2,5202,50M,41.2,-1,120.31,2.87,4
B1,2,5201,50M,43.6,-1,51.39,7.11,1
B1,2,46110,50M,50.1,570.0,85.0,4.95,2
B1,2,46112,100M,100.0,3590.0,104.0,8.07,4
B1,2,5201,100M,93.3,-1,135.33,5.79,3
B1,2,5202,100M,85.9,-1,101.53,7.1,1
B1,2,5202,100M,88.8,-1,123.24,6.05,0
B1,2,5201,100M,90.6,-1,155.41,4.89,2
B1,2,5201,100M,89.3,-1,111.66,6.71,0
B1,2,46110,100M,100.0,834.0,103.01,8.16,4
B1,2,5202,100M,91.2,-1,156.33,4.89,2
B1,2,5202,100M,88.1,-1,151.01,4.89,3
B1,2,5201,100M,87.1,-1,98.64,7.4,1
B1,2,46112,100M,100.0,699.0,147.0,5.72,2
B1,2,46110,100M,101.0,4352.0,97.0,8.7,1
B1,2,5201,100M,87.7,-1,104.28,7.05,4
B1,2,46110,100M,101.0,3223.0,110.0,7.67,0
B1,2,46112,100M,101.0,3409.0,151.0,5.61,3
B1,2,46112,100M,100.0,3380.0,101.0,8.31,1
B1,2,46110,100M,101.0,930.0,154.0,5.48,2
B1,2,5202,100M,88.3,-1,104.65,7.08,4
B1,2,46110,100M,100.0,1373.0,133.98,6.28,3
B1,2,46112,100M,100.0,1183.0,122.0,6.9,0
B1,2,5202,200M,190.0,-1,382.19,4.18,0
B1,2,5201,200M,185.0,-1,240.05,6.47,2
B1,2,5201,200M,190.0,-1,350.35,4.56,3
B1,2,5202,200M,193.0,-1,361.09,4.49,1
B1,2,46112,200M,200.0,19841.0,344.0,4.88,4
B1,2,5202,200M,189.0,-1,365.42,4.35,3
B1,2,5201,200M,185.0,-1,215.03,7.23,1
B1,2,46110,200M,200.0,8908.0,245.0,6.85,4
B1,2,5201,200M,191.0,-1,428.44,3.75,0
B1,2,5202,200M,192.0,-1,296.13,5.43,2
B1,2,46112,200M,200.0,16009.0,363.0,4.63,3
B1,2,46110,200M,201.0,16488.0,426.0,3.95,0
B1,2,5201,200M,186.0,-1,247.45,6.3,4
B1,2,46110,200M,200.0,17989.0,215.0,7.8,1
B1,2,46112,200M,201.0,22021.0,294.0,5.74,2
B1,2,46112,200M,201.0,19231.0,381.0,4.42,0
B1,2,46110,200M,201.0,14235.0,349.68,4.82,3
B1,2,46110,200M,200.0,13000.0,240.0,7.0,2
B1,2,5202,200M,186.0,-1,344.01,4.55,4
B1,2,46112,200M,201.0,21634.0,360.41,4.67,1
B1,2,46112,500M,501.0,32510.0,700.0,6.01,2
B1,2,46110,500M,500.0,36865.0,717.0,5.85,1
B1,2,46110,500M,501.0,47792.0,1059.0,3.97,0
B1,2,5201,500M,492.0,-1,680.3,6.07,4
B1,2,46112,500M,500.0,51357.0,660.08,6.36,3
B1,2,46112,500M,500.0,56234.0,924.0,4.54,1
B1,2,5202,500M,488.0,-1,774.69,5.28,4
B1,2,46110,500M,500.0,36812.0,768.0,5.46,2
B1,2,46110,500M,500.0,42831.0,598.0,7.02,3
B1,2,46112,500M,501.0,42760.0,847.0,4.96,0
B1,2,46112,500M,501.0,40082.0,771.0,5.45,4
B1,2,5202,500M,488.0,-1,926.13,4.42,1
B1,2,5201,500M,488.0,-1,600.84,6.81,3
B1,2,5201,500M,485.0,-1,769.12,5.29,2
B1,2,5202,500M,488.0,-1,848.46,4.83,0
B1,2,5202,500M,488.0,-1,700.2,5.85,2
B1,2,46110,500M,501.0,35433.0,679.65,6.18,4
B1,2,5201,500M,489.0,-1,1060.98,3.86,0
B1,2,5201,500M,487.0,-1,717.04,5.7,1
B1,2,5202,500M,492.0,-1,660.49,6.25,3
B1,4,46114,10M,10.5,196.0,54.0,1.63,4
B1,4,46114,10M,10.4,304.0,88.0,0.9658203125,3
B1,4,46114,10M,10.2,136.0,24.0,3.56,2
B1,4,46114,10M,10.4,85.0,23.0,3.8,0
B1,4,46114,10M,10.1,153.0,34.0,2.49,1
B1,4,5203,10M,8.07,-1,88.63,0.7451171875,3
B1,4,46112,10M,10.4,148.0,20.0,4.37,0
B1,4,46112,10M,10.0,230.0,35.0,2.4,1
B1,4,5203,10M,7.52,-1,24.49,2.58,2
B1,4,5203,10M,8.15,-1,23.68,2.89,0
B1,4,46112,10M,10.1,633.0,69.0,1.23,3
B1,4,46112,10M,10.5,191.0,20.0,4.42,2
B1,4,5203,10M,6.32,-1,35.21,1.51,1
B1,4,5203,10M,9.26,-1,54.31,1.43,4
B1,4,46112,10M,10.5,256.0,49.69,1.78,4
B1,4,5201,10M,6.84,-1,15.28,3.75,0
B1,4,46110,10M,10.5,350.0,29.72,2.96,3
B1,4,5202,10M,9.05,-1,50.11,1.51,4
B1,4,46110,10M,10.2,132.0,22.0,3.9,2
B1,4,5201,10M,8.17,-1,24.39,2.81,1
B1,4,5201,10M,9.55,-1,30.98,2.59,3
B1,4,46110,10M,10.1,14.0,14.0,6.07,0
B1,4,46110,10M,10.2,283.0,24.0,3.58,1
B1,4,5201,10M,7.6,-1,23.2,2.75,2
B1,4,5202,10M,7.06,-1,21.11,2.81,2
B1,4,5202,10M,8.84,-1,70.02,1.06,3
B1,4,46110,10M,10.3,186.0,34.0,2.54,4
B1,4,5202,10M,6.99,-1,36.17,1.62,1
B1,4,5202,10M,7.24,-1,21.13,2.88,0
B1,4,5201,10M,8.06,-1,35.37,1.91,4
B1,4,5204,10M,6.77,-1,34.95,1.63,1
B1,4,5204,10M,7.8,-1,26.14,2.5,0
B1,4,5204,10M,8.22,-1,26.27,2.63,2
B1,4,5204,10M,8.57,-1,90.89,0.7724609375,3
B1,4,46116,10M,10.8,123.0,55.58,1.63,4
B1,4,46116,10M,10.4,50.0,25.66,3.39,0
B1,4,46116,10M,10.2,190.0,34.0,2.51,1
B1,4,46116,10M,10.5,291.0,90.69,0.9453125,3
B1,4,5204,10M,8.73,-1,55.98,1.31,4
B1,4,46116,10M,10.1,111.0,26.0,3.25,2
B1,4,5204,50M,46.1,-1,147.29,2.63,2
B1,4,46116,50M,50.5,1124.0,104.0,4.07,4
B1,4,5204,50M,39.9,-1,155.03,2.16,3
B1,4,5204,50M,38.4,-1,95.11,3.39,1
B1,4,5204,50M,44.4,-1,116.09,3.21,0
B1,4,5204,50M,41.0,-1,105.2,3.27,4
B1,4,46116,50M,50.3,1213.0,155.0,2.72,3
B1,4,46116,50M,50.2,775.0,146.0,2.89,2
B1,4,46116,50M,50.9,2827.0,115.96,3.68,0
B1,4,46116,50M,50.2,2281.0,93.0,4.53,1
B1,4,5201,50M,42.2,-1,72.6,4.88,3
B1,4,46110,50M,50.9,747.0,55.0,7.76,0
B1,4,46110,50M,50.7,4369.0,56.0,7.59,1
B1,4,5201,50M,38.7,-1,62.14,5.22,2
B1,4,5201,50M,42.5,-1,56.42,6.32,0
B1,4,5202,50M,43.7,-1,159.48,2.3,4
B1,4,46110,50M,50.7,586.0,71.0,5.99,3
B1,4,46110,50M,50.5,453.0,62.0,6.83,2
B1,4,5201,50M,36.3,-1,57.08,5.34,1
B1,4,5202,50M,45.3,-1,155.09,2.45,1
B1,4,5202,50M,40.0,-1,144.01,2.33,0
B1,4,5201,50M,44.3,-1,183.62,2.03,4
B1,4,5202,50M,47.1,-1,153.02,2.58,2
B1,4,46110,50M,50.3,1629.0,182.0,2.32,4
B1,4,5202,50M,43.3,-1,104.48,3.48,3
B1,4,5203,50M,39.8,-1,139.35,2.4,0
B1,4,46112,50M,50.3,1726.0,103.0,4.09,3
B1,4,46112,50M,50.4,874.0,152.0,2.78,2
B1,4,5203,50M,42.8,-1,184.25,1.95,1
B1,4,5203,50M,40.1,-1,129.1,2.61,3
B1,4,46112,50M,50.9,1768.0,144.0,2.96,0
B1,4,46112,50M,50.3,2320.0,154.0,2.74,1
B1,4,5203,50M,47.4,-1,158.83,2.51,2
B1,4,46112,50M,50.9,1621.0,159.0,2.68,4
B1,4,5203,50M,42.3,-1,189.48,1.87,4
B1,4,46114,50M,50.6,1076.0,188.0,2.26,4
B1,4,46114,50M,50.5,746.0,137.0,3.09,0
B1,4,46114,50M,51.1,2830.0,183.0,2.34,1
B1,4,46114,50M,50.6,2957.0,127.0,3.34,3
B1,4,46114,50M,51.2,534.0,158.0,2.72,2
B1,4,5204,100M,92.8,-1,286.01,2.72,0
B1,4,46112,100M,101.0,11681.0,312.0,2.7,1
B1,4,5202,100M,86.6,-1,160.34,4.53,4
B1,4,46110,100M,100.0,9086.0,230.0,3.66,2
B1,4,46110,100M,100.0,5966.0,291.0,2.89,3
B1,4,46114,100M,100.0,7485.0,279.0,3.02,4
B1,4,5203,100M,93.1,-1,280.25,2.79,4
B1,4,46112,100M,101.0,19065.0,337.15,2.51,0
B1,4,5204,100M,88.4,-1,314.79,2.36,1
B1,4,46112,100M,101.0,9807.0,293.0,2.89,2
B1,4,5204,100M,89.7,-1,235.15,3.2,3
B1,4,46110,100M,100.0,14482.0,276.0,3.05,1
B1,4,46110,100M,101.0,14814.0,107.0,7.9,0
B1,4,5201,100M,90.2,-1,229.89,3.29,4
B1,4,46116,100M,100.0,1650.0,294.81,2.86,4
B1,4,5204,100M,87.3,-1,281.41,2.6,2
B1,4,46112,100M,100.0,4146.0,115.0,7.33,3
B1,4,5203,100M,92.8,-1,315.16,2.47,3
B1,4,46116,100M,100.0,4757.0,286.0,2.94,0
B1,4,46114,100M,101.0,5175.0,310.0,2.73,3
B1,4,5202,100M,95.5,-1,293.79,2.73,2
B1,4,46110,100M,101.0,2605.0,228.0,3.72,4
B1,4,5201,100M,87.9,-1,109.39,6.74,0
B1,4,5201,100M,86.4,-1,276.77,2.62,1
B1,4,5202,100M,89.1,-1,116.31,6.43,3
B1,4,46114,100M,101.0,5164.0,282.01,2.99,2
B1,4,46116,100M,101.0,16878.0,313.0,2.71,1
B1,4,5203,100M,93.4,-1,284.45,2.75,2
B1,4,5203,100M,95.3,-1,230.14,3.48,0
B1,4,46112,100M,100.0,13179.0,159.0,5.29,4
B1,4,46116,100M,101.0,8579.0,233.0,3.64,3
B1,4,5202,100M,93.9,-1,313.19,2.51,1
B1,4,46114,100M,100.0,8245.0,230.0,3.65,0
B1,4,5201,100M,89.4,-1,293.36,2.56,3
B1,4,5201,100M,92.6,-1,232.35,3.34,2
B1,4,46114,100M,101.0,10522.0,537.0,1.57,1
B1,4,5202,100M,90.9,-1,337.55,2.26,0
B1,4,46116,100M,100.0,7005.0,279.0,3.02,2
B1,4,5204,100M,93.1,-1,294.97,2.65,4
B1,4,5203,100M,90.4,-1,539.42,1.41,1
B1,4,46112,200M,201.0,20850.0,456.0,3.69,0
B1,4,5204,200M,188.0,-1,791.06,1.99,1
B1,4,5203,200M,187.0,-1,605.03,2.59,4
B1,4,46110,200M,200.0,26950.0,547.56,3.07,3
B1,4,46114,200M,200.0,20815.0,605.01,2.78,4
B1,4,5202,200M,192.0,-1,237.17,6.78,4
B1,4,46110,200M,201.0,14327.0,677.0,2.49,2
B1,4,5204,200M,188.0,-1,337.14,4.67,0
B1,4,46112,200M,200.0,16807.0,512.0,3.28,1
B1,4,46116,200M,200.0,16134.0,441.0,3.81,4
B1,4,5204,200M,188.0,-1,571.01,2.76,2
B1,4,46112,200M,200.0,29678.0,344.0,4.88,3
B1,4,5201,200M,186.0,-1,562.65,2.78,4
B1,4,46110,200M,200.0,20987.0,483.0,3.47,0
B1,4,46110,200M,201.0,16084.0,593.0,2.85,1
B1,4,46112,200M,200.0,33804.0,414.0,4.06,2
B1,4,5204,200M,188.0,-1,501.31,3.15,3
B1,4,46116,200M,201.0,19446.0,791.0,2.13,1
B1,4,5203,200M,190.0,-1,436.2,3.66,2
B1,4,5201,200M,191.0,-1,596.42,2.68,1
B1,4,5202,200M,199.0,-1,344.56,4.85,3
B1,4,46114,200M,201.0,13172.0,435.0,3.88,2
B1,4,46114,200M,200.0,27765.0,414.0,4.06,3
B1,4,5202,200M,194.0,-1,414.02,3.94,2
B1,4,5201,200M,192.0,-1,483.89,3.33,0
B1,4,46110,200M,201.0,20412.0,562.0,3.0,4
B1,4,5203,200M,191.0,-1,416.48,3.84,3
B1,4,46116,200M,201.0,9192.0,334.0,5.04,0
B1,4,46116,200M,201.0,18561.0,571.0,2.95,2
B1,4,5203,200M,192.0,-1,647.71,2.48,1
B1,4,5204,200M,189.0,-1,443.19,3.57,4
B1,4,5201,200M,188.0,-1,677.02,2.33,2
B1,4,46114,200M,200.0,19477.0,647.54,2.59,1
B1,4,5202,200M,190.0,-1,457.86,3.48,0
B1,4,5202,200M,193.0,-1,513.32,3.15,1
B1,4,46114,200M,200.0,10622.0,931.02,1.8,0
B1,4,5201,200M,192.0,-1,547.92,2.95,3
B1,4,46112,200M,200.0,11594.0,236.81,7.09,4
B1,4,5203,200M,189.0,-1,931.18,1.7,0
B1,4,46116,200M,201.0,26951.0,501.0,3.36,3
B1,4,46116,500M,501.0,82465.0,1216.12,3.45,0
B1,4,5203,500M,491.0,-1,1576.36,2.61,3
B1,4,5201,500M,492.0,-1,1629.59,2.53,0
B1,4,46110,500M,500.0,108911.0,1562.0,2.69,4
B1,4,46114,500M,501.0,53023.0,1576.35,2.67,3
B1,4,5202,500M,489.0,-1,1491.65,2.75,2
B1,4,5202,500M,493.0,-1,1280.93,3.23,3
B1,4,46114,500M,501.0,36666.0,1771.0,2.37,2
B1,4,5201,500M,493.0,-1,1332.96,3.1,1
B1,4,5203,500M,487.0,-1,1771.06,2.31,2
B1,4,46116,500M,500.0,80302.0,1320.0,3.18,1
B1,4,46116,500M,500.0,68884.0,1201.0,3.49,3
B1,4,46112,500M,500.0,65288.0,1070.0,3.92,4
B1,4,5203,500M,490.0,-1,1450.13,2.83,0
B1,4,5201,500M,492.0,-1,1219.15,3.38,3
B1,4,5202,500M,486.0,-1,1786.67,2.28,1
B1,4,46114,500M,501.0,59006.0,1445.0,2.91,0
B1,4,46114,500M,501.0,81002.0,1582.0,2.66,1
B1,4,5202,500M,496.0,-1,1278.25,3.26,0
B1,4,5201,500M,494.0,-1,1371.54,3.02,2
B1,4,5203,500M,491.0,-1,1584.14,2.6,1
B1,4,5204,500M,487.0,-1,1474.64,2.77,4
B1,4,46116,500M,501.0,82403.0,1313.0,3.2,2
B1,4,5204,500M,496.0,-1,1218.27,3.41,0
B1,4,46112,500M,500.0,64923.0,1784.0,2.35,1
B1,4,46110,500M,500.0,59121.0,1369.09,3.07,2
B1,4,5202,500M,491.0,-1,1071.5,3.85,4
B1,4,46114,500M,501.0,76750.0,1406.0,2.99,4
B1,4,46110,500M,501.0,75045.0,1218.0,3.45,3
B1,4,46112,500M,500.0,62925.0,1276.0,3.29,0
B1,4,5204,500M,486.0,-1,1320.26,3.09,1
B1,4,5203,500M,500.0,-1,1407.48,2.98,4
B1,4,46112,500M,500.0,74933.0,1489.0,2.82,2
B1,4,5204,500M,485.0,-1,1201.21,3.39,3
B1,4,46110,500M,500.0,71673.0,1330.91,3.15,1
B1,4,5201,500M,484.0,-1,1562.14,2.6,4
B1,4,46110,500M,501.0,62092.0,1629.5,2.58,0
B1,4,5204,500M,498.0,-1,1315.0,3.17,2
B1,4,46112,500M,501.0,76131.0,1280.51,3.28,3
B1,4,46116,500M,500.0,82244.0,1473.0,2.85,4
B1,8,46116,10M,10.3,382.0,94.0,0.9013671875,2
B1,8,5207,10M,9.11,-1,105.56,0.70703125,1
B1,8,5207,10M,6.29,-1,131.86,0.390625,0
B1,8,46116,10M,10.9,249.0,103.0,0.865234375,3
B1,8,5204,10M,6.37,-1,53.53,0.974609375,4
B1,8,46116,10M,10.6,116.0,51.94,1.71,1
B1,8,5207,10M,8.34,-1,71.89,0.9501953125,2
B1,8,46118,10M,10.9,109.0,70.0,1.31,4
B1,8,5207,10M,7.84,-1,99.22,0.6474609375,3
B1,8,46116,10M,10.0,566.0,122.0,0.671875,0
B1,8,5204,10M,8.43,-1,104.52,0.66015625,3
B1,8,46116,10M,10.3,181.0,52.0,1.65,4
B1,8,46118,10M,10.4,407.0,127.0,0.671875,0
B1,8,46118,10M,10.0,287.0,109.0,0.7548828125,1
B1,8,5204,10M,8.29,-1,95.07,0.7138671875,2
B1,8,5204,10M,7.66,-1,123.41,0.5087890625,0
B1,8,5207,10M,7.82,-1,67.38,0.951171875,4
B1,8,46118,10M,10.0,285.0,104.0,0.7900390625,3
B1,8,46118,10M,10.4,263.0,84.0,1.04,2
B1,8,5204,10M,6.94,-1,54.34,1.07,1
B1,8,5201,10M,5.98,-1,23.47,2.14,4
B1,8,5202,10M,4.34,-1,17.77,2.05,0
B1,8,46120,10M,10.6,352.0,56.9,1.57,4
B1,8,5202,10M,7.15,-1,22.1,2.72,1
B1,8,5202,10M,8.45,-1,87.22,0.7939453125,3
B1,8,46110,10M,10.1,262.0,22.0,3.83,4
B1,8,5202,10M,7.92,-1,85.86,0.7548828125,2
B1,8,5201,10M,8.53,-1,45.61,1.57,2
B1,8,46120,10M,10.3,691.0,51.69,1.68,3
B1,8,46110,10M,10.0,276.0,18.0,4.66,1
B1,8,46110,10M,10.3,248.0,16.0,5.4,0
B1,8,46120,10M,10.6,394.0,87.0,1.03,2
B1,8,5201,10M,8.53,-1,37.75,1.89,3
B1,8,5201,10M,4.95,-1,18.93,2.19,1
B1,8,46120,10M,10.4,524.0,78.0,1.12,0
B1,8,46110,10M,10.7,594.0,45.0,1.99,2
B1,8,46110,10M,10.4,280.0,37.0,2.35,3
B1,8,46120,10M,10.3,490.0,58.0,1.49,1
B1,8,5202,10M,7.26,-1,38.61,1.58,4
B1,8,5201,10M,9.25,-1,17.92,4.33,0
B1,8,46112,10M,10.2,578.0,37.0,2.32,4
B1,8,5203,10M,8.72,-1,67.02,1.09,4
B1,8,46122,10M,10.3,133.0,66.0,1.31,4
B1,8,5203,10M,8.76,-1,80.51,0.890625,1
B1,8,46112,10M,10.1,493.0,85.0,0.97265625,2
B1,8,46122,10M,10.6,338.0,131.0,0.6650390625,0
B1,8,46122,10M,10.4,262.0,105.46,0.806640625,1
B1,8,46112,10M,10.0,271.0,86.0,0.95703125,3
B1,8,5203,10M,6.72,-1,105.25,0.5224609375,0
B1,8,5203,10M,7.61,-1,93.66,0.666015625,2
B1,8,46112,10M,10.5,411.0,21.0,4.19,1
B1,8,46122,10M,10.3,231.0,98.01,0.861328125,3
B1,8,46122,10M,10.1,364.0,71.0,1.2,2
B1,8,46112,10M,10.9,0.0,16.0,5.7,0
B1,8,5203,10M,7.87,-1,96.25,0.669921875,3
B1,8,46114,10M,10.1,370.0,79.0,1.07,1
B1,8,46124,10M,10.7,330.0,100.0,0.875,3
B1,8,5208,10M,7.61,-1,85.89,0.7255859375,2
B1,8,5205,10M,8.27,-1,85.23,0.794921875,2
B1,8,5205,10M,7.93,-1,105.04,0.6181640625,3
B1,8,5208,10M,8.22,-1,100.64,0.6689453125,3
B1,8,46124,10M,10.1,317.0,85.0,0.970703125,2
B1,8,46114,10M,10.1,657.0,104.0,0.7919921875,0
B1,8,46114,10M,10.4,349.0,92.0,0.923828125,2
B1,8,46124,10M,10.1,624.0,111.0,0.7451171875,0
B1,8,5208,10M,8.42,-1,101.11,0.6826171875,1
B1,8,5205,10M,8.71,-1,109.21,0.6533203125,1
B1,8,5205,10M,6.03,-1,129.07,0.3828125,0
B1,8,5208,10M,7.41,-1,112.21,0.541015625,0
B1,8,46124,10M,10.0,352.0,100.0,0.8212890625,1
B1,8,5206,10M,9.06,-1,57.58,1.32,4
B1,8,46114,10M,10.1,671.0,96.0,0.8623046875,3
B1,8,5206,10M,9.09,-1,79.12,0.9404296875,0
B1,8,5208,10M,7.76,-1,67.58,0.9404296875,4
B1,8,5205,10M,7.45,-1,71.67,0.8515625,4
B1,8,46124,10M,10.5,97.0,66.0,1.33,4
B1,8,5206,10M,8.14,-1,58.97,1.16,1
B1,8,46114,10M,10.1,362.0,66.0,1.29,4
B1,8,5206,10M,8.5,-1,52.93,1.35,3
B1,8,5206,10M,8.55,-1,87.93,0.796875,2
B1,8,46124,50M,50.9,3311.0,327.0,1.31,0
B1,8,46114,50M,50.3,4736.0,256.0,1.65,2
B1,8,5205,50M,46.9,-1,255.24,1.54,1
B1,8,5208,50M,44.4,-1,385.23,0.9443359375,1
B1,8,5208,50M,47.1,-1,327.51,1.21,0
B1,8,5205,50M,45.8,-1,292.46,1.31,0
B1,8,46114,50M,50.1,3294.0,300.0,1.4,3
B1,8,5206,50M,47.4,-1,275.32,1.44,4
B1,8,46124,50M,50.9,2183.0,384.8,1.11,1
B1,8,46124,50M,50.1,3449.0,337.0,1.25,3
B1,8,46114,50M,50.8,1005.0,125.0,3.41,1
B1,8,5205,50M,48.4,-1,305.95,1.33,2
B1,8,5208,50M,46.2,-1,340.6,1.14,2
B1,8,5208,50M,43.7,-1,338.25,1.08,3
B1,8,5205,50M,46.7,-1,232.83,1.68,3
B1,8,46114,50M,50.6,1006.0,217.0,1.95,0
B1,8,46124,50M,50.1,2128.0,339.0,1.24,2
B1,8,5206,50M,47.0,-1,345.66,1.14,3
B1,8,46114,50M,51.2,5519.0,179.31,2.4,4
B1,8,5206,50M,42.9,-1,358.62,1.0,2
B1,8,5206,50M,40.0,-1,61.85,5.43,0
B1,8,5205,50M,45.9,-1,331.17,1.16,4
B1,8,5208,50M,47.3,-1,315.03,1.26,4
B1,8,5206,50M,45.6,-1,382.43,1.0,1
B1,8,46124,50M,50.1,1207.0,314.0,1.34,4
B1,8,5203,50M,42.2,-1,180.24,1.96,4
B1,8,46122,50M,50.8,4366.0,345.0,1.23,4
B1,8,46112,50M,50.1,2851.0,146.0,2.88,4
B1,8,5203,50M,41.4,-1,257.88,1.35,2
B1,8,46122,50M,50.3,3567.0,301.0,1.4,3
B1,8,46112,50M,50.4,793.0,59.0,7.16,1
B1,8,46112,50M,50.1,3216.0,324.0,1.3,0
B1,8,46122,50M,50.4,2548.0,344.0,1.23,2
B1,8,5203,50M,44.5,-1,300.88,1.24,3
B1,8,5203,50M,40.7,-1,125.83,2.72,1
B1,8,46122,50M,50.8,2230.0,315.0,1.35,0
B1,8,46112,50M,50.4,1226.0,344.0,1.23,2
B1,8,46112,50M,50.9,1167.0,121.0,3.53,3
B1,8,46122,50M,50.0,1043.0,342.0,1.23,1
B1,8,5203,50M,40.2,-1,218.24,1.54,0
B1,8,46110,50M,50.1,530.0,77.0,5.46,4
B1,8,5202,50M,41.5,-1,121.03,2.88,3
B1,8,5202,50M,45.8,-1,345.19,1.11,2
B1,8,5201,50M,37.7,-1,77.53,4.08,4
B1,8,5202,50M,46.2,-1,324.8,1.19,0
B1,8,5202,50M,41.0,-1,60.68,5.67,1
B1,8,46120,50M,50.4,986.0,274.0,1.54,4
B1,8,5201,50M,46.0,-1,400.4,0.9404296875,1
B1,8,46110,50M,50.3,880.0,166.0,2.54,2
B1,8,46120,50M,50.4,571.0,60.01,7.04,0
B1,8,5202,50M,43.4,-1,147.16,2.47,4
B1,8,46120,50M,50.1,1752.0,381.0,1.1,1
B1,8,46110,50M,50.1,2314.0,235.0,1.79,3
B1,8,5201,50M,39.0,-1,110.28,2.96,0
B1,8,5201,50M,40.9,-1,167.29,2.05,2
B1,8,46110,50M,50.1,4400.0,400.0,1.05,1
B1,8,46120,50M,50.9,2048.0,345.0,1.24,3
B1,8,46120,50M,51.2,2401.0,356.0,1.21,2
B1,8,46110,50M,50.9,2302.0,109.0,3.92,0
B1,8,5201,50M,48.3,-1,236.83,1.71,3
B1,8,46116,50M,50.3,3536.0,406.0,1.04,1
B1,8,5207,50M,45.0,-1,345.38,1.09,2
B1,8,5207,50M,44.8,-1,302.1,1.24,3
B1,8,46118,50M,50.4,1518.0,330.0,1.28,4
B1,8,46116,50M,50.5,1796.0,262.0,1.62,0
B1,8,46116,50M,50.4,2745.0,218.0,1.94,2
B1,8,5207,50M,44.1,-1,343.45,1.08,1
B1,8,5207,50M,44.6,-1,316.03,1.18,0
B1,8,5204,50M,47.0,-1,309.34,1.27,4
B1,8,46116,50M,50.0,11990.0,196.0,2.14,3
B1,8,5204,50M,41.2,-1,262.96,1.31,0
B1,8,46118,50M,51.1,5046.0,231.75,1.85,3
B1,8,5207,50M,43.8,-1,346.15,1.06,4
B1,8,46118,50M,50.3,2700.0,304.0,1.39,2
B1,8,5204,50M,45.7,-1,406.9,0.9208984375,1
B1,8,46116,50M,50.3,1440.0,308.0,1.37,4
B1,8,5204,50M,42.6,-1,197.38,1.81,3
B1,8,46118,50M,50.4,3030.0,292.0,1.45,0
B1,8,46118,50M,50.7,2602.0,254.0,1.67,1
B1,8,5204,50M,46.3,-1,220.13,1.77,2
B1,8,46122,100M,101.0,4541.0,457.0,1.85,3
B1,8,46120,100M,101.0,7259.0,601.16,1.41,0
B1,8,46120,100M,100.0,7581.0,623.0,1.35,1
B1,8,46122,100M,101.0,6024.0,501.0,1.68,2
B1,8,46122,100M,101.0,6323.0,543.0,1.56,0
B1,8,46124,100M,100.0,9502.0,506.0,1.66,4
B1,8,46120,100M,100.0,3122.0,298.0,2.82,3
B1,8,46120,100M,100.0,13788.0,348.0,2.41,2
B1,8,46122,100M,101.0,4030.0,469.61,1.8,1
B1,8,46124,100M,101.0,3451.0,628.0,1.35,1
B1,8,46124,100M,100.0,6837.0,504.0,1.67,0
B1,8,46122,100M,101.0,3525.0,585.69,1.44,4
B1,8,46124,100M,101.0,15662.0,557.0,1.52,2
B1,8,46120,100M,100.0,6690.0,443.0,1.9,4
B1,8,46124,100M,100.0,12396.0,591.0,1.42,3
B1,8,5208,100M,96.0,-1,591.27,1.36,3
B1,8,5208,100M,92.4,-1,557.51,1.39,2
