Step; State; Reward
0; [[0.04779148 1.57471752 0.         0.04051495 0.         0.
  1.4938612  1.47768974 0.04011154 1.47657585 1.47657585 0.
  0.         0.         0.         0.        ]]; [-105.29]; MF
1; [[0.0714016  3.32896996 0.         0.07120037 0.         0.
  3.20421982 3.02633667 0.07099915 3.02633667 3.02633667 0.
  0.         0.         0.         0.        ]]; [-105.29]; MF
2; [[ 0.22459793 11.31750107  0.          0.22333908  0.          0.
   9.18668175  7.7947979   0.22560501  7.79454613  7.79454613  0.
   0.          0.          0.          0.        ]]; [-105.29]; MF
3; [[4.33342934e-01 9.31563091e+00 1.14440918e-04 4.33360100e-01
  1.14440918e-04 1.14440918e-04 8.92509747e+00 1.15609932e+01
  5.41521072e-01 1.15598354e+01 9.24786758e+00 1.14440918e-04
  1.14440918e-04 1.14440918e-04 1.14440918e-04 1.14440918e-04]]; [-105.29]; MF
4; [[ 0.34043312 10.57917023  0.          0.33133698  0.          0.
  10.08249664  8.08905411  0.26521301  8.08852673  8.08852673  0.
   0.          0.          0.          0.        ]]; [-105.29]; MF
5; [[5.00305176e-01 9.07520866e+00 1.43051147e-04 4.91050720e-01
  1.43051147e-04 1.43051147e-04 1.08913288e+01 1.09144630e+01
  4.91050720e-01 1.09134483e+01 1.09134483e+01 1.43051147e-04
  1.43051147e-04 1.43051147e-04 1.43051147e-04 1.43051147e-04]]; [-105.29]; MF
6; [[0.20741272 7.43626213 0.         0.20724773 0.         0.
  8.27978611 8.8657999  0.20724773 8.86464691 8.86464691 0.
  0.         0.         0.         0.        ]]; [-105.29]; MF
7; [[3.97296906e-01 1.37637444e+01 1.43051147e-04 3.97390366e-01
  3.01361084e-04 3.01361084e-04 1.08733978e+01 1.08071384e+01
  3.97138596e-01 1.08066025e+01 1.08066025e+01 1.43051147e-04
  1.43051147e-04 1.43051147e-04 1.43051147e-04 1.43051147e-04]]; [-105.29]; MF
8; [[0.54650497 9.03831863 0.         0.53912735 0.         0.
  9.22315788 9.26464081 0.53912735 9.26415634 9.26415634 0.
  0.         0.         0.         0.        ]]; [-105.29]; MF
9; [[0.25644207 9.07310009 0.         0.25634098 0.         0.
  8.90423107 8.6894846  0.25634098 8.68884087 8.68884087 0.
  0.         0.         0.         0.        ]]; [-105.29]; MF
10; [[0.39163494 9.29488468 0.         0.39163494 0.         0.
  9.05215836 9.05692387 0.39163494 9.05602074 9.05602074 0.
  0.         0.         0.         0.        ]]; [-105.29]; MF
11; [[ 0.49474335 10.71672821  0.          0.49421692  0.          0.
  10.90751457 10.94230843  0.49379349 10.94205666 10.94205666  0.
   0.          0.          0.          0.        ]]; [100.001]; EF
12; [[0.37957096 7.7069912  0.         0.37997055 0.         0.
  8.0280056  8.02107525 0.37968445 8.0209465  8.0209465  0.
  0.         0.         0.         0.        ]]; [-105.29]; MF
13; [[ 0.2959404  11.73658752  0.          0.30567551  0.          0.
  11.18515778 11.1764946   0.30567551 11.17562485 11.17562485  0.
   0.          0.          0.          0.        ]]; [-105.29]; MF
14; [[0.25330734 9.42091656 0.         0.25271893 0.         0.
  9.20606995 9.22467041 0.25271893 9.2245512  9.2245512  0.
  0.         0.         0.         0.        ]]; [-105.29]; MF
15; [[0.33361149 8.83482647 0.         0.34259319 0.         0.
  8.91568279 8.91568279 0.34259319 8.91498661 8.91498661 0.
  0.         0.         0.         0.        ]]; [-105.29]; MF
16; [[ 0.5108757  11.3957901   0.          0.52178955  0.          0.
  11.25688171 11.24769211  0.52128601 11.24769211 11.24769211  0.
   0.          0.          0.          0.        ]]; [-105.29]; MF
17; [[0.38212585 9.40054607 0.         0.38759136 0.         0.
  9.29451561 9.30405807 0.38785362 9.30309677 9.30309677 0.
  0.         0.         0.         0.        ]]; [-105.29]; MF
18; [[ 0.30886841 11.30300522  0.          0.30998993  0.          0.
  11.13620377 11.14486694  0.30909729 11.14373398 11.14373398  0.
   0.          0.          0.          0.        ]]; [-105.29]; MF
19; [[0.33223534 8.48328495 0.         0.33987045 0.         0.
  8.22886276 8.20114136 0.34058475 8.20114136 8.20114136 0.
  0.         0.         0.         0.        ]]; [-105.29]; MF
20; [[0.19982243 9.44401836 0.         0.1996212  0.         0.
  8.95195007 8.96812057 0.1996212  8.96812057 8.96812057 0.
  0.         0.         0.         0.        ]]; [-105.29]; MF
21; [[0.25320435 9.50219345 0.         0.25644493 0.         0.
  9.07019043 9.06787968 0.25644493 9.06745911 9.06745911 0.
  0.         0.         0.         0.        ]]; [-105.29]; MF
22; [[ 1.73769188 10.02429485  0.          1.74879742  0.          1.32604313
   7.81564331  9.98490238  1.75321579  9.98460007  8.66086674  0.
   0.          0.          0.          1.32373333]]; [100.001]; EF
23; [[ 2.12808609 10.98202133  0.          2.12429428  0.          1.71242142
   9.41991043 11.19008636  2.12153244 11.18993759  9.47462845  0.
   0.          0.          0.          1.71530914]]; [-105.29]; MF
24; [[1.50465393 8.51112652 0.         1.51284409 0.         1.14815903
  7.31907272 8.4672327  1.50822449 8.46681213 7.31865215 0.
  0.         0.         0.         1.14815903]]; [-105.29]; MF
25; [[1.62019348 9.41903687 0.         1.62204266 0.         1.28215027
  8.07451153 9.3566618  1.62204266 9.35623169 8.07408142 0.
  0.         0.         0.         1.28215027]]; [-105.29]; MF
26; [[1.53069687 9.84136963 0.         1.53256226 0.         1.28446007
  8.14800644 9.49946213 1.53501511 9.49946213 8.21962261 0.
  0.         0.         0.         1.28215027]]; [-105.29]; MF
27; [[ 2.0231514  12.27032471  0.          2.0254364   0.          1.59113693
  10.18827438 11.78518677  2.02236938 11.78480911 10.18789673  0.
   0.          0.          0.          1.59402466]]; [-105.29]; MF
28; [[1.63966370e+00 8.83886528e+00 1.14440918e-04 1.63953686e+00
  1.14440918e-04 1.28226471e+00 7.95406628e+00 9.12314415e+00
  1.63953686e+00 9.12301731e+00 7.84086704e+00 1.14440918e-04
  1.14440918e-04 1.14440918e-04 1.14440918e-04 1.28226471e+00]]; [-105.29]; MF
29; [[ 2.18744659 11.90655136  0.          2.18988419  0.          1.70664597
  10.0724678  11.77911377  2.18398285 11.77903366 10.0723877   0.
   0.          0.          0.          1.70664597]]; [-105.29]; MF
30; [[1.67610455e+00 9.19001293e+00 1.14440918e-04 1.67547417e+00
  1.14440918e-04 1.35387993e+00 8.03522491e+00 9.38680649e+00
  1.67547417e+00 9.38637829e+00 8.03492260e+00 1.14440918e-04
  1.14440918e-04 1.14440918e-04 1.14440918e-04 1.35157013e+00]]; [-105.29]; MF
31; [[1.80153179 9.55965519 0.         1.80159569 0.         1.43693161
  7.96794128 9.40949345 1.80159569 9.40936565 7.97012329 0.
  0.         0.         0.         1.43693161]]; [-105.29]; MF
