agent, num_iperfs, port_number, original_size, transferred, retries, flow_completion_time, bandwidth, iter
A2,2,46110,10M,10.1,2.0,11.88,7.1,4
A2,2,46110,10M,10.4,0.0,9.84,8.9,3
A2,2,46110,10M,10.5,16.0,15.01,5.88,2
A2,2,46110,10M,10.3,0.0,9.74,8.84,0
A2,2,46110,10M,10.3,8.0,13.92,6.22,1
A2,2,46112,10M,11.2,0.0,12.99,7.23,4
A2,2,46112,10M,11.1,0.0,12.88,7.24,0
A2,2,46112,10M,10.8,10.0,15.04,6.05,1
A2,2,46112,10M,11.0,0.0,12.88,7.16,3
A2,2,46112,10M,11.0,0.0,13.92,6.64,2
A2,2,46112,50M,50.8,351.0,81.0,5.26,4
A2,2,46112,50M,50.1,314.0,67.0,6.27,3
A2,2,46112,50M,50.2,353.0,74.0,5.69,2
A2,2,46112,50M,50.5,473.0,59.0,7.18,0
A2,2,46112,50M,50.5,278.0,64.0,6.62,1
A2,2,46110,50M,50.1,421.0,71.0,5.92,4
A2,2,46110,50M,50.0,501.0,76.0,5.52,0
A2,2,46110,50M,50.1,178.0,81.0,5.19,1
A2,2,46110,50M,50.2,307.0,81.0,5.2,3
A2,2,46110,50M,50.2,274.0,80.0,5.26,2
A2,2,46110,100M,101.0,685.0,160.0,5.27,4
A2,2,46112,100M,101.0,678.0,169.0,5.01,4
A2,2,46112,100M,100.0,568.0,161.0,5.21,0
A2,2,46110,100M,101.0,923.0,162.0,5.22,3
A2,2,46110,100M,101.0,740.0,168.0,5.03,2
A2,2,46112,100M,101.0,2173.0,161.0,5.26,1
A2,2,46112,100M,101.0,733.0,169.0,5.01,3
A2,2,46110,100M,100.0,499.0,169.0,4.99,0
A2,2,46110,100M,100.0,2914.0,120.0,7.01,1
A2,2,46112,100M,100.0,705.0,164.0,5.12,2
A2,2,46110,200M,200.0,1471.0,344.0,4.89,4
A2,2,46112,200M,200.0,1379.0,297.0,5.66,4
A2,2,46112,200M,200.0,1299.0,340.0,4.94,1
A2,2,46110,200M,200.0,8341.0,234.0,7.18,2
A2,2,46110,200M,200.0,1278.0,345.0,4.87,3
A2,2,46112,200M,200.0,1332.0,347.0,4.84,0
A2,2,46112,200M,201.0,3361.0,329.0,5.13,2
A2,2,46110,200M,201.0,1220.0,348.0,4.85,1
A2,2,46110,200M,200.0,1520.0,345.0,4.86,0
A2,2,46112,200M,200.0,1378.0,324.0,5.19,3
A2,2,46112,500M,500.0,2976.0,786.0,5.34,0
A2,2,46110,500M,500.0,18503.0,670.0,6.27,3
A2,2,46110,500M,500.0,3158.0,840.0,4.99,2
A2,2,46112,500M,500.0,13405.0,840.0,5.0,1
A2,2,46112,500M,501.0,8335.0,810.0,5.19,3
A2,2,46110,500M,500.0,3100.0,876.01,4.79,0
A2,2,46110,500M,500.0,5867.0,870.0,4.82,1
A2,2,46112,500M,501.0,3749.0,877.0,4.79,2
A2,2,46110,500M,500.0,3757.0,877.0,4.78,4
A2,2,46112,500M,500.0,3260.0,835.0,5.03,4
A2,4,46114,10M,10.1,95.0,26.0,3.25,4
A2,4,46114,10M,10.1,170.0,25.0,3.39,3
A2,4,46114,10M,10.5,120.0,25.0,3.54,2
A2,4,46114,10M,10.2,142.0,24.0,3.56,0
A2,4,46114,10M,10.3,139.0,25.0,3.46,1
A2,4,46112,10M,10.0,122.0,16.0,5.25,0
A2,4,46112,10M,10.5,160.0,20.0,4.4,1
A2,4,46112,10M,10.5,239.0,18.0,4.88,3
A2,4,46112,10M,10.1,147.0,15.0,5.65,2
A2,4,46112,10M,10.1,139.0,20.0,4.25,4
A2,4,46110,10M,10.6,8.0,13.0,6.81,3
A2,4,46110,10M,10.1,126.0,21.0,4.02,2
A2,4,46110,10M,10.5,104.0,24.0,3.68,0
A2,4,46110,10M,10.3,78.0,25.0,3.45,1
A2,4,46110,10M,10.9,150.0,15.0,6.12,4
A2,4,46116,10M,10.4,73.0,27.56,3.18,4
A2,4,46116,10M,10.1,105.0,26.75,3.16,0
A2,4,46116,10M,10.4,102.0,27.72,3.16,1
A2,4,46116,10M,10.6,123.0,26.0,3.43,3
A2,4,46116,10M,10.4,101.0,26.79,3.25,2
A2,4,46116,50M,50.6,362.0,123.0,3.45,4
A2,4,46116,50M,50.2,399.0,168.0,2.51,3
A2,4,46116,50M,50.2,569.0,160.0,2.63,2
A2,4,46116,50M,50.1,408.0,166.01,2.53,0
A2,4,46116,50M,50.0,613.0,143.0,2.93,1
A2,4,46110,50M,50.5,454.0,132.0,3.21,0
A2,4,46110,50M,50.8,326.0,164.0,2.6,1
A2,4,46110,50M,50.6,452.0,162.0,2.62,3
A2,4,46110,50M,50.1,532.0,165.0,2.55,2
A2,4,46110,50M,51.1,491.0,163.0,2.63,4
A2,4,46112,50M,50.3,524.0,163.0,2.59,3
A2,4,46112,50M,51.0,449.0,171.0,2.5,2
A2,4,46112,50M,50.4,515.0,168.0,2.52,0
A2,4,46112,50M,50.2,331.0,134.0,3.15,1
A2,4,46112,50M,50.6,423.0,128.0,3.32,4
