agent, num_iperfs, flow_size, time, memory, iter
A2,4,500M,3250.830097,3872.6455078125,4
A2,4,500M,3383.006846,3866.193359375,0
A2,4,500M,3467.724152,3861.083984375,1
A2,4,500M,3004.721907,3860.845703125,2
A2,8,10M,972.593082,3826.5810546875,2
A2,8,10M,874.21826,3820.73046875,1
A2,8,10M,916.694286,3819.4453125,4
A2,8,10M,965.818167,3825.2041015625,0
A2,8,10M,916.112668,3816.216796875,3
A2,8,50M,1522.940314,3830.6787109375,2
A2,8,50M,1536.925372,3845.767578125,1
A2,8,50M,1544.269955,3848.083984375,4
A2,8,50M,1474.632697,3839.0009765625,0
A2,8,50M,1535.836791,3832.4140625,3
A2,8,100M,2825.742935,3860.7451171875,2
A2,8,100M,2553.561103,3862.58984375,1
A2,8,100M,2566.826772,3872.447265625,4
A2,8,100M,2460.778794,3861.2177734375,0
A2,8,100M,2139.642588,3864.2314453125,3
A2,8,200M,4826.676259,3916.3759765625,1
A2,8,200M,4421.004531,3926.271484375,2
A2,8,200M,4701.558247,3933.29296875,3
A2,8,200M,4455.6815,3919.2236328125,4
A2,8,200M,4317.171223,3914.9853515625,0
A2,8,500M,8079.464169,3960.8740234375,4
A2,8,500M,6863.066331,3961.375,0
A2,8,500M,7824.792438,3960.5400390625,3
A2,8,500M,7588.804117,3959.76171875,2
A2,8,500M,9010.3935,3977.802734375,1
B2,2,10M,157.638985,3807.0380859375,2
B2,2,10M,136.742201,3809.501953125,1
B2,2,10M,122.509636,3809.9228515625,4
B2,2,10M,150.863352,3809.0244140625,0
B2,2,10M,164.871544,3812.185546875,3
B2,2,50M,420.48894,3819.8212890625,1
B2,2,50M,378.798221,3817.7763671875,2
B2,2,50M,434.366945,3816.4638671875,3
B2,2,50M,434.681929,3814.763671875,0
B2,2,50M,399.680061,3813.712890625,4
B2,2,100M,746.767203,3817.3525390625,2
B2,2,100M,718.511025,3827.06640625,1
B2,2,100M,669.802089,3812.626953125,4
B2,2,100M,698.604496,3824.92578125,0
B2,2,100M,691.103157,3819.0126953125,3
B2,2,200M,1315.496011,3834.1279296875,3
B2,2,200M,1260.108881,3835.3671875,0
B2,2,200M,1266.267888,3832.83984375,4
B2,2,200M,1280.998404,3834.3388671875,1
B2,2,200M,1358.014899,3827.845703125,2
B2,2,500M,1837.252824,3837.09765625,1
B2,2,500M,2047.876597,3847.294921875,2
B2,2,500M,2000.390309,3853.482421875,3
B2,2,500M,1857.288728,3854.068359375,0
B2,2,500M,2160.779338,3840.015625,4
B2,4,10M,440.38761,3818.4248046875,2
B2,4,10M,510.298126,3810.14453125,1
B2,4,10M,521.3522,3810.8056640625,4
B2,4,10M,498.664217,3812.265625,0
B2,4,10M,585.658472,3815.4951171875,3
B2,4,50M,975.968441,3829.1064453125,1
B2,4,50M,910.178525,3820.1630859375,2
B2,4,50M,1029.550273,3819.466796875,3
B2,4,50M,940.765548,3821.1806640625,0
B2,4,50M,938.495555,3830.955078125,4
B2,4,100M,1466.541938,3841.1474609375,1
B2,4,100M,1452.802122,3838.341796875,2
B2,4,100M,1326.362925,3838.8857421875,3
B2,4,100M,1540.719823,3845.3818359375,0
B2,4,100M,1537.35071,3837.662109375,4
B2,4,200M,1764.851433,3845.283203125,3
B2,4,200M,1940.449077,3850.3447265625,4
B2,4,200M,1960.678226,3861.8798828125,0
B2,4,200M,2107.670124,3851.595703125,1
B2,4,200M,2024.552725,3851.6298828125,2
B2,4,500M,2723.785652,3873.3017578125,1
B2,4,500M,2849.551946,3871.1572265625,2
B2,4,500M,2883.244142,3865.83984375,3
B2,4,500M,2856.784903,3864.734375,0
B2,4,500M,3221.59654,3876.2548828125,4
B2,8,10M,853.047901,3826.7802734375,1
B2,8,10M,1037.647044,3820.884765625,2
B2,8,10M,902.757716,3827.5458984375,3
B2,8,10M,883.696598,3825.9501953125,4
B2,8,10M,952.133011,3832.7255859375,0
B2,8,50M,1642.9946869999999,3845.0693359375,1
B2,8,50M,1235.717288,3828.6123046875,2
B2,8,50M,1307.360631,3833.6201171875,3
B2,8,50M,1432.829363,3833.7109375,4
B2,8,50M,1489.519316,3834.4453125,0
B2,8,100M,2447.386265,3868.841796875,0
B2,8,100M,2195.074618,3865.2841796875,4
B2,8,100M,2551.988415,3867.8876953125,3
B2,8,100M,2349.151189,3872.79296875,2
B2,8,100M,2636.640196,3858.4580078125,1
B2,8,200M,3955.517819,3918.5009765625,2
B2,8,200M,4048.30541,3921.798828125,1
B2,8,200M,4238.343448,3917.1669921875,4
B2,8,200M,3046.886506,3917.36328125,0
B2,8,200M,4019.648108,3926.693359375,3
B2,8,500M,7917.296765,3972.642578125,3
B2,8,500M,8150.417495,3968.5693359375,4
B2,8,500M,8019.526446,3965.46875,0
B2,8,500M,7895.419746,3963.8408203125,1
B2,8,500M,8136.145206,3975.01953125,2
