agent, num_iperfs, flow_size, time, memory, iter
A2,2,10M,182.422651,3805.0048828125,1
A2,2,10M,153.920019,3802.6337890625,2
A2,2,10M,143.382629,3805.30859375,3
A2,2,10M,157.578173,3805.2626953125,4
A2,2,10M,164.552365,3807.802734375,0
A2,2,50M,427.114236,3819.873046875,2
A2,2,50M,483.200525,3807.2666015625,1
A2,2,50M,442.998426,3823.4287109375,0
A2,2,50M,462.261286,3823.30859375,4
A2,2,50M,455.115835,3823.0078125,3
A2,2,100M,787.882948,3823.1298828125,0
A2,2,100M,858.220305,3824.19921875,4
A2,2,100M,797.483711,3829.0625,3
A2,2,100M,783.595759,3826.86328125,2
A2,2,100M,752.847843,3826.626953125,1
A2,2,200M,1370.338092,3834.025390625,1
A2,2,200M,1496.714193,3835.6640625,2
A2,2,200M,1489.646677,3837.5029296875,3
A2,2,200M,1195.609629,3826.3896484375,4
A2,2,200M,1406.153284,3831.947265625,0
A2,2,500M,2096.315819,3854.3740234375,3
A2,2,500M,2076.2990369999998,3853.09765625,4
A2,2,500M,2230.73155,3840.95703125,0
A2,2,500M,2126.010053,3841.0888671875,1
A2,2,500M,2308.073603,3854.392578125,2
A2,4,10M,448.50466,3810.2119140625,1
A2,4,10M,511.564843,3808.7021484375,2
A2,4,10M,490.734868,3808.001953125,3
A2,4,10M,574.503006,3809.0849609375,4
A2,4,10M,497.437164,3808.8896484375,0
A2,4,50M,1029.309242,3828.9580078125,2
A2,4,50M,1007.700972,3816.37109375,1
A2,4,50M,958.4552639999999,3830.15234375,0
A2,4,50M,951.504415,3820.712890625,4
A2,4,50M,986.297876,3824.37109375,3
A2,4,100M,1732.262412,3840.59375,3
A2,4,100M,1522.01348,3830.876953125,4
A2,4,100M,1515.221468,3841.2607421875,0
A2,4,100M,1542.639001,3842.51171875,1
A2,4,100M,1360.512832,3836.4921875,2
A2,4,200M,2415.985408,3855.7744140625,1
A2,4,200M,2288.677105,3846.66015625,2
A2,4,200M,2136.014728,3863.2197265625,3
A2,4,200M,1861.508748,3861.9599609375,0
A2,4,200M,2268.545649,3857.7734375,4
A2,4,500M,3440.684908,3877.169921875,3
