Connecting to host 10.0.0.2, port 5205
[  4] local 10.0.0.1 port 46118 connected to 10.0.0.2 port 5205
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.01   sec   157 KBytes  1.27 Mbits/sec    0   32.5 KBytes       
[  4]   1.01-2.01   sec   238 KBytes  1.95 Mbits/sec    0   46.7 KBytes       
[  4]   2.01-3.00   sec  63.6 KBytes   527 Kbits/sec    0   49.5 KBytes       
[  4]   3.00-4.01   sec   127 KBytes  1.04 Mbits/sec    0   56.6 KBytes       
[  4]   4.01-5.00   sec   191 KBytes  1.57 Mbits/sec    0   70.7 KBytes       
[  4]   5.00-6.00   sec   191 KBytes  1.56 Mbits/sec    0   97.6 KBytes       
[  4]   6.00-7.01   sec  0.00 Bytes  0.00 bits/sec    0   99.0 KBytes       
[  4]   7.01-8.00   sec   382 KBytes  3.15 Mbits/sec    0    146 KBytes       
[  4]   8.00-9.04   sec  0.00 Bytes  0.00 bits/sec    0    146 KBytes       
[  4]   9.04-10.00  sec  0.00 Bytes  0.00 bits/sec    0    146 KBytes       
[  4]  10.00-11.00  sec   509 KBytes  4.17 Mbits/sec    0    219 KBytes       
[  4]  11.00-12.00  sec  0.00 Bytes  0.00 bits/sec    0    219 KBytes       
[  4]  12.00-13.00  sec   318 KBytes  2.61 Mbits/sec   19    184 KBytes       
[  4]  13.00-14.00  sec  0.00 Bytes  0.00 bits/sec   23    178 KBytes       
[  4]  14.00-15.00  sec  0.00 Bytes  0.00 bits/sec    0    178 KBytes       
[  4]  15.00-16.00  sec  0.00 Bytes  0.00 bits/sec   38    134 KBytes       
[  4]  16.00-17.00  sec  0.00 Bytes  0.00 bits/sec    0    134 KBytes       
[  4]  17.00-18.00  sec  0.00 Bytes  0.00 bits/sec   34    173 KBytes       
[  4]  18.00-19.00  sec   191 KBytes  1.57 Mbits/sec    0    178 KBytes       
[  4]  19.00-20.01  sec  0.00 Bytes  0.00 bits/sec    0    178 KBytes       
[  4]  20.01-21.00  sec   255 KBytes  2.09 Mbits/sec    0    136 KBytes       
[  4]  21.00-22.00  sec   127 KBytes  1.04 Mbits/sec    0    129 KBytes       
[  4]  22.00-23.00  sec  63.6 KBytes   520 Kbits/sec    0    132 KBytes       
[  4]  23.00-24.00  sec  63.6 KBytes   522 Kbits/sec    0    141 KBytes       
[  4]  24.00-25.01  sec  63.6 KBytes   517 Kbits/sec    0    144 KBytes       
[  4]  25.01-26.00  sec  63.6 KBytes   526 Kbits/sec    0    147 KBytes       
[  4]  26.00-27.00  sec  63.6 KBytes   521 Kbits/sec    0    150 KBytes       
[  4]  27.00-28.00  sec  0.00 Bytes  0.00 bits/sec    0    150 KBytes       
[  4]  28.00-29.00  sec   127 KBytes  1.04 Mbits/sec    0    161 KBytes       
[  4]  29.00-30.00  sec  0.00 Bytes  0.00 bits/sec    0    171 KBytes       
[  4]  30.00-31.00  sec   127 KBytes  1.04 Mbits/sec    0    208 KBytes       
[  4]  31.00-32.00  sec  63.6 KBytes   521 Kbits/sec    0    246 KBytes       
[  4]  32.00-33.00  sec  0.00 Bytes  0.00 bits/sec    0    247 KBytes       
[  4]  33.00-34.00  sec   382 KBytes  3.13 Mbits/sec    0    301 KBytes       
[  4]  34.00-35.00  sec  0.00 Bytes  0.00 bits/sec   11    255 KBytes       
[  4]  35.00-36.00  sec  0.00 Bytes  0.00 bits/sec    0    223 KBytes       
[  4]  36.00-37.00  sec  0.00 Bytes  0.00 bits/sec   13    211 KBytes       
[  4]  37.00-38.00  sec   191 KBytes  1.56 Mbits/sec    0    211 KBytes       
[  4]  38.00-39.00  sec   255 KBytes  2.09 Mbits/sec    0    214 KBytes       
