timeslot;eth_dst;eth_src;eth_type;ipv4_src;ipv4_dst;in_port;packet_count;byte_count;duration_sec;idle_timeout_s;hard_timeout_s;priority;flow_id
1;00:00:00:00:00:02;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.2;2;30128;1719390256;1;5;0;1;00:00:00:00:00:01-00:00:00:00:00:02-0x800-10.0.0.1-10.0.0.2-2
1;00:00:00:00:00:01;00:00:00:00:00:02;0x800;10.0.0.2;10.0.0.1;5;6922;456860;1;5;0;1;00:00:00:00:00:02-00:00:00:00:00:01-0x800-10.0.0.2-10.0.0.1-5
1;00:00:00:00:00:01;00:00:00:00:00:02;0x800;10.0.0.2;10.0.0.1;3;6921;456786;1;5;0;1;00:00:00:00:00:02-00:00:00:00:00:01-0x800-10.0.0.2-10.0.0.1-3
1;00:00:00:00:00:02;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.2;1;30127;1719390182;1;5;0;1;00:00:00:00:00:01-00:00:00:00:00:02-0x800-10.0.0.1-10.0.0.2-1
1;00:00:00:00:00:02;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.2;3;30128;1719390256;1;5;0;1;00:00:00:00:00:01-00:00:00:00:00:02-0x800-10.0.0.1-10.0.0.2-3
1;00:00:00:00:00:01;00:00:00:00:00:02;0x800;10.0.0.2;10.0.0.1;1;6921;456786;1;5;0;1;00:00:00:00:00:02-00:00:00:00:00:01-0x800-10.0.0.2-10.0.0.1-1
