timeslot;eth_dst;eth_src;eth_type;ipv4_src;ipv4_dst;in_port;packet_count;byte_count;duration_sec;idle_timeout_s;hard_timeout_s;priority;flow_id
28;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;150623;8599875742;7;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
28;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;139074;7941509884;4;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
28;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;1;74;0;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
28;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;150623;8599875742;7;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
28;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;139074;7941509884;4;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
28;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;1;74;0;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
28;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;150623;8599875742;7;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
28;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;150622;8599875668;7;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
28;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;1;66;0;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
28;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;139073;7941509810;4;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
29;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;169436;9674859224;6;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
29;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;63102;3599223404;2;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
29;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;169436;9674859224;6;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
29;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;63102;3599223404;2;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
29;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;169436;9674859224;6;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
29;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;63102;3599223404;2;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
29;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;63101;3599223330;2;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
29;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;169435;9674859150;6;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
30;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;169436;9674859224;8;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
30;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;156694;8944471828;4;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
30;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;1;74;0;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
30;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;169436;9674859224;8;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
30;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;156694;8944471828;4;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
30;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;1;74;0;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
30;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;169436;9674859224;8;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
30;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;156694;8944471828;4;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
30;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;1;74;0;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
30;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;1;66;0;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
30;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;156693;8944471754;4;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
30;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;169435;9674859150;8;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
31;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;188320;10749847392;6;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
31;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;60913;3476515106;2;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
31;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;188320;10749847392;6;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
31;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;60913;3476515106;2;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
31;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;188320;10749847392;6;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
31;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;60913;3476515106;2;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
31;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;60912;3476515032;2;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
31;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;188319;10749847318;6;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
32;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;188320;10749847392;8;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
32;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;156824;8952720984;4;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
32;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;188320;10749847392;8;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
32;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;156824;8952720984;4;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
32;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;188320;10749847392;8;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
32;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;156824;8952720984;4;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
32;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;156823;8952720910;4;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
32;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;188319;10749847318;8;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
33;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;245874;14037360132;6;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
33;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;245874;14037360132;6;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
33;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;245874;14037360132;6;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
33;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;245873;14037360058;6;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
34;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;1;74;0;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
34;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;339407;19379037622;8;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
34;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;1;74;0;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
34;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;339407;19379037622;8;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
34;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;1;74;0;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
34;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;339407;19379037622;8;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
34;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;1;66;0;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
34;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;339406;19379037548;8;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
35;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;104158;5939697500;2;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
35;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;376550;21499688812;10;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
35;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;104158;5939697500;2;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
35;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;376550;21499688812;10;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
35;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;104158;5939697500;2;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
35;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;376550;21499688812;10;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
35;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;104157;5939697426;2;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
35;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;376549;21499688738;10;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
36;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;204695;11679244094;4;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
36;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;376550;21499688812;12;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
36;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;204695;11679244094;4;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
36;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;376550;21499688812;12;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
36;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;204695;11679244094;4;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
36;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;376550;21499688812;12;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
36;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;204694;11679244020;4;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
36;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;376549;21499688738;12;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
37;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;308109;17583428562;6;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
37;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;308109;17583428562;6;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
37;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;308109;17583428562;6;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
37;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;308108;17583428488;6;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
38;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;413205;23583080914;8;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
38;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;413205;23583080914;8;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
38;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;413205;23583080914;8;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
38;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;413204;23583080840;8;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
39;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;516965;29506913194;10;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
39;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;516965;29506913194;10;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
39;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;516965;29506913194;10;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
39;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;516964;29506913120;10;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
40;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;621189;35457104770;12;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
40;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;621189;35457104770;12;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
40;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;621189;35457104770;12;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
40;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;621188;35457104696;12;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
41;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;723619;41305251854;14;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
41;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;723619;41305251854;14;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
41;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;723619;41305251854;14;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
41;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;723618;41305251780;14;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
42;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;753294;42999390396;16;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
42;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;68622;3908596060;1;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
42;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;753294;42999390396;16;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
42;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;68622;3908596060;1;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
42;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;753294;42999390396;16;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
42;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;68622;3908596060;1;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
42;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;753293;42999390322;16;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
42;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;68621;3908595986;1;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
43;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;753294;42999390396;18;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
43;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;165090;9416096492;3;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
43;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;753294;42999390396;18;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
43;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;165090;9416096492;3;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
43;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;753294;42999390396;18;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
43;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;165090;9416096492;3;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
43;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;753293;42999390322;18;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
43;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;165089;9416096418;3;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
44;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;264958;15117866716;5;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
44;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;264958;15117866716;5;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
44;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;264958;15117866716;5;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
44;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;264957;15117866642;5;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
45;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;365720;20870048336;7;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
45;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;365720;20870048336;7;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
45;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;365720;20870048336;7;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
45;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;365719;20870048262;7;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
46;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;471051;26883278118;9;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
46;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;471051;26883278118;9;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
46;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;471051;26883278118;9;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
46;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;471050;26883278044;9;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
47;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;569452;32500562080;11;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
47;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;569452;32500562080;11;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
47;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;569452;32500562080;11;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
47;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;569451;32500562006;11;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
