timeslot;switch_id;eth_dst;eth_src;eth_type;ipv4_src;ipv4_dst;in_port;packet_count;byte_count;duration_sec;idle_timeout_s;hard_timeout_s;priority;flow_id
28;00:00:00:00:00:00:00:03;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;3;31814;2099724;4;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-3
28;00:00:00:00:00:00:00:03;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;3;1;74;0;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-3
28;00:00:00:00:00:00:00:03;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;3;34528;2278856;7;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-3
28;00:00:00:00:00:00:00:03;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;1;74;0;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
28;00:00:00:00:00:00:00:03;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;150623;8599875742;7;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
28;00:00:00:00:00:00:00:01;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;150622;8599875668;7;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
28;00:00:00:00:00:00:00:01;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;2;1;74;0;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-2
28;00:00:00:00:00:00:00:01;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;2;31815;2099798;4;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-2
28;00:00:00:00:00:00:00:01;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;1;66;0;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
28;00:00:00:00:00:00:00:01;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;139073;7941509810;4;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
28;00:00:00:00:00:00:00:01;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;2;34528;2278856;7;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-2
29;00:00:00:00:00:00:00:04;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;169436;9674859224;6;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
29;00:00:00:00:00:00:00:04;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;63102;3599223404;2;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
29;00:00:00:00:00:00:00:04;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;1;38779;2559414;6;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-1
29;00:00:00:00:00:00:00:04;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;1;14512;957792;2;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-1
29;00:00:00:00:00:00:00:02;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;169436;9674859224;6;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
29;00:00:00:00:00:00:00:02;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;3;38780;2559488;6;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-3
29;00:00:00:00:00:00:00:02;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;3;14513;957866;2;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-3
29;00:00:00:00:00:00:00:02;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;63102;3599223404;2;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
29;00:00:00:00:00:00:00:03;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;169436;9674859224;6;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
29;00:00:00:00:00:00:00:03;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;3;38779;2559414;6;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-3
29;00:00:00:00:00:00:00:03;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;3;14513;957866;2;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-3
29;00:00:00:00:00:00:00:03;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;63102;3599223404;2;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
29;00:00:00:00:00:00:00:01;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;2;14513;957866;2;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-2
29;00:00:00:00:00:00:00:01;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;2;38780;2559488;6;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-2
29;00:00:00:00:00:00:00:01;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;63101;3599223330;2;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
29;00:00:00:00:00:00:00:01;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;169435;9674859150;6;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
30;00:00:00:00:00:00:00:04;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;169436;9674859224;8;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
30;00:00:00:00:00:00:00:04;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;1;1;66;0;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-1
30;00:00:00:00:00:00:00:04;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;156694;8944471828;4;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
30;00:00:00:00:00:00:00:04;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;1;38779;2559414;8;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-1
30;00:00:00:00:00:00:00:04;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;1;74;0;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
30;00:00:00:00:00:00:00:04;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;1;35936;2371776;4;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-1
30;00:00:00:00:00:00:00:02;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;169436;9674859224;8;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
30;00:00:00:00:00:00:00:02;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;3;1;74;0;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-3
30;00:00:00:00:00:00:00:02;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;3;38780;2559488;8;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-3
30;00:00:00:00:00:00:00:02;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;3;35937;2371850;4;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-3
30;00:00:00:00:00:00:00:02;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;156694;8944471828;4;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
30;00:00:00:00:00:00:00:02;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;1;74;0;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
30;00:00:00:00:00:00:00:03;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;169436;9674859224;8;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
30;00:00:00:00:00:00:00:03;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;3;1;74;0;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-3
30;00:00:00:00:00:00:00:03;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;3;38779;2559414;8;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-3
30;00:00:00:00:00:00:00:03;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;3;35937;2371850;4;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-3
30;00:00:00:00:00:00:00:03;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;156694;8944471828;4;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
30;00:00:00:00:00:00:00:03;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;1;74;0;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
30;00:00:00:00:00:00:00:01;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;2;1;66;0;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-2
30;00:00:00:00:00:00:00:01;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;2;35937;2371850;4;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-2
30;00:00:00:00:00:00:00:01;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;1;66;0;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
30;00:00:00:00:00:00:00:01;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;2;38780;2559488;8;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-2
30;00:00:00:00:00:00:00:01;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;156693;8944471754;4;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
30;00:00:00:00:00:00:00:01;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;169435;9674859150;8;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
31;00:00:00:00:00:00:00:04;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;1;13984;922944;2;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-1
31;00:00:00:00:00:00:00:04;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;188320;10749847392;6;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
31;00:00:00:00:00:00:00:04;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;60913;3476515106;2;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
31;00:00:00:00:00:00:00:04;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;1;43185;2850210;6;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-1
31;00:00:00:00:00:00:00:02;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;3;13985;923018;2;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-3
31;00:00:00:00:00:00:00:02;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;3;43186;2850284;6;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-3
31;00:00:00:00:00:00:00:02;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;188320;10749847392;6;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
31;00:00:00:00:00:00:00:02;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;60913;3476515106;2;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
31;00:00:00:00:00:00:00:03;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;3;13985;923018;2;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-3
31;00:00:00:00:00:00:00:03;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;3;43186;2850284;6;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-3
31;00:00:00:00:00:00:00:03;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;188320;10749847392;6;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
31;00:00:00:00:00:00:00:03;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;60913;3476515106;2;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
31;00:00:00:00:00:00:00:01;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;2;13984;922944;2;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-2
31;00:00:00:00:00:00:00:01;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;2;43186;2850284;6;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-2
31;00:00:00:00:00:00:00:01;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;60912;3476515032;2;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
31;00:00:00:00:00:00:00:01;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;188319;10749847318;6;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
32;00:00:00:00:00:00:00:04;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;1;35979;2374614;4;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-1
32;00:00:00:00:00:00:00:04;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;188320;10749847392;8;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
32;00:00:00:00:00:00:00:04;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;156824;8952720984;4;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
32;00:00:00:00:00:00:00:04;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;1;43185;2850210;8;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-1
32;00:00:00:00:00:00:00:02;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;3;35980;2374688;4;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-3
32;00:00:00:00:00:00:00:02;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;3;43186;2850284;8;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-3
32;00:00:00:00:00:00:00:02;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;188320;10749847392;8;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
32;00:00:00:00:00:00:00:02;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;156824;8952720984;4;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
32;00:00:00:00:00:00:00:03;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;3;35980;2374688;4;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-3
32;00:00:00:00:00:00:00:03;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;3;43186;2850284;8;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-3
32;00:00:00:00:00:00:00:03;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;188320;10749847392;8;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
32;00:00:00:00:00:00:00:03;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;156824;8952720984;4;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
32;00:00:00:00:00:00:00:01;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;2;35979;2374614;4;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-2
32;00:00:00:00:00:00:00:01;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;2;43186;2850284;8;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-2
32;00:00:00:00:00:00:00:01;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;156823;8952720910;4;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
32;00:00:00:00:00:00:00:01;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;188319;10749847318;8;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
33;00:00:00:00:00:00:00:04;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;1;56395;3722070;6;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-1
33;00:00:00:00:00:00:00:04;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;245874;14037360132;6;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
33;00:00:00:00:00:00:00:02;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;3;56396;3722144;6;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-3
33;00:00:00:00:00:00:00:02;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;245874;14037360132;6;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
33;00:00:00:00:00:00:00:03;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;3;56396;3722144;6;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-3
33;00:00:00:00:00:00:00:03;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;245874;14037360132;6;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
33;00:00:00:00:00:00:00:01;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;2;56395;3722070;6;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-2
33;00:00:00:00:00:00:00:01;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;245873;14037360058;6;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
34;00:00:00:00:00:00:00:04;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;1;74;0;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
34;00:00:00:00:00:00:00:04;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;1;77799;5134734;8;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-1
34;00:00:00:00:00:00:00:04;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;1;1;66;0;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-1
34;00:00:00:00:00:00:00:04;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;339407;19379037622;8;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
34;00:00:00:00:00:00:00:02;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;3;77800;5134808;8;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-3
34;00:00:00:00:00:00:00:02;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;1;74;0;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
34;00:00:00:00:00:00:00:02;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;3;1;74;0;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-3
34;00:00:00:00:00:00:00:02;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;339407;19379037622;8;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
34;00:00:00:00:00:00:00:03;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;3;77800;5134808;8;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-3
34;00:00:00:00:00:00:00:03;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;1;74;0;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
34;00:00:00:00:00:00:00:03;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;3;1;66;0;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-3
34;00:00:00:00:00:00:00:03;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;339407;19379037622;8;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
34;00:00:00:00:00:00:00:01;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;1;66;0;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
34;00:00:00:00:00:00:00:01;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;2;77799;5134734;8;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-2
34;00:00:00:00:00:00:00:01;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;1;339406;19379037548;8;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-1
34;00:00:00:00:00:00:00:01;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;2;1;74;0;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-2
35;00:00:00:00:00:00:00:04;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;104158;5939697500;2;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
35;00:00:00:00:00:00:00:04;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;1;86319;5697054;10;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-1
35;00:00:00:00:00:00:00:04;00:00:00:00:00:01;00:00:00:00:00:04;0x800;10.0.0.4;10.0.0.1;1;23947;1580502;2;5;0;1;00:00:00:00:00:04-00:00:00:00:00:01-0x800-10.0.0.4-10.0.0.1-1
35;00:00:00:00:00:00:00:04;00:00:00:00:00:04;00:00:00:00:00:01;0x800;10.0.0.1;10.0.0.4;2;376550;21499688812;10;5;0;1;00:00:00:00:00:01-00:00:00:00:00:04-0x800-10.0.0.1-10.0.0.4-2
