snapshot,link_A_usage_rate,link_B_usage_rate,link_C_usage_rate,link_D_usage_rate,link_E_usage_rate,link_F_usage_rate,link_A_usage_rate_bw,link_B_usage_rate_bw,link_C_usage_rate_bw,link_D_usage_rate_bw,link_E_usage_rate_bw,link_F_usage_rate_bw
95,1057.9865068,0.0,1057.9864916,6e-06,0.0,0.2804868,1008.9745586395263,0.0,1008.9745441436768,5.7220458984375e-06,0.0,0.26749305725097655
96,1057.9865068,0.0,1057.9864916,6e-06,0.0,0.2804868,1008.9745586395263,0.0,1008.9745441436768,5.7220458984375e-06,0.0,0.26749305725097655
97,1057.9865068,0.0,1057.9864916,6e-06,0.0,0.2804868,1008.9745586395263,0.0,1008.9745441436768,5.7220458984375e-06,0.0,0.26749305725097655
98,1057.9865068,0.0,1057.9864916,6e-06,0.0,0.2804868,1008.9745586395263,0.0,1008.9745441436768,5.7220458984375e-06,0.0,0.26749305725097655
99,1057.9865068,0.0,1057.9864916,6e-06,0.0,0.2804868,1008.9745586395263,0.0,1008.9745441436768,5.7220458984375e-06,0.0,0.26749305725097655
100,1057.9865068,0.0,1057.9864916,6e-06,0.0,0.2804868,1008.9745586395263,0.0,1008.9745441436768,5.7220458984375e-06,0.0,0.26749305725097655
101,1720.4138346,0.0,1720.394432,6e-06,0.0,0.4556543,1640.7144876480102,0.0,1640.6959838867188,5.7220458984375e-06,0.0,0.43454580307006835
102,1720.4138346,0.0,1720.394432,6e-06,0.0,0.4556543,1640.7144876480102,0.0,1640.6959838867188,5.7220458984375e-06,0.0,0.43454580307006835
103,1720.4138346,0.0,1720.394432,6e-06,0.0,0.4556543,1640.7144876480102,0.0,1640.6959838867188,5.7220458984375e-06,0.0,0.43454580307006835
104,1720.4138346,0.0,1720.394432,6e-06,0.0,0.4556543,1640.7144876480102,0.0,1640.6959838867188,5.7220458984375e-06,0.0,0.43454580307006835
105,1720.4138346,0.0,1720.394432,6e-06,0.0,0.4556543,1640.7144876480102,0.0,1640.6959838867188,5.7220458984375e-06,0.0,0.43454580307006835
106,1720.4138346,0.0,1720.394432,6e-06,0.0,0.4556543,1640.7144876480102,0.0,1640.6959838867188,5.7220458984375e-06,0.0,0.43454580307006835
107,1720.4138346,0.0,1720.394432,6e-06,0.0,0.4556543,1640.7144876480102,0.0,1640.6959838867188,5.7220458984375e-06,0.0,0.43454580307006835
108,1720.4138346,0.0,1720.394432,6e-06,0.0,0.4556543,1640.7144876480102,0.0,1640.6959838867188,5.7220458984375e-06,0.0,0.43454580307006835
109,1720.4138346,0.0,1720.394432,6e-06,0.0,0.4556543,1640.7144876480102,0.0,1640.6959838867188,5.7220458984375e-06,0.0,0.43454580307006835
110,1720.4138346,0.0,1720.394432,6e-06,0.0,0.4556543,1640.7144876480102,0.0,1640.6959838867188,5.7220458984375e-06,0.0,0.43454580307006835
111,2003.8240583,0.0,2003.8455554,0.0,0.0,0.5312024,1910.99553899765,0.0,1911.0160402297975,0.0,0.0,0.5065940856933594
112,2003.8240583,0.0,2003.8455554,0.0,0.0,0.5312024,1910.99553899765,0.0,1911.0160402297975,0.0,0.0,0.5065940856933594
113,2003.8240583,0.0,2003.8455554,0.0,0.0,0.5312024,1910.99553899765,0.0,1911.0160402297975,0.0,0.0,0.5065940856933594
114,2003.8240583,0.0,2003.8455554,0.0,0.0,0.5312024,1910.99553899765,0.0,1911.0160402297975,0.0,0.0,0.5065940856933594
115,2003.8240583,0.0,2003.8455554,0.0,0.0,0.5312024,1910.99553899765,0.0,1911.0160402297975,0.0,0.0,0.5065940856933594
116,2003.8240583,0.0,2003.8455554,0.0,0.0,0.5312024,1910.99553899765,0.0,1911.0160402297975,0.0,0.0,0.5065940856933594
117,2003.8240583,0.0,2003.8455554,0.0,0.0,0.5312024,1910.99553899765,0.0,1911.0160402297975,0.0,0.0,0.5065940856933594
118,2003.8240583,0.0,2003.8455554,0.0,0.0,0.5312024,1910.99553899765,0.0,1911.0160402297975,0.0,0.0,0.5065940856933594
119,2003.8240583,0.0,2003.8455554,0.0,0.0,0.5312024,1910.99553899765,0.0,1911.0160402297975,0.0,0.0,0.5065940856933594
120,2003.8240583,0.0,2003.8455554,0.0,0.0,0.5312024,1910.99553899765,0.0,1911.0160402297975,0.0,0.0,0.5065940856933594
121,2296.1865075,0.0,2296.186598,6e-06,0.0,0.6085215,2189.814097881317,0.0,2189.814184188843,5.7220458984375e-06,0.0,0.5803313255310059
122,2296.1865075,0.0,2296.186598,6e-06,0.0,0.6085215,2189.814097881317,0.0,2189.814184188843,5.7220458984375e-06,0.0,0.5803313255310059
123,2296.1865075,0.0,2296.186598,6e-06,0.0,0.6085215,2189.814097881317,0.0,2189.814184188843,5.7220458984375e-06,0.0,0.5803313255310059
124,2296.1865075,0.0,2296.186598,6e-06,0.0,0.6085215,2189.814097881317,0.0,2189.814184188843,5.7220458984375e-06,0.0,0.5803313255310059
125,2296.1865075,0.0,2296.186598,6e-06,0.0,0.6085215,2189.814097881317,0.0,2189.814184188843,5.7220458984375e-06,0.0,0.5803313255310059
126,2296.1865075,0.0,2296.186598,6e-06,0.0,0.6085215,2189.814097881317,0.0,2189.814184188843,5.7220458984375e-06,0.0,0.5803313255310059
127,2296.1865075,0.0,2296.186598,6e-06,0.0,0.6085215,2189.814097881317,0.0,2189.814184188843,5.7220458984375e-06,0.0,0.5803313255310059
128,2296.1865075,0.0,2296.186598,6e-06,0.0,0.6085215,2189.814097881317,0.0,2189.814184188843,5.7220458984375e-06,0.0,0.5803313255310059
129,2296.1865075,0.0,2296.186598,6e-06,0.0,0.6085215,2189.814097881317,0.0,2189.814184188843,5.7220458984375e-06,0.0,0.5803313255310059
130,2296.1865075,0.0,2296.186598,6e-06,0.0,0.6085215,2189.814097881317,0.0,2189.814184188843,5.7220458984375e-06,0.0,0.5803313255310059
131,1619.5817887,0.0,1619.5811486,6e-06,0.0,0.429132,1544.5535552024842,0.0,1544.552944755554,5.7220458984375e-06,0.0,0.4092521667480469
132,1619.5817887,0.0,1619.5811486,6e-06,0.0,0.429132,1544.5535552024842,0.0,1544.552944755554,5.7220458984375e-06,0.0,0.4092521667480469
133,1619.5817887,0.0,1619.5811486,6e-06,0.0,0.429132,1544.5535552024842,0.0,1544.552944755554,5.7220458984375e-06,0.0,0.4092521667480469
134,1619.5817887,0.0,1619.5811486,6e-06,0.0,0.429132,1544.5535552024842,0.0,1544.552944755554,5.7220458984375e-06,0.0,0.4092521667480469
135,1619.5817887,0.0,1619.5811486,6e-06,0.0,0.429132,1544.5535552024842,0.0,1544.552944755554,5.7220458984375e-06,0.0,0.4092521667480469
136,1619.5817887,0.0,1619.5811486,6e-06,0.0,0.429132,1544.5535552024842,0.0,1544.552944755554,5.7220458984375e-06,0.0,0.4092521667480469
137,1619.5817887,0.0,1619.5811486,6e-06,0.0,0.429132,1544.5535552024842,0.0,1544.552944755554,5.7220458984375e-06,0.0,0.4092521667480469
138,1619.5817887,0.0,1619.5811486,6e-06,0.0,0.429132,1544.5535552024842,0.0,1544.552944755554,5.7220458984375e-06,0.0,0.4092521667480469
139,1619.5817887,0.0,1619.5811486,6e-06,0.0,0.429132,1544.5535552024842,0.0,1544.552944755554,5.7220458984375e-06,0.0,0.4092521667480469
140,1619.5817887,0.0,1619.5811486,6e-06,0.0,0.429132,1544.5535552024842,0.0,1544.552944755554,5.7220458984375e-06,0.0,0.4092521667480469
141,2405.0083203,0.0,2405.6660569,0.0,0.0,0.6373883,2293.594665813446,0.0,2294.2219323158265,0.0,0.0,0.6078608512878418
142,2405.0083203,0.0,2405.6660569,0.0,0.0,0.6373883,2293.594665813446,0.0,2294.2219323158265,0.0,0.0,0.6078608512878418
143,2405.0083203,0.0,2405.6660569,0.0,0.0,0.6373883,2293.594665813446,0.0,2294.2219323158265,0.0,0.0,0.6078608512878418
144,2405.0083203,0.0,2405.6660569,0.0,0.0,0.6373883,2293.594665813446,0.0,2294.2219323158265,0.0,0.0,0.6078608512878418
145,2405.0083203,0.0,2405.6660569,0.0,0.0,0.6373883,2293.594665813446,0.0,2294.2219323158265,0.0,0.0,0.6078608512878418
146,2405.0083203,0.0,2405.6660569,0.0,0.0,0.6373883,2293.594665813446,0.0,2294.2219323158265,0.0,0.0,0.6078608512878418
147,2405.0083203,0.0,2405.6660569,0.0,0.0,0.6373883,2293.594665813446,0.0,2294.2219323158265,0.0,0.0,0.6078608512878418
148,2405.0083203,0.0,2405.6660569,0.0,0.0,0.6373883,2293.594665813446,0.0,2294.2219323158265,0.0,0.0,0.6078608512878418
149,2405.0083203,0.0,2405.6660569,0.0,0.0,0.6373883,2293.594665813446,0.0,2294.2219323158265,0.0,0.0,0.6078608512878418
150,2637.869545,0.0,2637.2092533,6e-06,0.0,0.6988009,2515.6684350967407,0.0,2515.0387318611147,5.7220458984375e-06,0.0,0.6664284706115723
151,2637.869545,0.0,2637.2092533,6e-06,0.0,0.6988009,2515.6684350967407,0.0,2515.0387318611147,5.7220458984375e-06,0.0,0.6664284706115723
152,2637.869545,0.0,2637.2092533,6e-06,0.0,0.6988009,2515.6684350967407,0.0,2515.0387318611147,5.7220458984375e-06,0.0,0.6664284706115723
153,2637.869545,0.0,2637.2092533,6e-06,0.0,0.6988009,2515.6684350967407,0.0,2515.0387318611147,5.7220458984375e-06,0.0,0.6664284706115723
154,2637.869545,0.0,2637.2092533,6e-06,0.0,0.6988009,2515.6684350967407,0.0,2515.0387318611147,5.7220458984375e-06,0.0,0.6664284706115723
155,2637.869545,0.0,2637.2092533,6e-06,0.0,0.6988009,2515.6684350967407,0.0,2515.0387318611147,5.7220458984375e-06,0.0,0.6664284706115723
156,2637.869545,0.0,2637.2092533,6e-06,0.0,0.6988009,2515.6684350967407,0.0,2515.0387318611147,5.7220458984375e-06,0.0,0.6664284706115723
157,2637.869545,0.0,2637.2092533,6e-06,0.0,0.6988009,2515.6684350967407,0.0,2515.0387318611147,5.7220458984375e-06,0.0,0.6664284706115723
158,2637.869545,0.0,2637.2092533,6e-06,0.0,0.6988009,2515.6684350967407,0.0,2515.0387318611147,5.7220458984375e-06,0.0,0.6664284706115723
159,2637.869545,0.0,2637.2092533,6e-06,0.0,0.6988009,2515.6684350967407,0.0,2515.0387318611147,5.7220458984375e-06,0.0,0.6664284706115723
160,1937.2661792,0.0,1937.2660109,6e-06,0.0,0.5134233,1847.5209991455079,0.0,1847.5208386421205,5.7220458984375e-06,0.0,0.489638614654541
161,1937.2661792,0.0,1937.2660109,6e-06,0.0,0.5134233,1847.5209991455079,0.0,1847.5208386421205,5.7220458984375e-06,0.0,0.489638614654541
162,1937.2661792,0.0,1937.2660109,6e-06,0.0,0.5134233,1847.5209991455079,0.0,1847.5208386421205,5.7220458984375e-06,0.0,0.489638614654541
163,1937.2661792,0.0,1937.2660109,6e-06,0.0,0.5134233,1847.5209991455079,0.0,1847.5208386421205,5.7220458984375e-06,0.0,0.489638614654541
164,1937.2661792,0.0,1937.2660109,6e-06,0.0,0.5134233,1847.5209991455079,0.0,1847.5208386421205,5.7220458984375e-06,0.0,0.489638614654541
165,1937.2661792,0.0,1937.2660109,6e-06,0.0,0.5134233,1847.5209991455079,0.0,1847.5208386421205,5.7220458984375e-06,0.0,0.489638614654541
166,1937.2661792,0.0,1937.2660109,6e-06,0.0,0.5134233,1847.5209991455079,0.0,1847.5208386421205,5.7220458984375e-06,0.0,0.489638614654541
167,1937.2661792,0.0,1937.2660109,6e-06,0.0,0.5134233,1847.5209991455079,0.0,1847.5208386421205,5.7220458984375e-06,0.0,0.489638614654541
168,1937.2661792,0.0,1937.2660109,6e-06,0.0,0.5134233,1847.5209991455079,0.0,1847.5208386421205,5.7220458984375e-06,0.0,0.489638614654541
169,1937.2661792,0.0,1937.2660109,6e-06,0.0,0.5134233,1847.5209991455079,0.0,1847.5208386421205,5.7220458984375e-06,0.0,0.489638614654541
170,2687.798582,0.0,2687.7976894,0.0,0.0,0.7124605,2563.284475326538,0.0,2563.2836240768434,0.0,0.0,0.6794552803039551
171,2687.798582,0.0,2687.7976894,0.0,0.0,0.7124605,2563.284475326538,0.0,2563.2836240768434,0.0,0.0,0.6794552803039551
172,2687.798582,0.0,2687.7976894,0.0,0.0,0.7124605,2563.284475326538,0.0,2563.2836240768434,0.0,0.0,0.6794552803039551
173,2687.798582,0.0,2687.7976894,0.0,0.0,0.7124605,2563.284475326538,0.0,2563.2836240768434,0.0,0.0,0.6794552803039551
174,2687.798582,0.0,2687.7976894,0.0,0.0,0.7124605,2563.284475326538,0.0,2563.2836240768434,0.0,0.0,0.6794552803039551
175,2687.798582,0.0,2687.7976894,0.0,0.0,0.7124605,2563.284475326538,0.0,2563.2836240768434,0.0,0.0,0.6794552803039551
176,2687.798582,0.0,2687.7976894,0.0,0.0,0.7124605,2563.284475326538,0.0,2563.2836240768434,0.0,0.0,0.6794552803039551
177,2687.798582,0.0,2687.7976894,0.0,0.0,0.7124605,2563.284475326538,0.0,2563.2836240768434,0.0,0.0,0.6794552803039551
178,2687.798582,0.0,2687.7976894,0.0,0.0,0.7124605,2563.284475326538,0.0,2563.2836240768434,0.0,0.0,0.6794552803039551
179,2687.798582,0.0,2687.7976894,0.0,0.0,0.7124605,2563.284475326538,0.0,2563.2836240768434,0.0,0.0,0.6794552803039551
180,2637.6181537,0.0,2637.6179731,6e-06,0.0,0.6989776,2515.4286896705626,0.0,2515.428517436981,5.7220458984375e-06,0.0,0.6665969848632812
181,2637.6181537,0.0,2637.6179731,6e-06,0.0,0.6989776,2515.4286896705626,0.0,2515.428517436981,5.7220458984375e-06,0.0,0.6665969848632812
