snapshot,link_A_usage_rate,link_B_usage_rate,link_C_usage_rate,link_D_usage_rate,link_E_usage_rate,link_F_usage_rate,link_A_usage_rate_bw,link_B_usage_rate_bw,link_C_usage_rate_bw,link_D_usage_rate_bw,link_E_usage_rate_bw,link_F_usage_rate_bw
182,2637.6181537,0.0,2637.6179731,6e-06,0.0,0.6989776,2515.4286896705626,0.0,2515.428517436981,5.7220458984375e-06,0.0,0.6665969848632812
183,2637.6181537,0.0,2637.6179731,6e-06,0.0,0.6989776,2515.4286896705626,0.0,2515.428517436981,5.7220458984375e-06,0.0,0.6665969848632812
184,2637.6181537,0.0,2637.6179731,6e-06,0.0,0.6989776,2515.4286896705626,0.0,2515.428517436981,5.7220458984375e-06,0.0,0.6665969848632812
185,2637.6181537,0.0,2637.6179731,6e-06,0.0,0.6989776,2515.4286896705626,0.0,2515.428517436981,5.7220458984375e-06,0.0,0.6665969848632812
186,2637.6181537,0.0,2637.6179731,6e-06,0.0,0.6989776,2515.4286896705626,0.0,2515.428517436981,5.7220458984375e-06,0.0,0.6665969848632812
187,2637.6181537,0.0,2637.6179731,6e-06,0.0,0.6989776,2515.4286896705626,0.0,2515.428517436981,5.7220458984375e-06,0.0,0.6665969848632812
188,2637.6181537,0.0,2637.6179731,6e-06,0.0,0.6989776,2515.4286896705626,0.0,2515.428517436981,5.7220458984375e-06,0.0,0.6665969848632812
189,2637.6181537,0.0,2637.6179731,6e-06,0.0,0.6989776,2515.4286896705626,0.0,2515.428517436981,5.7220458984375e-06,0.0,0.6665969848632812
190,2662.2686283,0.0,2662.2674378,6e-06,0.0,0.7054343,2538.9372141838076,0.0,2538.936078834534,5.7220458984375e-06,0.0,0.6727545738220215
191,2662.2686283,0.0,2662.2674378,6e-06,0.0,0.7054343,2538.9372141838076,0.0,2538.936078834534,5.7220458984375e-06,0.0,0.6727545738220215
192,2662.2686283,0.0,2662.2674378,6e-06,0.0,0.7054343,2538.9372141838076,0.0,2538.936078834534,5.7220458984375e-06,0.0,0.6727545738220215
193,2662.2686283,0.0,2662.2674378,6e-06,0.0,0.7054343,2538.9372141838076,0.0,2538.936078834534,5.7220458984375e-06,0.0,0.6727545738220215
194,2662.2686283,0.0,2662.2674378,6e-06,0.0,0.7054343,2538.9372141838076,0.0,2538.936078834534,5.7220458984375e-06,0.0,0.6727545738220215
195,2662.2686283,0.0,2662.2674378,6e-06,0.0,0.7054343,2538.9372141838076,0.0,2538.936078834534,5.7220458984375e-06,0.0,0.6727545738220215
196,2662.2686283,0.0,2662.2674378,6e-06,0.0,0.7054343,2538.9372141838076,0.0,2538.936078834534,5.7220458984375e-06,0.0,0.6727545738220215
197,2662.2686283,0.0,2662.2674378,6e-06,0.0,0.7054343,2538.9372141838076,0.0,2538.936078834534,5.7220458984375e-06,0.0,0.6727545738220215
198,2662.2686283,0.0,2662.2674378,6e-06,0.0,0.7054343,2538.9372141838076,0.0,2538.936078834534,5.7220458984375e-06,0.0,0.6727545738220215
199,2662.2686283,0.0,2662.2674378,6e-06,0.0,0.7054343,2538.9372141838076,0.0,2538.936078834534,5.7220458984375e-06,0.0,0.6727545738220215
200,1780.9939338,0.0,1780.9943381,0.0,0.0,0.471396,1698.488172340393,0.0,1698.488557910919,0.0,0.0,0.4495582580566406
201,1780.9939338,0.0,1780.9943381,0.0,0.0,0.471396,1698.488172340393,0.0,1698.488557910919,0.0,0.0,0.4495582580566406
202,1780.9939338,0.0,1780.9943381,0.0,0.0,0.471396,1698.488172340393,0.0,1698.488557910919,0.0,0.0,0.4495582580566406
203,1780.9939338,0.0,1780.9943381,0.0,0.0,0.471396,1698.488172340393,0.0,1698.488557910919,0.0,0.0,0.4495582580566406
204,1780.9939338,0.0,1780.9943381,0.0,0.0,0.471396,1698.488172340393,0.0,1698.488557910919,0.0,0.0,0.4495582580566406
205,1780.9939338,0.0,1780.9943381,0.0,0.0,0.471396,1698.488172340393,0.0,1698.488557910919,0.0,0.0,0.4495582580566406
206,1780.9939338,0.0,1780.9943381,0.0,0.0,0.471396,1698.488172340393,0.0,1698.488557910919,0.0,0.0,0.4495582580566406
207,1780.9939338,0.0,1780.9943381,0.0,0.0,0.471396,1698.488172340393,0.0,1698.488557910919,0.0,0.0,0.4495582580566406
208,1780.9939338,0.0,1780.9943381,0.0,0.0,0.471396,1698.488172340393,0.0,1698.488557910919,0.0,0.0,0.4495582580566406
209,1780.9939338,0.0,1780.9943381,0.0,0.0,0.471396,1698.488172340393,0.0,1698.488557910919,0.0,0.0,0.4495582580566406
210,2197.5904688,0.0,2197.5900491,6e-06,0.0,0.5817821,2095.7855880737307,0.0,2095.78518781662,5.7220458984375e-06,0.0,0.5548306465148926
211,2197.5904688,0.0,2197.5900491,6e-06,0.0,0.5817821,2095.7855880737307,0.0,2095.78518781662,5.7220458984375e-06,0.0,0.5548306465148926
212,2197.5904688,0.0,2197.5900491,6e-06,0.0,0.5817821,2095.7855880737307,0.0,2095.78518781662,5.7220458984375e-06,0.0,0.5548306465148926
213,2197.5904688,0.0,2197.5900491,6e-06,0.0,0.5817821,2095.7855880737307,0.0,2095.78518781662,5.7220458984375e-06,0.0,0.5548306465148926
214,2197.5904688,0.0,2197.5900491,6e-06,0.0,0.5817821,2095.7855880737307,0.0,2095.78518781662,5.7220458984375e-06,0.0,0.5548306465148926
215,2197.5904688,0.0,2197.5900491,6e-06,0.0,0.5817821,2095.7855880737307,0.0,2095.78518781662,5.7220458984375e-06,0.0,0.5548306465148926
216,2197.5904688,0.0,2197.5900491,6e-06,0.0,0.5817821,2095.7855880737307,0.0,2095.78518781662,5.7220458984375e-06,0.0,0.5548306465148926
217,2197.5904688,0.0,2197.5900491,6e-06,0.0,0.5817821,2095.7855880737307,0.0,2095.78518781662,5.7220458984375e-06,0.0,0.5548306465148926
218,2197.5904688,0.0,2197.5900491,6e-06,0.0,0.5817821,2095.7855880737307,0.0,2095.78518781662,5.7220458984375e-06,0.0,0.5548306465148926
219,2197.5904688,0.0,2197.5900491,6e-06,0.0,0.5817821,2095.7855880737307,0.0,2095.78518781662,5.7220458984375e-06,0.0,0.5548306465148926
220,2721.6704523,0.0,2721.6700908,6e-06,0.0,0.7212032,2595.587208080292,0.0,2595.5868633270265,5.7220458984375e-06,0.0,0.68779296875
221,2721.6704523,0.0,2721.6700908,6e-06,0.0,0.7212032,2595.587208080292,0.0,2595.5868633270265,5.7220458984375e-06,0.0,0.68779296875
222,2721.6704523,0.0,2721.6700908,6e-06,0.0,0.7212032,2595.587208080292,0.0,2595.5868633270265,5.7220458984375e-06,0.0,0.68779296875
223,2721.6704523,0.0,2721.6700908,6e-06,0.0,0.7212032,2595.587208080292,0.0,2595.5868633270265,5.7220458984375e-06,0.0,0.68779296875
224,2721.6704523,0.0,2721.6700908,6e-06,0.0,0.7212032,2595.587208080292,0.0,2595.5868633270265,5.7220458984375e-06,0.0,0.68779296875
225,2721.6704523,0.0,2721.6700908,6e-06,0.0,0.7212032,2595.587208080292,0.0,2595.5868633270265,5.7220458984375e-06,0.0,0.68779296875
226,2721.6704523,0.0,2721.6700908,6e-06,0.0,0.7212032,2595.587208080292,0.0,2595.5868633270265,5.7220458984375e-06,0.0,0.68779296875
227,2721.6704523,0.0,2721.6700908,6e-06,0.0,0.7212032,2595.587208080292,0.0,2595.5868633270265,5.7220458984375e-06,0.0,0.68779296875
228,2721.6704523,0.0,2721.6700908,6e-06,0.0,0.7212032,2595.587208080292,0.0,2595.5868633270265,5.7220458984375e-06,0.0,0.68779296875
229,2721.6704523,0.0,2721.6700908,6e-06,0.0,0.7212032,2595.587208080292,0.0,2595.5868633270265,5.7220458984375e-06,0.0,0.68779296875
230,2740.2591962,0.0,2740.2585686,0.0,0.0,0.7260928,2613.314815711975,0.0,2613.314217185974,0.0,0.0,0.6924560546875
231,2740.2591962,0.0,2740.2585686,0.0,0.0,0.7260928,2613.314815711975,0.0,2613.314217185974,0.0,0.0,0.6924560546875
232,2740.2591962,0.0,2740.2585686,0.0,0.0,0.7260928,2613.314815711975,0.0,2613.314217185974,0.0,0.0,0.6924560546875
233,2740.2591962,0.0,2740.2585686,0.0,0.0,0.7260928,2613.314815711975,0.0,2613.314217185974,0.0,0.0,0.6924560546875
234,2740.2591962,0.0,2740.2585686,0.0,0.0,0.7260928,2613.314815711975,0.0,2613.314217185974,0.0,0.0,0.6924560546875
235,2740.2591962,0.0,2740.2585686,0.0,0.0,0.7260928,2613.314815711975,0.0,2613.314217185974,0.0,0.0,0.6924560546875
236,2740.2591962,0.0,2740.2585686,0.0,0.0,0.7260928,2613.314815711975,0.0,2613.314217185974,0.0,0.0,0.6924560546875
237,2740.2591962,0.0,2740.2585686,0.0,0.0,0.7260928,2613.314815711975,0.0,2613.314217185974,0.0,0.0,0.6924560546875
238,2740.2591962,0.0,2740.2585686,0.0,0.0,0.7260928,2613.314815711975,0.0,2613.314217185974,0.0,0.0,0.6924560546875
239,2740.2591962,0.0,2740.2585686,0.0,0.0,0.7260928,2613.314815711975,0.0,2613.314217185974,0.0,0.0,0.6924560546875
240,2670.3760453,0.0,2670.3735114,9.4e-06,0.0,0.7076376,2546.669049549103,0.0,2546.6666330337525,8.96453857421875e-06,0.0,0.6748558044433594
241,2670.3760453,0.0,2670.3735114,9.4e-06,0.0,0.7076376,2546.669049549103,0.0,2546.6666330337525,8.96453857421875e-06,0.0,0.6748558044433594
242,2670.3760453,0.0,2670.3735114,9.4e-06,0.0,0.7076376,2546.669049549103,0.0,2546.6666330337525,8.96453857421875e-06,0.0,0.6748558044433594
243,2670.3760453,0.0,2670.3735114,9.4e-06,0.0,0.7076376,2546.669049549103,0.0,2546.6666330337525,8.96453857421875e-06,0.0,0.6748558044433594
244,2670.3760453,0.0,2670.3735114,9.4e-06,0.0,0.7076376,2546.669049549103,0.0,2546.6666330337525,8.96453857421875e-06,0.0,0.6748558044433594
245,2670.3760453,0.0,2670.3735114,9.4e-06,0.0,0.7076376,2546.669049549103,0.0,2546.6666330337525,8.96453857421875e-06,0.0,0.6748558044433594
246,2670.3760453,0.0,2670.3735114,9.4e-06,0.0,0.7076376,2546.669049549103,0.0,2546.6666330337525,8.96453857421875e-06,0.0,0.6748558044433594
247,2670.3760453,0.0,2670.3735114,9.4e-06,0.0,0.7076376,2546.669049549103,0.0,2546.6666330337525,8.96453857421875e-06,0.0,0.6748558044433594
248,2670.3760453,0.0,2670.3735114,9.4e-06,0.0,0.7076376,2546.669049549103,0.0,2546.6666330337525,8.96453857421875e-06,0.0,0.6748558044433594
249,2670.3760453,0.0,2670.3735114,9.4e-06,0.0,0.7076376,2546.669049549103,0.0,2546.6666330337525,8.96453857421875e-06,0.0,0.6748558044433594
250,2703.087659,0.0,2703.0888852,6e-06,0.0,0.7162997,2577.8652753829956,0.0,2577.866444778442,5.7220458984375e-06,0.0,0.6831166267395019
251,2703.087659,0.0,2703.0888852,6e-06,0.0,0.7162997,2577.8652753829956,0.0,2577.866444778442,5.7220458984375e-06,0.0,0.6831166267395019
252,2703.087659,0.0,2703.0888852,6e-06,0.0,0.7162997,2577.8652753829956,0.0,2577.866444778442,5.7220458984375e-06,0.0,0.6831166267395019
253,2703.087659,0.0,2703.0888852,6e-06,0.0,0.7162997,2577.8652753829956,0.0,2577.866444778442,5.7220458984375e-06,0.0,0.6831166267395019
254,2703.087659,0.0,2703.0888852,6e-06,0.0,0.7162997,2577.8652753829956,0.0,2577.866444778442,5.7220458984375e-06,0.0,0.6831166267395019
255,2703.087659,0.0,2703.0888852,6e-06,0.0,0.7162997,2577.8652753829956,0.0,2577.866444778442,5.7220458984375e-06,0.0,0.6831166267395019
256,2703.087659,0.0,2703.0888852,6e-06,0.0,0.7162997,2577.8652753829956,0.0,2577.866444778442,5.7220458984375e-06,0.0,0.6831166267395019
257,2703.087659,0.0,2703.0888852,6e-06,0.0,0.7162997,2577.8652753829956,0.0,2577.866444778442,5.7220458984375e-06,0.0,0.6831166267395019
258,2703.087659,0.0,2703.0888852,6e-06,0.0,0.7162997,2577.8652753829956,0.0,2577.866444778442,5.7220458984375e-06,0.0,0.6831166267395019
259,2703.087659,0.0,2703.0888852,6e-06,0.0,0.7162997,2577.8652753829956,0.0,2577.866444778442,5.7220458984375e-06,0.0,0.6831166267395019
260,1897.2831594,0.0,1897.2828945,0.0,0.0,0.5023511,1809.3902200698853,0.0,1809.3899674415588,0.0,0.0,0.4790793418884277
261,1897.2831594,0.0,1897.2828945,0.0,0.0,0.5023511,1809.3902200698853,0.0,1809.3899674415588,0.0,0.0,0.4790793418884277
262,1897.2831594,0.0,1897.2828945,0.0,0.0,0.5023511,1809.3902200698853,0.0,1809.3899674415588,0.0,0.0,0.4790793418884277
263,1897.2831594,0.0,1897.2828945,0.0,0.0,0.5023511,1809.3902200698853,0.0,1809.3899674415588,0.0,0.0,0.4790793418884277
264,1897.2831594,0.0,1897.2828945,0.0,0.0,0.5023511,1809.3902200698853,0.0,1809.3899674415588,0.0,0.0,0.4790793418884277
265,1897.2831594,0.0,1897.2828945,0.0,0.0,0.5023511,1809.3902200698853,0.0,1809.3899674415588,0.0,0.0,0.4790793418884277
266,1897.2831594,0.0,1897.2828945,0.0,0.0,0.5023511,1809.3902200698853,0.0,1809.3899674415588,0.0,0.0,0.4790793418884277
267,1897.2831594,0.0,1897.2828945,0.0,0.0,0.5023511,1809.3902200698853,0.0,1809.3899674415588,0.0,0.0,0.4790793418884277
268,1897.2831594,0.0,1897.2828945,0.0,0.0,0.5023511,1809.3902200698853,0.0,1809.3899674415588,0.0,0.0,0.4790793418884277
269,2670.0773367,0.0,2670.0768974,6e-06,0.0,0.7061316,2546.384178829193,0.0,2546.383759880066,5.7220458984375e-06,0.0,0.6734195709228515
270,2670.0773367,0.0,2670.0768974,6e-06,0.0,0.7061316,2546.384178829193,0.0,2546.383759880066,5.7220458984375e-06,0.0,0.6734195709228515
271,2670.0773367,0.0,2670.0768974,6e-06,0.0,0.7061316,2546.384178829193,0.0,2546.383759880066,5.7220458984375e-06,0.0,0.6734195709228515
272,2670.0773367,0.0,2670.0768974,6e-06,0.0,0.7061316,2546.384178829193,0.0,2546.383759880066,5.7220458984375e-06,0.0,0.6734195709228515
273,2670.0773367,0.0,2670.0768974,6e-06,0.0,0.7061316,2546.384178829193,0.0,2546.383759880066,5.7220458984375e-06,0.0,0.6734195709228515
274,2670.0773367,0.0,2670.0768974,6e-06,0.0,0.7061316,2546.384178829193,0.0,2546.383759880066,5.7220458984375e-06,0.0,0.6734195709228515
275,2670.0773367,0.0,2670.0768974,6e-06,0.0,0.7061316,2546.384178829193,0.0,2546.383759880066,5.7220458984375e-06,0.0,0.6734195709228515
276,2670.0773367,0.0,2670.0768974,6e-06,0.0,0.7061316,2546.384178829193,0.0,2546.383759880066,5.7220458984375e-06,0.0,0.6734195709228515
277,2670.0773367,0.0,2670.0768974,6e-06,0.0,0.7061316,2546.384178829193,0.0,2546.383759880066,5.7220458984375e-06,0.0,0.6734195709228515
278,2670.0773367,0.0,2670.0768974,6e-06,0.0,0.7061316,2546.384178829193,0.0,2546.383759880066,5.7220458984375e-06,0.0,0.6734195709228515
279,2728.8921595,0.0,2728.8915192,6e-06,0.0,0.7230281,2602.474364757538,0.0,2602.473754119873,5.7220458984375e-06,0.0,0.6895333290100097
280,2728.8921595,0.0,2728.8915192,6e-06,0.0,0.7230281,2602.474364757538,0.0,2602.473754119873,5.7220458984375e-06,0.0,0.6895333290100097
281,2728.8921595,0.0,2728.8915192,6e-06,0.0,0.7230281,2602.474364757538,0.0,2602.473754119873,5.7220458984375e-06,0.0,0.6895333290100097
282,2728.8921595,0.0,2728.8915192,6e-06,0.0,0.7230281,2602.474364757538,0.0,2602.473754119873,5.7220458984375e-06,0.0,0.6895333290100097
283,2728.8921595,0.0,2728.8915192,6e-06,0.0,0.7230281,2602.474364757538,0.0,2602.473754119873,5.7220458984375e-06,0.0,0.6895333290100097
284,2728.8921595,0.0,2728.8915192,6e-06,0.0,0.7230281,2602.474364757538,0.0,2602.473754119873,5.7220458984375e-06,0.0,0.6895333290100097
285,2728.8921595,0.0,2728.8915192,6e-06,0.0,0.7230281,2602.474364757538,0.0,2602.473754119873,5.7220458984375e-06,0.0,0.6895333290100097
286,2728.8921595,0.0,2728.8915192,6e-06,0.0,0.7230281,2602.474364757538,0.0,2602.473754119873,5.7220458984375e-06,0.0,0.6895333290100097
287,2728.8921595,0.0,2728.8915192,6e-06,0.0,0.7230281,2602.474364757538,0.0,2602.473754119873,5.7220458984375e-06,0.0,0.6895333290100097
288,2728.8921595,0.0,2728.8915192,6e-06,0.0,0.7230281,2602.474364757538,0.0,2602.473754119873,5.7220458984375e-06,0.0,0.6895333290100097
289,2734.5034994,0.0,2734.5021456,0.0,0.0,0.7246156,2607.8257555007935,0.0,2607.824464416504,0.0,0.0,0.6910472869873047
290,2734.5034994,0.0,2734.5021456,0.0,0.0,0.7246156,2607.8257555007935,0.0,2607.824464416504,0.0,0.0,0.6910472869873047
291,2734.5034994,0.0,2734.5021456,0.0,0.0,0.7246156,2607.8257555007935,0.0,2607.824464416504,0.0,0.0,0.6910472869873047
292,2734.5034994,0.0,2734.5021456,0.0,0.0,0.7246156,2607.8257555007935,0.0,2607.824464416504,0.0,0.0,0.6910472869873047
293,2734.5034994,0.0,2734.5021456,0.0,0.0,0.7246156,2607.8257555007935,0.0,2607.824464416504,0.0,0.0,0.6910472869873047
294,2734.5034994,0.0,2734.5021456,0.0,0.0,0.7246156,2607.8257555007935,0.0,2607.824464416504,0.0,0.0,0.6910472869873047
295,2734.5034994,0.0,2734.5021456,0.0,0.0,0.7246156,2607.8257555007935,0.0,2607.824464416504,0.0,0.0,0.6910472869873047
296,2734.5034994,0.0,2734.5021456,0.0,0.0,0.7246156,2607.8257555007935,0.0,2607.824464416504,0.0,0.0,0.6910472869873047
297,2734.5034994,0.0,2734.5021456,0.0,0.0,0.7246156,2607.8257555007935,0.0,2607.824464416504,0.0,0.0,0.6910472869873047
298,2734.5034994,0.0,2734.5021456,0.0,0.0,0.7246156,2607.8257555007935,0.0,2607.824464416504,0.0,0.0,0.6910472869873047
299,2646.7084482,0.0,2646.709081,6e-06,0.0,0.7013974,2524.0978700637816,0.0,2524.098473548889,5.7220458984375e-06,0.0,0.6689046859741211
300,2646.7084482,0.0,2646.709081,6e-06,0.0,0.7013974,2524.0978700637816,0.0,2524.098473548889,5.7220458984375e-06,0.0,0.6689046859741211
301,2646.7084482,0.0,2646.709081,6e-06,0.0,0.7013974,2524.0978700637816,0.0,2524.098473548889,5.7220458984375e-06,0.0,0.6689046859741211
302,2646.7084482,0.0,2646.709081,6e-06,0.0,0.7013974,2524.0978700637816,0.0,2524.098473548889,5.7220458984375e-06,0.0,0.6689046859741211
303,2646.7084482,0.0,2646.709081,6e-06,0.0,0.7013974,2524.0978700637816,0.0,2524.098473548889,5.7220458984375e-06,0.0,0.6689046859741211
304,2646.7084482,0.0,2646.709081,6e-06,0.0,0.7013974,2524.0978700637816,0.0,2524.098473548889,5.7220458984375e-06,0.0,0.6689046859741211
305,2646.7084482,0.0,2646.709081,6e-06,0.0,0.7013974,2524.0978700637816,0.0,2524.098473548889,5.7220458984375e-06,0.0,0.6689046859741211
306,2646.7084482,0.0,2646.709081,6e-06,0.0,0.7013974,2524.0978700637816,0.0,2524.098473548889,5.7220458984375e-06,0.0,0.6689046859741211
307,2646.7084482,0.0,2646.709081,6e-06,0.0,0.7013974,2524.0978700637816,0.0,2524.098473548889,5.7220458984375e-06,0.0,0.6689046859741211
308,2646.7084482,0.0,2646.709081,6e-06,0.0,0.7013974,2524.0978700637816,0.0,2524.098473548889,5.7220458984375e-06,0.0,0.6689046859741211
309,2715.5630564,0.0,2715.5621768,6e-06,0.0,0.7196933,2589.762741470337,0.0,2589.7619026184084,5.7220458984375e-06,0.0,0.6863530158996582
310,2715.5630564,0.0,2715.5621768,6e-06,0.0,0.7196933,2589.762741470337,0.0,2589.7619026184084,5.7220458984375e-06,0.0,0.6863530158996582
311,2715.5630564,0.0,2715.5621768,6e-06,0.0,0.7196933,2589.762741470337,0.0,2589.7619026184084,5.7220458984375e-06,0.0,0.6863530158996582
312,2715.5630564,0.0,2715.5621768,6e-06,0.0,0.7196933,2589.762741470337,0.0,2589.7619026184084,5.7220458984375e-06,0.0,0.6863530158996582
313,2715.5630564,0.0,2715.5621768,6e-06,0.0,0.7196933,2589.762741470337,0.0,2589.7619026184084,5.7220458984375e-06,0.0,0.6863530158996582
314,2715.5630564,0.0,2715.5621768,6e-06,0.0,0.7196933,2589.762741470337,0.0,2589.7619026184084,5.7220458984375e-06,0.0,0.6863530158996582
315,2715.5630564,0.0,2715.5621768,6e-06,0.0,0.7196933,2589.762741470337,0.0,2589.7619026184084,5.7220458984375e-06,0.0,0.6863530158996582
316,2715.5630564,0.0,2715.5621768,6e-06,0.0,0.7196933,2589.762741470337,0.0,2589.7619026184084,5.7220458984375e-06,0.0,0.6863530158996582
317,2715.5630564,0.0,2715.5621768,6e-06,0.0,0.7196933,2589.762741470337,0.0,2589.7619026184084,5.7220458984375e-06,0.0,0.6863530158996582
318,2715.5630564,0.0,2715.5621768,6e-06,0.0,0.7196933,2589.762741470337,0.0,2589.7619026184084,5.7220458984375e-06,0.0,0.6863530158996582
319,2741.4217836,0.0,2741.4210194,0.0,0.0,0.7264549,2614.4235454559325,0.0,2614.42281665802,0.0,0.0,0.6928013801574707
320,2741.4217836,0.0,2741.4210194,0.0,0.0,0.7264549,2614.4235454559325,0.0,2614.42281665802,0.0,0.0,0.6928013801574707
321,2741.4217836,0.0,2741.4210194,0.0,0.0,0.7264549,2614.4235454559325,0.0,2614.42281665802,0.0,0.0,0.6928013801574707
322,2741.4217836,0.0,2741.4210194,0.0,0.0,0.7264549,2614.4235454559325,0.0,2614.42281665802,0.0,0.0,0.6928013801574707
323,2741.4217836,0.0,2741.4210194,0.0,0.0,0.7264549,2614.4235454559325,0.0,2614.42281665802,0.0,0.0,0.6928013801574707
324,2741.4217836,0.0,2741.4210194,0.0,0.0,0.7264549,2614.4235454559325,0.0,2614.42281665802,0.0,0.0,0.6928013801574707
325,2741.4217836,0.0,2741.4210194,0.0,0.0,0.7264549,2614.4235454559325,0.0,2614.42281665802,0.0,0.0,0.6928013801574707
326,2741.4217836,0.0,2741.4210194,0.0,0.0,0.7264549,2614.4235454559325,0.0,2614.42281665802,0.0,0.0,0.6928013801574707
327,2741.4217836,0.0,2741.4210194,0.0,0.0,0.7264549,2614.4235454559325,0.0,2614.42281665802,0.0,0.0,0.6928013801574707
328,2741.4217836,0.0,2741.4210194,0.0,0.0,0.7264549,2614.4235454559325,0.0,2614.42281665802,0.0,0.0,0.6928013801574707
329,2685.0165055,0.0,2685.0159181,6e-06,0.0,0.7113816,2560.6312804222107,0.0,2560.630720233917,5.7220458984375e-06,0.0,0.6784263610839844
330,2685.0165055,0.0,2685.0159181,6e-06,0.0,0.7113816,2560.6312804222107,0.0,2560.630720233917,5.7220458984375e-06,0.0,0.6784263610839844
331,2685.0165055,0.0,2685.0159181,6e-06,0.0,0.7113816,2560.6312804222107,0.0,2560.630720233917,5.7220458984375e-06,0.0,0.6784263610839844
332,2685.0165055,0.0,2685.0159181,6e-06,0.0,0.7113816,2560.6312804222107,0.0,2560.630720233917,5.7220458984375e-06,0.0,0.6784263610839844
333,2685.0165055,0.0,2685.0159181,6e-06,0.0,0.7113816,2560.6312804222107,0.0,2560.630720233917,5.7220458984375e-06,0.0,0.6784263610839844
334,2685.0165055,0.0,2685.0159181,6e-06,0.0,0.7113816,2560.6312804222107,0.0,2560.630720233917,5.7220458984375e-06,0.0,0.6784263610839844
335,2685.0165055,0.0,2685.0159181,6e-06,0.0,0.7113816,2560.6312804222107,0.0,2560.630720233917,5.7220458984375e-06,0.0,0.6784263610839844
336,2685.0165055,0.0,2685.0159181,6e-06,0.0,0.7113816,2560.6312804222107,0.0,2560.630720233917,5.7220458984375e-06,0.0,0.6784263610839844
337,2685.0165055,0.0,2685.0159181,6e-06,0.0,0.7113816,2560.6312804222107,0.0,2560.630720233917,5.7220458984375e-06,0.0,0.6784263610839844
338,2685.0165055,0.0,2685.0159181,6e-06,0.0,0.7113816,2560.6312804222107,0.0,2560.630720233917,5.7220458984375e-06,0.0,0.6784263610839844
339,2751.7240722,0.0,2751.723171,6e-06,0.0,0.7291461,2624.2485734939573,0.0,2624.2477140426636,5.7220458984375e-06,0.0,0.6953679084777832
340,2751.7240722,0.0,2751.723171,6e-06,0.0,0.7291461,2624.2485734939573,0.0,2624.2477140426636,5.7220458984375e-06,0.0,0.6953679084777832
341,2751.7240722,0.0,2751.723171,6e-06,0.0,0.7291461,2624.2485734939573,0.0,2624.2477140426636,5.7220458984375e-06,0.0,0.6953679084777832
342,2751.7240722,0.0,2751.723171,6e-06,0.0,0.7291461,2624.2485734939573,0.0,2624.2477140426636,5.7220458984375e-06,0.0,0.6953679084777832
343,2751.7240722,0.0,2751.723171,6e-06,0.0,0.7291461,2624.2485734939573,0.0,2624.2477140426636,5.7220458984375e-06,0.0,0.6953679084777832
344,2751.7240722,0.0,2751.723171,6e-06,0.0,0.7291461,2624.2485734939573,0.0,2624.2477140426636,5.7220458984375e-06,0.0,0.6953679084777832
345,2751.7240722,0.0,2751.723171,6e-06,0.0,0.7291461,2624.2485734939573,0.0,2624.2477140426636,5.7220458984375e-06,0.0,0.6953679084777832
346,2751.7240722,0.0,2751.723171,6e-06,0.0,0.7291461,2624.2485734939573,0.0,2624.2477140426636,5.7220458984375e-06,0.0,0.6953679084777832
347,2751.7240722,0.0,2751.723171,6e-06,0.0,0.7291461,2624.2485734939573,0.0,2624.2477140426636,5.7220458984375e-06,0.0,0.6953679084777832
348,2751.7240722,0.0,2751.723171,6e-06,0.0,0.7291461,2624.2485734939573,0.0,2624.2477140426636,5.7220458984375e-06,0.0,0.6953679084777832
349,1902.0676797,0.0,1902.0674904,0.0,0.0,0.5038267,1813.9530941963196,0.0,1813.9529136657716,0.0,0.0,0.4804865837097168
350,1902.0676797,0.0,1902.0674904,0.0,0.0,0.5038267,1813.9530941963196,0.0,1813.9529136657716,0.0,0.0,0.4804865837097168
351,1902.0676797,0.0,1902.0674904,0.0,0.0,0.5038267,1813.9530941963196,0.0,1813.9529136657716,0.0,0.0,0.4804865837097168
352,1902.0676797,0.0,1902.0674904,0.0,0.0,0.5038267,1813.9530941963196,0.0,1813.9529136657716,0.0,0.0,0.4804865837097168
353,1902.0676797,0.0,1902.0674904,0.0,0.0,0.5038267,1813.9530941963196,0.0,1813.9529136657716,0.0,0.0,0.4804865837097168
354,1902.0676797,0.0,1902.0674904,0.0,0.0,0.5038267,1813.9530941963196,0.0,1813.9529136657716,0.0,0.0,0.4804865837097168
355,1902.0676797,0.0,1902.0674904,0.0,0.0,0.5038267,1813.9530941963196,0.0,1813.9529136657716,0.0,0.0,0.4804865837097168
356,1902.0676797,0.0,1902.0674904,0.0,0.0,0.5038267,1813.9530941963196,0.0,1813.9529136657716,0.0,0.0,0.4804865837097168
357,1902.0676797,0.0,1902.0674904,0.0,0.0,0.5038267,1813.9530941963196,0.0,1813.9529136657716,0.0,0.0,0.4804865837097168
358,1902.0676797,0.0,1902.0674904,0.0,0.0,0.5038267,1813.9530941963196,0.0,1813.9529136657716,0.0,0.0,0.4804865837097168
359,2620.215738,0.0,2620.2145317,6e-06,0.0,0.6941224,2498.832452774048,0.0,2498.83130235672,5.7220458984375e-06,0.0,0.6619667053222656
360,2620.215738,0.0,2620.2145317,6e-06,0.0,0.6941224,2498.832452774048,0.0,2498.83130235672,5.7220458984375e-06,0.0,0.6619667053222656
