Step; State; Reward
559; [[4.2822e-01 1.1570e+01 1.1570e+01 4.2798e-01 2.4033e-04 2.4033e-04
  9.1562e+00 1.8500e+01 4.2798e-01 2.4033e-04 2.7969e-02 1.1444e-04
  1.1444e-04 9.3750e+00 1.1444e-04 1.1444e-04]]; [2486.387]
560; [[6.008 0.    9.31  6.14  0.    0.    3.156 9.34  6.676 0.    6.18  0.
  0.    6.273 0.    0.   ]]; [1752.5234]
561; [[6.008 0.    9.31  6.14  0.    0.    3.156 9.34  6.676 0.    6.18  0.
  0.    6.273 0.    0.   ]]; [0.]
562; [[6.008 0.    9.31  6.14  0.    0.    3.156 9.34  6.676 0.    6.18  0.
  0.    6.273 0.    0.   ]]; [0.]
563; [[6.008 0.    9.31  6.14  0.    0.    3.156 9.34  6.676 0.    6.18  0.
  0.    6.273 0.    0.   ]]; [0.]
564; [[6.008 0.    9.31  6.14  0.    0.    3.156 9.34  6.676 0.    6.18  0.
  0.    6.273 0.    0.   ]]; [0.]
565; [[6.008 0.    9.31  6.14  0.    0.    3.156 9.34  6.676 0.    6.18  0.
  0.    6.273 0.    0.   ]]; [0.]
566; [[6.008 0.    9.31  6.14  0.    0.    3.156 9.34  6.676 0.    6.18  0.
  0.    6.273 0.    0.   ]]; [0.]
567; [[6.008 0.    9.31  6.14  0.    0.    3.156 9.34  6.676 0.    6.18  0.
  0.    6.273 0.    0.   ]]; [0.]
568; [[6.008 0.    9.31  6.14  0.    0.    3.156 9.34  6.676 0.    6.18  0.
  0.    6.273 0.    0.   ]]; [0.]
569; [[5.934e+00 1.431e-04 6.039e+00 6.504e+00 1.431e-04 1.431e-04 1.431e-04
  6.340e+00 6.734e+00 1.431e-04 6.340e+00 1.431e-04 3.014e-04 6.836e+00
  3.014e-04 3.014e-04]]; [1208.4435]
570; [[7.137e+00 0.000e+00 7.348e+00 7.227e+00 0.000e+00 0.000e+00 0.000e+00
  6.887e+00 7.312e+00 6.695e-03 6.895e+00 0.000e+00 0.000e+00 6.938e+00
  0.000e+00 0.000e+00]]; [1521.5979]
571; [[7.625e+00 2.232e-04 9.430e+00 7.852e+00 1.431e-04 1.431e-04 2.232e-04
  7.879e+00 8.367e+00 6.695e-04 7.879e+00 1.431e-04 1.431e-04 8.320e+00
  1.431e-04 1.431e-04]]; [1917.6389]
572; [[7.625e+00 2.232e-04 9.430e+00 7.852e+00 1.431e-04 1.431e-04 2.232e-04
  7.879e+00 8.367e+00 6.695e-04 7.879e+00 1.431e-04 1.431e-04 8.320e+00
  1.431e-04 1.431e-04]]; [0.]
573; [[10.81   0.    14.266 10.78   0.     0.     0.    10.79  11.44   0.
  10.79   0.     0.    10.82   0.     0.   ]]; [0.]
574; [[ 9.77    0.0231  9.484   9.76    0.      0.      0.0231  9.89   10.484
   0.      9.87    0.      0.      9.914   0.      0.    ]]; [2897.595]
575; [[ 9.77    0.0231  9.484   9.76    0.      0.      0.0231  9.89   10.484
   0.      9.87    0.      0.      9.914   0.      0.    ]]; [0.]
576; [[ 9.77    0.0231  9.484   9.76    0.      0.      0.0231  9.89   10.484
   0.      9.87    0.      0.      9.914   0.      0.    ]]; [0.]
577; [[8.5234e+00 6.0986e-01 4.1211e+00 8.2266e+00 1.1444e-04 1.1444e-04
  6.0059e-01 7.5859e+00 7.3945e+00 1.1444e-04 6.9805e+00 1.1444e-04
  1.1444e-04 6.4141e+00 1.1444e-04 1.1444e-04]]; [1731.6896]
578; [[2.291 7.332 1.269 2.252 0.    0.    7.023 8.51  1.878 0.    1.513 0.
  0.    1.474 0.    0.   ]]; [800.43176]
579; [[3.252e-01 1.206e+01 3.031e-03 3.259e-01 1.431e-04 1.431e-04 1.140e+01
  1.141e+01 3.264e-01 1.431e-04 3.180e-03 1.431e-04 1.431e-04 3.031e-03
  1.431e-04 1.431e-04]]; [970.2114]
580; [[1.5967e-01 9.9219e+00 0.0000e+00 1.5894e-01 0.0000e+00 0.0000e+00
  7.5117e+00 7.5508e+00 1.5967e-01 0.0000e+00 1.1826e-04 0.0000e+00
  0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]]; [485.45087]
581; [[1.5967e-01 9.9219e+00 0.0000e+00 1.5894e-01 0.0000e+00 0.0000e+00
  7.5117e+00 7.5508e+00 1.5967e-01 0.0000e+00 1.1826e-04 0.0000e+00
  0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
582; [[2.842e-01 1.327e+01 1.431e-04 2.847e-01 3.014e-04 3.014e-04 1.083e+01
  1.079e+01 2.839e-01 3.014e-04 3.014e-04 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [916.78125]
583; [[ 0.4612 11.91    0.      0.4612  0.      0.      9.42    9.42    0.4612
   0.      0.      0.      0.      0.      0.      0.    ]]; [736.2166]
584; [[2.9199e-01 8.3906e+00 1.1444e-04 2.9004e-01 1.1444e-04 1.1444e-04
  8.7266e+00 8.7656e+00 2.9175e-01 7.0457e-03 7.1640e-03 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [586.5792]
585; [[2.9199e-01 8.3906e+00 1.1444e-04 2.9004e-01 1.1444e-04 1.1444e-04
  8.7266e+00 8.7656e+00 2.9175e-01 7.0457e-03 7.1640e-03 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
586; [[ 0.3574 12.73    0.      0.3599  0.      0.     11.26   11.23    0.3577
   0.      0.      0.      0.      0.      0.      0.    ]]; [966.39545]
587; [[ 0.3574 12.73    0.      0.3599  0.      0.     11.26   11.23    0.3577
   0.      0.      0.      0.      0.      0.      0.    ]]; [0.]
588; [[3.582e-01 8.422e+00 1.431e-04 3.579e-01 1.431e-04 1.431e-04 9.625e+00
  9.625e+00 3.577e-01 1.431e-04 1.431e-04 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [682.50073]
589; [[3.582e-01 8.422e+00 1.431e-04 3.579e-01 1.431e-04 1.431e-04 9.625e+00
  9.625e+00 3.577e-01 1.431e-04 1.431e-04 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [0.]
590; [[ 0.242  10.16    0.      0.2421  0.      0.      9.3     9.3     0.242
   0.      0.      0.      0.      0.      0.      0.    ]]; [672.3598]
591; [[7.6562e+00 6.9023e+00 1.1444e-04 7.7305e+00 8.3828e+00 1.1444e-04
  1.6418e-02 7.9141e+00 8.2578e+00 1.1444e-04 7.8984e+00 1.1444e-04
  1.1444e-04 8.2891e+00 1.1444e-04 1.1444e-04]]; [2087.6511]
592; [[8.914 9.445 0.    9.15  7.383 0.    1.482 9.7   8.77  0.    8.22  0.
  0.    7.73  0.    0.   ]]; [2766.5889]
593; [[3.4766e-01 8.3828e+00 1.1444e-04 3.4741e-01 1.1444e-04 1.1444e-04
  9.1328e+00 9.0859e+00 3.4741e-01 7.9102e+00 7.9102e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [904.1769]
594; [[3.4766e-01 8.3828e+00 1.1444e-04 3.4741e-01 1.1444e-04 1.1444e-04
  9.1328e+00 9.0859e+00 3.4741e-01 7.9102e+00 7.9102e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
595; [[3.4766e-01 8.3828e+00 1.1444e-04 3.4741e-01 1.1444e-04 1.1444e-04
  9.1328e+00 9.0859e+00 3.4741e-01 7.9102e+00 7.9102e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
596; [[3.4766e-01 8.3828e+00 1.1444e-04 3.4741e-01 1.1444e-04 1.1444e-04
  9.1328e+00 9.0859e+00 3.4741e-01 7.9102e+00 7.9102e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
597; [[3.4766e-01 8.3828e+00 1.1444e-04 3.4741e-01 1.1444e-04 1.1444e-04
  9.1328e+00 9.0859e+00 3.4741e-01 7.9102e+00 7.9102e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [0.]
598; [[ 0.6763  9.84    0.      0.6763  0.      0.     11.46   11.42    0.6763
   9.41    9.41    0.      0.      0.      0.      0.    ]]; [1379.7657]
599; [[ 0.6763  9.84    0.      0.6763  0.      0.     11.46   11.42    0.6763
   9.41    9.41    0.      0.      0.      0.      0.    ]]; [0.]
600; [[ 0.6763  9.84    0.      0.6763  0.      0.     11.46   11.42    0.6763
   9.41    9.41    0.      0.      0.      0.      0.    ]]; [0.]
601; [[ 0.6763  9.84    0.      0.6763  0.      0.     11.46   11.42    0.6763
   9.41    9.41    0.      0.      0.      0.      0.    ]]; [0.]
602; [[1.175e+01 5.555e+00 1.426e+01 1.182e+01 1.431e-04 1.431e-04 8.586e+00
  2.064e+01 1.291e+01 2.672e+00 1.451e+01 1.431e-04 1.431e-04 1.186e+01
  1.431e-04 1.431e-04]]; [7616.89]
603; [[1.175e+01 5.555e+00 1.426e+01 1.182e+01 1.431e-04 1.431e-04 8.586e+00
  2.064e+01 1.291e+01 2.672e+00 1.451e+01 1.431e-04 1.431e-04 1.186e+01
  1.431e-04 1.431e-04]]; [0.]
604; [[1.175e+01 5.555e+00 1.426e+01 1.182e+01 1.431e-04 1.431e-04 8.586e+00
  2.064e+01 1.291e+01 2.672e+00 1.451e+01 1.431e-04 1.431e-04 1.186e+01
  1.431e-04 1.431e-04]]; [0.]
605; [[1.175e+01 5.555e+00 1.426e+01 1.182e+01 1.431e-04 1.431e-04 8.586e+00
  2.064e+01 1.291e+01 2.672e+00 1.451e+01 1.431e-04 1.431e-04 1.186e+01
  1.431e-04 1.431e-04]]; [0.]
606; [[ 8.914  3.479  9.02   8.98   0.     0.     3.488 12.4    9.27   0.
   8.914  0.     0.     9.03   0.     0.   ]]; [3281.5178]
607; [[ 8.914  3.479  9.02   8.98   0.     0.     3.488 12.4    9.27   0.
   8.914  0.     0.     9.03   0.     0.   ]]; [0.]
608; [[ 8.914  3.479  9.02   8.98   0.     0.     3.488 12.4    9.27   0.
   8.914  0.     0.     9.03   0.     0.   ]]; [0.]
609; [[10.336  1.529 10.375 10.664  0.     0.     1.539 12.24  11.     0.
  10.71   0.     0.    10.83   0.     0.   ]]; [3735.4812]
610; [[ 9.27  10.44   9.36   9.27   0.     0.     9.21  18.27   9.625  0.
   9.26   0.     0.     9.29   0.     0.   ]]; [5369.1045]
611; [[10.93 14.52 12.13 10.93  0.    0.   10.95 21.84 11.35  0.   10.92  0.
   0.   11.1   0.    0.  ]]; [7748.1772]
612; [[11.11  12.11  11.63  11.09   0.     0.    10.97  22.06  12.164  0.
  11.086  0.     0.    11.16   0.     0.   ]]; [7753.036]
613; [[11.11  12.11  11.63  11.09   0.     0.    10.97  22.06  12.164  0.
  11.086  0.     0.    11.16   0.     0.   ]]; [0.]
614; [[11.11  12.11  11.63  11.09   0.     0.    10.97  22.06  12.164  0.
  11.086  0.     0.    11.16   0.     0.   ]]; [0.]
615; [[11.11  12.11  11.63  11.09   0.     0.    10.97  22.06  12.164  0.
  11.086  0.     0.    11.16   0.     0.   ]]; [0.]
616; [[11.11  12.11  11.63  11.09   0.     0.    10.97  22.06  12.164  0.
  11.086  0.     0.    11.16   0.     0.   ]]; [0.]
617; [[ 6.31   5.117  3.486  5.87   0.     0.     7.11  13.21   6.64   0.
   5.9    0.     0.     5.3    0.     0.   ]]; [2437.239]
618; [[ 6.31   5.117  3.486  5.87   0.     0.     7.11  13.21   6.64   0.
   5.9    0.     0.     5.3    0.     0.   ]]; [0.]
619; [[ 6.31   5.117  3.486  5.87   0.     0.     7.11  13.21   6.64   0.
   5.9    0.     0.     5.3    0.     0.   ]]; [0.]
620; [[ 6.31   5.117  3.486  5.87   0.     0.     7.11  13.21   6.64   0.
   5.9    0.     0.     5.3    0.     0.   ]]; [0.]
621; [[ 6.31   5.117  3.486  5.87   0.     0.     7.11  13.21   6.64   0.
   5.9    0.     0.     5.3    0.     0.   ]]; [0.]
622; [[ 6.31   5.117  3.486  5.87   0.     0.     7.11  13.21   6.64   0.
   5.9    0.     0.     5.3    0.     0.   ]]; [0.]
623; [[11.59  12.7   11.02  11.68   0.     0.    11.85  22.8   12.086  0.
  10.95   0.     0.    10.96   0.     0.   ]]; [8196.238]
624; [[11.59  12.7   11.02  11.68   0.     0.    11.85  22.8   12.086  0.
  10.95   0.     0.    10.96   0.     0.   ]]; [0.]
625; [[11.59  12.7   11.02  11.68   0.     0.    11.85  22.8   12.086  0.
  10.95   0.     0.    10.96   0.     0.   ]]; [0.]
626; [[11.59  12.7   11.02  11.68   0.     0.    11.85  22.8   12.086  0.
  10.95   0.     0.    10.96   0.     0.   ]]; [0.]
627; [[11.59  12.7   11.02  11.68   0.     0.    11.85  22.8   12.086  0.
  10.95   0.     0.    10.96   0.     0.   ]]; [0.]
628; [[11.59  12.7   11.02  11.68   0.     0.    11.85  22.8   12.086  0.
  10.95   0.     0.    10.96   0.     0.   ]]; [0.]
629; [[11.59  12.7   11.02  11.68   0.     0.    11.85  22.8   12.086  0.
  10.95   0.     0.    10.96   0.     0.   ]]; [0.]
630; [[11.59  12.7   11.02  11.68   0.     0.    11.85  22.8   12.086  0.
  10.95   0.     0.    10.96   0.     0.   ]]; [0.]
631; [[11.59  12.7   11.02  11.68   0.     0.    11.85  22.8   12.086  0.
  10.95   0.     0.    10.96   0.     0.   ]]; [0.]
632; [[8.938e+00 1.203e+01 9.250e+00 9.406e+00 0.000e+00 0.000e+00 9.547e+00
  1.797e+01 9.375e+00 6.390e-05 8.680e+00 0.000e+00 0.000e+00 8.758e+00
  0.000e+00 0.000e+00]]; [5244.3574]
633; [[ 9.46   7.562 12.7    9.45   0.     0.     9.46  18.9    9.98   0.
   9.45   0.     0.     9.46   0.     0.   ]]; [5670.093]
634; [[ 9.46   7.562 12.7    9.45   0.     0.     9.46  18.9    9.98   0.
   9.45   0.     0.     9.46   0.     0.   ]]; [0.]
635; [[ 9.46   7.562 12.7    9.45   0.     0.     9.46  18.9    9.98   0.
   9.45   0.     0.     9.46   0.     0.   ]]; [0.]
636; [[ 9.46   7.562 12.7    9.45   0.     0.     9.46  18.9    9.98   0.
   9.45   0.     0.     9.46   0.     0.   ]]; [0.]
637; [[ 9.46   7.562 12.7    9.45   0.     0.     9.46  18.9    9.98   0.
   9.45   0.     0.     9.46   0.     0.   ]]; [0.]
638; [[ 9.46   7.562 12.7    9.45   0.     0.     9.46  18.9    9.98   0.
   9.45   0.     0.     9.46   0.     0.   ]]; [0.]
639; [[ 9.37   7.53  14.14   9.36   0.     0.     7.062 17.06   9.234  0.
   8.52   0.     0.     9.38   0.     0.   ]]; [5031.8706]
640; [[ 9.37   7.53  14.14   9.36   0.     0.     7.062 17.06   9.234  0.
   8.52   0.     0.     9.38   0.     0.   ]]; [0.]
641; [[ 9.37   7.53  14.14   9.36   0.     0.     7.062 17.06   9.234  0.
   8.52   0.     0.     9.38   0.     0.   ]]; [0.]
642; [[ 9.37   7.53  14.14   9.36   0.     0.     7.062 17.06   9.234  0.
   8.52   0.     0.     9.38   0.     0.   ]]; [0.]
643; [[ 9.37   7.53  14.14   9.36   0.     0.     7.062 17.06   9.234  0.
   8.52   0.     0.     9.38   0.     0.   ]]; [0.]
644; [[6.3789e+00 1.1055e+01 9.6016e+00 5.7734e+00 1.1444e-04 1.1444e-04
  9.0234e+00 1.8078e+01 5.5000e+00 1.1444e-04 4.7422e+00 1.1444e-04
  1.1444e-04 9.1875e+00 1.1444e-04 1.1444e-04]]; [4052.8457]
645; [[6.3789e+00 1.1055e+01 9.6016e+00 5.7734e+00 1.1444e-04 1.1444e-04
  9.0234e+00 1.8078e+01 5.5000e+00 1.1444e-04 4.7422e+00 1.1444e-04
  1.1444e-04 9.1875e+00 1.1444e-04 1.1444e-04]]; [0.]
646; [[ 9.42  11.375 10.32   9.414  0.     0.     9.31  17.81   9.02   0.
   8.51   0.     0.     8.27   0.     0.   ]]; [5282.318]
647; [[9.4453e+00 9.3281e+00 8.4219e+00 9.5078e+00 1.1444e-04 1.1444e-04
  9.3203e+00 1.8797e+01 1.0102e+01 1.1444e-04 9.4766e+00 1.1444e-04
  1.1444e-04 9.5078e+00 1.1444e-04 1.1444e-04]]; [5503.349]
648; [[9.414e+00 6.390e-05 7.715e+00 9.367e+00 0.000e+00 0.000e+00 6.390e-05
  8.195e+00 8.672e+00 6.390e-05 8.195e+00 0.000e+00 0.000e+00 8.188e+00
  0.000e+00 0.000e+00]]; [2263.2258]
649; [[9.4453e+00 1.1444e-04 1.0641e+01 9.4844e+00 1.1444e-04 1.1444e-04
  1.1444e-04 9.4766e+00 1.0031e+01 1.1444e-04 9.4766e+00 1.1444e-04
  1.1444e-04 9.4766e+00 1.1444e-04 1.1444e-04]]; [2745.4836]
650; [[9.4453e+00 1.1444e-04 1.0641e+01 9.4844e+00 1.1444e-04 1.1444e-04
  1.1444e-04 9.4766e+00 1.0031e+01 1.1444e-04 9.4766e+00 1.1444e-04
  1.1444e-04 9.4766e+00 1.1444e-04 1.1444e-04]]; [0.]
651; [[9.531e+00 2.047e+00 9.086e+00 9.523e+00 0.000e+00 0.000e+00 2.047e+00
  1.157e+01 1.017e+01 4.620e-03 9.523e+00 0.000e+00 0.000e+00 9.523e+00
  0.000e+00 0.000e+00]]; [3228.9897]
652; [[9.5078e+00 1.1444e-04 6.7422e+00 9.4766e+00 1.1444e-04 1.1444e-04
  1.1444e-04 8.2891e+00 8.7422e+00 1.1444e-04 8.2891e+00 1.1444e-04
  1.1444e-04 8.2656e+00 1.1444e-04 1.1444e-04]]; [2272.1296]
653; [[9.5078e+00 1.1444e-04 6.7422e+00 9.4766e+00 1.1444e-04 1.1444e-04
  1.1444e-04 8.2891e+00 8.7422e+00 1.1444e-04 8.2891e+00 1.1444e-04
  1.1444e-04 8.2656e+00 1.1444e-04 1.1444e-04]]; [0.]
654; [[9.5078e+00 1.1444e-04 6.7422e+00 9.4766e+00 1.1444e-04 1.1444e-04
  1.1444e-04 8.2891e+00 8.7422e+00 1.1444e-04 8.2891e+00 1.1444e-04
  1.1444e-04 8.2656e+00 1.1444e-04 1.1444e-04]]; [0.]
655; [[11.67    0.0982 11.79   11.75    0.      0.      0.0982 11.766  12.2
   0.     11.67    0.      0.     11.77    0.      0.    ]]; [4085.1196]
656; [[9.4297e+00 1.2117e+01 1.1500e+01 9.4219e+00 1.1444e-04 1.1444e-04
  9.2578e+00 1.8656e+01 9.8516e+00 1.1444e-04 9.4062e+00 1.1444e-04
  1.1444e-04 9.4453e+00 1.1444e-04 1.1444e-04]]; [5760.9995]
657; [[11.914 13.555 16.53  11.91   0.     0.    11.695 23.61  12.56   0.
  11.914  0.     0.    11.914  0.     0.   ]]; [9170.907]
658; [[11.914 13.555 16.53  11.91   0.     0.    11.695 23.61  12.56   0.
  11.914  0.     0.    11.914  0.     0.   ]]; [0.]
659; [[11.914 13.555 16.53  11.91   0.     0.    11.695 23.61  12.56   0.
  11.914  0.     0.    11.914  0.     0.   ]]; [0.]
660; [[7.4023e+00 5.9414e+00 3.8887e+00 7.3594e+00 1.1444e-04 1.1444e-04
  5.8281e+00 1.1703e+01 6.5938e+00 1.1444e-04 5.8789e+00 1.1444e-04
  1.1444e-04 5.7812e+00 1.1444e-04 1.1444e-04]]; [2440.9104]
661; [[7.4023e+00 5.9414e+00 3.8887e+00 7.3594e+00 1.1444e-04 1.1444e-04
  5.8281e+00 1.1703e+01 6.5938e+00 1.1444e-04 5.8789e+00 1.1444e-04
  1.1444e-04 5.7812e+00 1.1444e-04 1.1444e-04]]; [0.]
662; [[7.4023e+00 5.9414e+00 3.8887e+00 7.3594e+00 1.1444e-04 1.1444e-04
  5.8281e+00 1.1703e+01 6.5938e+00 1.1444e-04 5.8789e+00 1.1444e-04
  1.1444e-04 5.7812e+00 1.1444e-04 1.1444e-04]]; [0.]
663; [[7.4023e+00 5.9414e+00 3.8887e+00 7.3594e+00 1.1444e-04 1.1444e-04
  5.8281e+00 1.1703e+01 6.5938e+00 1.1444e-04 5.8789e+00 1.1444e-04
  1.1444e-04 5.7812e+00 1.1444e-04 1.1444e-04]]; [0.]
664; [[ 8.69   9.086  8.23   8.84   0.     0.     8.88  16.98   9.09   0.
   8.1    0.     0.     8.195  0.     0.   ]]; [4599.231]
665; [[ 8.69   9.086  8.23   8.84   0.     0.     8.88  16.98   9.09   0.
   8.1    0.     0.     8.195  0.     0.   ]]; [0.]
666; [[ 8.69   9.086  8.23   8.84   0.     0.     8.88  16.98   9.09   0.
   8.1    0.     0.     8.195  0.     0.   ]]; [0.]
667; [[ 8.69   9.086  8.23   8.84   0.     0.     8.88  16.98   9.09   0.
   8.1    0.     0.     8.195  0.     0.   ]]; [0.]
668; [[ 8.69   9.086  8.23   8.84   0.     0.     8.88  16.98   9.09   0.
   8.1    0.     0.     8.195  0.     0.   ]]; [0.]
669; [[2.4646e-01 6.8633e+00 1.1444e-04 2.4622e-01 1.1444e-04 1.1444e-04
  7.2227e+00 7.1992e+00 2.4622e-01 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [413.75357]
670; [[ 0.4138 10.03    0.      0.4136  0.      0.     11.65   11.67    0.4138
   0.      0.      0.      0.      0.      0.      0.    ]]; [962.9445]
671; [[9.1953e+00 8.2422e+00 9.6094e+00 9.2656e+00 1.1444e-04 1.1444e-04
  9.1016e+00 1.8266e+01 9.6328e+00 1.1444e-04 9.1719e+00 1.1444e-04
  1.1444e-04 9.2812e+00 1.1444e-04 1.1444e-04]]; [5231.1777]
672; [[9.1953e+00 8.2422e+00 9.6094e+00 9.2656e+00 1.1444e-04 1.1444e-04
  9.1016e+00 1.8266e+01 9.6328e+00 1.1444e-04 9.1719e+00 1.1444e-04
  1.1444e-04 9.2812e+00 1.1444e-04 1.1444e-04]]; [0.]
673; [[9.1953e+00 8.2422e+00 9.6094e+00 9.2656e+00 1.1444e-04 1.1444e-04
  9.1016e+00 1.8266e+01 9.6328e+00 1.1444e-04 9.1719e+00 1.1444e-04
  1.1444e-04 9.2812e+00 1.1444e-04 1.1444e-04]]; [0.]
674; [[ 7.86   9.89   7.926  8.64   0.     0.     8.68  17.12   8.76   0.
   8.44   0.     0.     8.82   0.     0.   ]]; [4476.6733]
675; [[1.1188e+01 1.1844e+01 1.3984e+01 1.1234e+01 3.0136e-04 3.0136e-04
  1.0703e+01 2.2000e+01 1.1719e+01 3.0136e-04 1.1172e+01 1.4305e-04
  1.4305e-04 1.1266e+01 1.4305e-04 1.4305e-04]]; [7875.036]
676; [[1.1188e+01 1.1844e+01 1.3984e+01 1.1234e+01 3.0136e-04 3.0136e-04
  1.0703e+01 2.2000e+01 1.1719e+01 3.0136e-04 1.1172e+01 1.4305e-04
  1.4305e-04 1.1266e+01 1.4305e-04 1.4305e-04]]; [0.]
677; [[1.1188e+01 1.1844e+01 1.3984e+01 1.1234e+01 3.0136e-04 3.0136e-04
  1.0703e+01 2.2000e+01 1.1719e+01 3.0136e-04 1.1172e+01 1.4305e-04
  1.4305e-04 1.1266e+01 1.4305e-04 1.4305e-04]]; [0.]
678; [[1.1188e+01 1.1844e+01 1.3984e+01 1.1234e+01 3.0136e-04 3.0136e-04
  1.0703e+01 2.2000e+01 1.1719e+01 3.0136e-04 1.1172e+01 1.4305e-04
  1.4305e-04 1.1266e+01 1.4305e-04 1.4305e-04]]; [0.]
679; [[ 9.85  11.05  13.984  9.836  0.     0.     9.74  19.6   10.49   0.
   9.84   0.     0.     9.914  0.     0.   ]]; [6347.9673]
680; [[7.199e+00 3.814e+00 1.025e+00 6.359e+00 1.431e-04 1.431e-04 2.291e+00
  6.949e+00 5.082e+00 1.431e-04 4.672e+00 1.431e-04 1.431e-04 3.680e+00
  1.431e-04 1.431e-04]]; [1261.2742]
681; [[ 5.895 10.37   5.1    5.887  0.     0.     8.39  13.48   5.895  0.
   5.094  0.     0.     5.098  0.     0.   ]]; [2661.8555]
682; [[ 8.01   8.62   6.883  8.02   0.     0.    11.3   18.19   8.01   0.
   6.895  0.     0.     6.887  0.     0.   ]]; [4523.358]
683; [[ 8.01   8.62   6.883  8.02   0.     0.    11.3   18.19   8.01   0.
   6.895  0.     0.     6.887  0.     0.   ]]; [0.]
684; [[ 8.01   8.62   6.883  8.02   0.     0.    11.3   18.19   8.01   0.
   6.895  0.     0.     6.887  0.     0.   ]]; [0.]
685; [[ 0.1672 10.23    0.      0.1672  0.      0.      9.29    9.28    0.1671
   0.      0.      0.      0.      0.      0.      0.    ]]; [667.3863]
686; [[ 0.21  10.51   0.     0.21   0.     0.     9.305  9.305  0.21   0.
   0.     0.     0.     0.     0.     0.   ]]; [677.8161]
687; [[ 0.2295 10.24    0.      0.2296  0.      0.      9.3     9.28    0.2295
   0.      0.      0.      0.      0.      0.      0.    ]]; [671.9752]
688; [[ 6.938  9.     7.105  6.953  0.     0.    11.6   18.47   7.383  0.
   6.84   0.     0.     6.87   0.     0.   ]]; [4300.527]
689; [[ 6.938  9.     7.105  6.953  0.     0.    11.6   18.47   7.383  0.
   6.84   0.     0.     6.87   0.     0.   ]]; [0.]
690; [[11.83   9.164 11.32   9.45   0.     0.     9.266 23.4   12.33   0.
  11.82   0.     0.    11.85   0.     0.   ]]; [8028.232]
691; [[11.83   9.164 11.32   9.45   0.     0.     9.266 23.4   12.33   0.
  11.82   0.     0.    11.85   0.     0.   ]]; [0.]
692; [[11.83   9.164 11.32   9.45   0.     0.     9.266 23.4   12.33   0.
  11.82   0.     0.    11.85   0.     0.   ]]; [0.]
693; [[11.83   9.164 11.32   9.45   0.     0.     9.266 23.4   12.33   0.
  11.82   0.     0.    11.85   0.     0.   ]]; [0.]
694; [[11.83   9.164 11.32   9.45   0.     0.     9.266 23.4   12.33   0.
  11.82   0.     0.    11.85   0.     0.   ]]; [0.]
695; [[11.83   9.164 11.32   9.45   0.     0.     9.266 23.4   12.33   0.
  11.82   0.     0.    11.85   0.     0.   ]]; [0.]
696; [[11.83   9.164 11.32   9.45   0.     0.     9.266 23.4   12.33   0.
  11.82   0.     0.    11.85   0.     0.   ]]; [0.]
697; [[11.83   9.164 11.32   9.45   0.     0.     9.266 23.4   12.33   0.
  11.82   0.     0.    11.85   0.     0.   ]]; [0.]
698; [[11.83   9.164 11.32   9.45   0.     0.     9.266 23.4   12.33   0.
  11.82   0.     0.    11.85   0.     0.   ]]; [0.]
699; [[ 9.45  9.22  9.22  9.53  0.    0.    9.33 18.86  9.93  0.    9.52  0.
   0.    9.52  0.    0.  ]]; [5552.5415]
700; [[9.3281e+00 9.5703e+00 9.6797e+00 9.3203e+00 1.1444e-04 1.1444e-04
  9.1484e+00 1.8453e+01 9.7031e+00 1.1444e-04 9.3125e+00 1.1444e-04
  1.1444e-04 9.3438e+00 1.1444e-04 1.1444e-04]]; [5409.337]
