Step; State; Reward
1; [[1.0266e-01 3.8223e+00 1.1444e-04 7.2937e-02 1.1444e-04 1.1444e-04
  3.4570e+00 3.4082e+00 7.2815e-02 3.4043e+00 3.4043e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [161.48782]
2; [[ 0.2725 12.32    0.      0.273   0.      0.     11.72   11.73    0.273
   9.18    9.18    0.      0.      0.      0.      0.    ]]; [1431.1141]
3; [[ 1.631  10.51    0.      1.631   0.      0.     10.805   9.445   0.2703
   7.36    7.36    0.      1.36    0.      0.      0.    ]]; [1198.5354]
4; [[5.117 8.664 0.    5.117 0.    0.    7.477 9.586 0.427 8.625 8.625 0.
  4.69  0.    0.    0.   ]]; [1820.4185]
5; [[ 5.38   13.71    0.      2.898   0.      0.     11.74   11.48    0.5186
   8.76    8.76    2.484   2.379   0.      0.      0.    ]]; [2395.6096]
6; [[ 7.52  11.33   0.     0.546  0.     0.     9.51   9.51   0.546  8.33
   8.33   6.97   0.     0.     0.     0.   ]]; [2246.8887]
7; [[3.795  7.527  0.     0.484  0.     0.     9.48   9.48   0.4836 7.66
  7.66   3.31   0.     0.     0.     0.    ]]; [1417.508]
8; [[ 5.297  12.125   0.      0.3472  0.      0.      9.414   9.42    0.3474
   7.824   7.824   4.95    0.      0.      0.      0.    ]]; [1805.8553]
9; [[ 5.785  10.12    0.      0.6426  0.      0.      9.5     9.5     0.6426
   8.516   8.516   5.18    0.      0.      0.      0.    ]]; [1883.5308]
10; [[7.6289e+00 7.0508e+00 1.1444e-04 3.0391e+00 1.1444e-04 1.1444e-04
  1.1625e+01 9.5156e+00 5.4004e-01 9.4922e+00 9.4922e+00 4.5820e+00
  2.5020e+00 1.1444e-04 1.1444e-04 1.1444e-04]]; [2346.5454]
11; [[ 8.625   4.23    0.      8.65    0.      0.     12.19   11.85    0.6895
  10.15   10.15    0.      7.96    0.      0.      0.    ]]; [3187.0312]
12; [[6.8711e+00 3.1055e+00 1.1444e-04 6.8555e+00 1.1444e-04 1.1444e-04
  9.4609e+00 9.5078e+00 5.0000e-01 7.6680e+00 7.6680e+00 1.1444e-04
  6.3516e+00 1.1444e-04 1.1444e-04 1.1444e-04]]; [2015.1371]
13; [[0.3008 8.32   0.     0.3008 0.     0.     8.05   9.5    0.3008 1.666
  1.666  0.     0.     0.     0.     0.    ]]; [679.8071]
14; [[2.1130e-01 9.7266e+00 1.1444e-04 2.1106e-01 1.1444e-04 1.1444e-04
  9.3438e+00 9.3516e+00 2.1106e-01 1.7471e+00 1.7471e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [715.3236]
15; [[0.4878 9.42   0.     0.4878 0.     0.     9.5    9.5    0.4878 2.43
  2.43   0.     0.     0.     0.     0.    ]]; [774.38684]
16; [[5.308e-01 1.266e+01 1.431e-04 5.288e-01 1.431e-04 1.431e-04 1.184e+01
  1.184e+01 5.288e-01 3.809e+00 3.809e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [1224.4591]
17; [[0.2625 9.86   0.     0.269  0.     0.     9.35   9.36   0.269  2.785
  2.785  0.     0.     0.     0.     0.    ]]; [762.97644]
18; [[2.0947e-01 9.6719e+00 1.1444e-04 2.0947e-01 1.1444e-04 1.1444e-04
  9.5000e+00 9.4922e+00 2.0947e-01 2.2207e+00 2.2207e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [749.0587]
19; [[ 4.957  8.35   5.05   4.984  0.     0.     9.47  14.33   5.348  2.826
   7.668  0.     0.     4.875  0.     0.   ]]; [2733.2559]
20; [[1.1867e+01 1.1820e+01 1.1320e+01 1.1836e+01 1.4305e-04 1.4305e-04
  1.1820e+01 2.3500e+01 1.2156e+01 3.7461e+00 1.5391e+01 1.4305e-04
  1.4305e-04 1.1648e+01 1.4305e-04 1.4305e-04]]; [9059.477]
21; [[ 9.375 10.16   9.6    9.37   0.     0.     9.37  18.66   9.71   3.16
  12.46   0.     0.     9.336  0.     0.   ]]; [5842.3965]
22; [[11.516 13.266 13.48  11.61   0.     0.    11.59  22.88  11.99   3.867
  15.13   0.     0.    11.66   0.     0.   ]]; [8939.177]
23; [[ 9.43  10.98   9.89   9.4    0.     0.     9.414 18.81  10.305  3.525
  12.92   0.     0.     9.414  0.     0.   ]]; [6046.4683]
24; [[11.03  13.67  11.16  10.734  0.     0.    11.805 21.23  10.38   3.3
  12.72   0.     0.     9.06   0.     0.   ]]; [7620.459]
25; [[ 9.43  10.14   8.01   9.43   0.     0.     8.92  18.86  10.21   3.518
  12.95   0.     0.     9.43   0.     0.   ]]; [5878.414]
26; [[ 8.89   9.766  6.79   8.71   0.     0.     9.44  17.14   8.555  2.898
  10.59   0.     0.     7.293  0.     0.   ]]; [4845.1206]
27; [[0.2029 9.99   0.     0.2035 0.     0.     9.36   9.31   0.2036 2.555
  2.555  0.     0.     0.     0.     0.    ]]; [747.1168]
28; [[0.3662 9.33   0.     0.3662 0.     0.     9.516  9.516  0.3662 2.87
  2.87   0.     0.     0.     0.     0.    ]]; [782.42487]
29; [[3.1201e-01 9.3125e+00 1.1444e-04 3.1201e-01 1.1444e-04 1.1444e-04
  9.4766e+00 9.4766e+00 3.1201e-01 2.5508e+00 2.5508e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [761.11957]
30; [[0.2046 9.555  0.     0.2042 0.     0.     9.37   9.37   0.2042 2.436
  2.436  0.     0.     0.     0.     0.    ]]; [740.3167]
31; [[3.7598e-01 9.5000e+00 1.1444e-04 3.7524e-01 1.1444e-04 1.1444e-04
  9.4922e+00 9.5000e+00 3.7524e-01 2.9160e+00 2.9160e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [786.3353]
32; [[ 0.2903 12.31    0.      0.2903  0.      0.     11.86   11.86    0.2903
   2.78    3.475   0.      0.      0.      0.      0.    ]]; [1161.2225]
33; [[2.0325e-01 9.5000e+00 1.1444e-04 2.0312e-01 1.1444e-04 1.1444e-04
  9.3359e+00 9.2812e+00 2.0312e-01 2.5566e+00 2.5566e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [734.8362]
34; [[ 0.4797 11.914   0.      0.4983  0.      0.     11.85   11.85    0.4983
   3.555   3.555   0.      0.      0.      0.      0.    ]]; [1189.6212]
35; [[2.749e-01 1.232e+01 1.431e-04 2.749e-01 3.014e-04 3.014e-04 1.184e+01
  1.185e+01 2.749e-01 3.377e+00 3.377e+00 1.431e-04 1.431e-04 1.431e-04
  3.014e-04 1.431e-04]]; [1171.0575]
36; [[0.2041 9.58   0.     0.2041 0.     0.     9.336  9.34   0.2041 2.734
  2.734  0.     0.     0.     0.     0.    ]]; [748.6792]
37; [[3.6963e-01 9.2500e+00 1.1444e-04 3.6938e-01 1.1444e-04 1.1444e-04
  9.5000e+00 9.5000e+00 3.6938e-01 2.8457e+00 2.8457e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [778.52405]
38; [[ 0.2556 12.13    0.      0.2546  0.      0.     11.69   11.69    0.2546
   3.39    3.39    0.      0.      0.      0.      0.    ]]; [1141.8077]
39; [[4.7754e-01 1.1930e+01 1.4305e-04 4.7729e-01 1.4305e-04 1.4305e-04
  1.1875e+01 1.1875e+01 4.7729e-01 3.5977e+00 3.5977e+00 1.4305e-04
  1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04]]; [1195.5044]
40; [[0.3674 9.266  0.     0.3674 0.     0.     9.51   9.51   0.3674 2.725
  2.725  0.     0.     0.     0.     0.    ]]; [774.9427]
41; [[0.2181 9.01   0.     0.2181 0.     0.     9.46   9.45   0.2181 3.111
  3.111  0.     0.     0.     0.     0.    ]]; [767.1229]
42; [[ 0.2202 10.76    0.      0.2288  0.      0.      9.484   9.484   0.2288
   4.414   4.414   0.      0.      0.      0.      0.    ]]; [854.627]
43; [[ 0.4746 12.07    0.      0.4746  0.      0.     11.84   11.836   0.4746
   5.844   5.844   0.      0.      0.      0.      0.    ]]; [1303.8245]
44; [[0.2219 8.44   0.     0.222  0.     0.     9.44   9.44   0.222  4.637
  4.637  0.     0.     0.     0.     0.    ]]; [813.1289]
45; [[ 0.2637 12.06    0.      0.2632  0.      0.     11.82   11.82    0.2632
  11.81   11.81    0.      0.      0.      0.      0.    ]]; [1566.2142]
46; [[1.8164e-01 5.8477e+00 1.1444e-04 1.8445e-01 1.1444e-04 1.1444e-04
  6.9961e+00 7.1211e+00 1.8457e-01 7.1211e+00 7.1211e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [580.09076]
47; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
48; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.00769043]
