Step; State; Reward
1; [[0.061  2.3    0.     0.0519 0.     0.     2.14   2.13   0.0519 2.129
  2.129  0.     0.     0.     0.     0.    ]]; [71.55449]
2; [[4.0820e+00 1.1203e+01 1.1444e-04 2.9663e-01 1.1444e-04 1.1444e-04
  9.2344e+00 9.2109e+00 2.9663e-01 9.2109e+00 9.2109e+00 3.7402e+00
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [1605.6075]
3; [[17.89  10.414  7.44   7.516  0.     0.    10.5   17.56   8.08  10.375
  17.56  10.4    0.     7.414  0.     0.   ]]; [9049.059]
4; [[1.9094e+01 9.7969e+00 9.2500e+00 9.7969e+00 1.4305e-04 1.4305e-04
  9.7422e+00 1.9266e+01 1.0586e+01 9.6016e+00 1.9266e+01 9.4688e+00
  1.4305e-04 9.5703e+00 1.4305e-04 1.4305e-04]]; [10582.448]
5; [[20.69  11.42  14.164 10.99   0.     0.    10.99  21.88  11.98  10.92
  21.88   9.63   0.    11.09   0.     0.   ]]; [13460.878]
6; [[1.7141e+01 1.0344e+01 1.2664e+01 9.5000e+00 1.1444e-04 1.1444e-04
  9.5078e+00 1.9000e+01 1.0438e+01 9.5000e+00 1.9000e+01 7.6172e+00
  1.1444e-04 9.5156e+00 1.1444e-04 1.1444e-04]]; [9879.032]
7; [[19.67  11.8    9.64  11.766  0.     0.    11.77  23.53  13.195 11.78
  23.53   7.902  0.    11.734  0.     0.   ]]; [13727.685]
8; [[1.2484e+01 1.0094e+01 1.1444e-04 6.8086e+00 1.1444e-04 1.1444e-04
  9.4453e+00 1.5242e+01 6.3203e+00 9.4609e+00 1.5242e+01 5.6445e+00
  1.1444e-04 5.5078e+00 1.1444e-04 1.1444e-04]]; [5503.2466]
9; [[5.1    9.336  0.     0.4233 0.     0.     9.36   9.34   0.423  9.34
  9.34   4.69   0.     0.     0.     0.    ]]; [1762.8522]
10; [[5.5039e+00 4.6211e+00 1.1444e-04 5.5039e+00 1.1444e-04 1.1444e-04
  1.2008e+01 9.5078e+00 3.8013e-01 9.5078e+00 9.5078e+00 1.1444e-04
