Connecting to host 10.0.0.2, port 5203
[  4] local 10.0.0.1 port 46114 connected to 10.0.0.2 port 5203
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   270 KBytes  2.21 Mbits/sec    0   18.4 KBytes       
[  4]   1.00-2.00   sec   136 KBytes  1.11 Mbits/sec    0   25.5 KBytes       
[  4]   2.00-3.00   sec   127 KBytes  1.04 Mbits/sec    0   29.7 KBytes       
[  4]   3.00-4.00   sec   127 KBytes  1.04 Mbits/sec    0   41.0 KBytes       
[  4]   4.00-5.00   sec   318 KBytes  2.61 Mbits/sec    0   69.3 KBytes       
[  4]   5.00-6.00   sec   382 KBytes  3.13 Mbits/sec    0    109 KBytes       
[  4]   6.00-7.00   sec   382 KBytes  3.13 Mbits/sec    0    148 KBytes       
[  4]   7.00-8.00   sec   382 KBytes  3.13 Mbits/sec    0    199 KBytes       
[  4]   8.00-9.00   sec   636 KBytes  5.21 Mbits/sec    0    281 KBytes       
[  4]   9.00-10.00  sec   891 KBytes  7.30 Mbits/sec    0    393 KBytes       
[  4]  10.00-11.00  sec   191 KBytes  1.56 Mbits/sec    0    423 KBytes       
[  4]  11.00-12.00  sec  1.24 MBytes  10.4 Mbits/sec    0    590 KBytes       
[  4]  12.00-13.00  sec   318 KBytes  2.60 Mbits/sec    0    632 KBytes       
[  4]  13.00-14.00  sec  0.00 Bytes  0.00 bits/sec   78    452 KBytes       
[  4]  14.00-15.00  sec  0.00 Bytes  0.00 bits/sec   52    443 KBytes       
[  4]  15.00-16.00  sec  0.00 Bytes  0.00 bits/sec   42    443 KBytes       
[  4]  16.00-17.00  sec  0.00 Bytes  0.00 bits/sec   93    407 KBytes       
[  4]  17.00-18.00  sec   445 KBytes  3.65 Mbits/sec   15    430 KBytes       
[  4]  18.00-19.00  sec  0.00 Bytes  0.00 bits/sec   29    443 KBytes       
[  4]  19.00-20.00  sec  1.24 MBytes  10.4 Mbits/sec    0    355 KBytes       
[  4]  20.00-21.00  sec   318 KBytes  2.61 Mbits/sec    0    314 KBytes       
[  4]  21.00-22.00  sec   191 KBytes  1.56 Mbits/sec    0    325 KBytes       
[  4]  22.00-23.00  sec   318 KBytes  2.61 Mbits/sec    0    348 KBytes       
[  4]  23.00-24.00  sec   255 KBytes  2.09 Mbits/sec    0    361 KBytes       
[  4]  24.00-25.00  sec   127 KBytes  1.04 Mbits/sec    0    366 KBytes       
[  4]  25.00-26.00  sec   318 KBytes  2.61 Mbits/sec    0    372 KBytes       
[  4]  26.00-27.00  sec   191 KBytes  1.56 Mbits/sec    0    373 KBytes       
[  4]  27.00-28.00  sec   191 KBytes  1.56 Mbits/sec    0    376 KBytes       
[  4]  28.00-29.00  sec   318 KBytes  2.61 Mbits/sec    0    386 KBytes       
[  4]  29.00-30.00  sec   127 KBytes  1.04 Mbits/sec    0    395 KBytes       
[  4]  30.00-31.00  sec   318 KBytes  2.60 Mbits/sec    0    427 KBytes       
[  4]  31.00-32.00  sec   191 KBytes  1.57 Mbits/sec    0    462 KBytes       
[  4]  32.00-33.00  sec   191 KBytes  1.56 Mbits/sec    0    508 KBytes       
[  4]  33.00-34.00  sec   191 KBytes  1.56 Mbits/sec    0    568 KBytes       
[  4]  34.00-34.00  sec  0.00 Bytes  0.00 bits/sec    0    568 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-34.00  sec  10.2 MBytes  2.50 Mbits/sec  309             sender
[  4]   0.00-34.00  sec  6.98 MBytes  1.72 Mbits/sec                  receiver

iperf Done.
