Connecting to host 10.0.0.2, port 5207
[  4] local 10.0.0.1 port 46122 connected to 10.0.0.2 port 5207
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   184 KBytes  1.51 Mbits/sec    0   15.6 KBytes       
[  4]   1.00-2.00   sec  69.3 KBytes   567 Kbits/sec    0   18.4 KBytes       
[  4]   2.00-3.00   sec  63.6 KBytes   521 Kbits/sec    0   21.2 KBytes       
[  4]   3.00-4.00   sec  63.6 KBytes   521 Kbits/sec    0   32.5 KBytes       
[  4]   4.00-5.00   sec   191 KBytes  1.56 Mbits/sec    0   55.1 KBytes       
[  4]   5.00-6.00   sec   255 KBytes  2.09 Mbits/sec    0   84.8 KBytes       
[  4]   6.00-7.00   sec   318 KBytes  2.61 Mbits/sec    0    126 KBytes       
[  4]   7.00-8.00   sec   318 KBytes  2.60 Mbits/sec    0    173 KBytes       
[  4]   8.00-9.00   sec   127 KBytes  1.04 Mbits/sec    0    191 KBytes       
[  4]   9.00-10.00  sec   509 KBytes  4.17 Mbits/sec    0    253 KBytes       
[  4]  10.00-11.00  sec   191 KBytes  1.56 Mbits/sec    0    281 KBytes       
[  4]  11.00-12.00  sec  0.00 Bytes  0.00 bits/sec    0    284 KBytes       
[  4]  12.00-13.00  sec  0.00 Bytes  0.00 bits/sec   52    198 KBytes       
[  4]  13.00-14.00  sec  0.00 Bytes  0.00 bits/sec   11    198 KBytes       
[  4]  14.00-15.00  sec   127 KBytes  1.04 Mbits/sec   47    180 KBytes       
[  4]  15.00-16.00  sec  63.6 KBytes   521 Kbits/sec    0    197 KBytes       
[  4]  16.00-17.00  sec   127 KBytes  1.04 Mbits/sec   14    143 KBytes       
[  4]  17.00-18.00  sec  63.6 KBytes   521 Kbits/sec   11    139 KBytes       
[  4]  18.00-19.00  sec   445 KBytes  3.65 Mbits/sec    0    146 KBytes       
[  4]  19.00-20.00  sec   127 KBytes  1.04 Mbits/sec    0    156 KBytes       
[  4]  20.00-21.00  sec   127 KBytes  1.04 Mbits/sec    0    164 KBytes       
[  4]  21.00-22.00  sec  63.6 KBytes   521 Kbits/sec    0    164 KBytes       
[  4]  22.00-23.00  sec   127 KBytes  1.04 Mbits/sec    0    167 KBytes       
[  4]  23.00-24.00  sec   127 KBytes  1.04 Mbits/sec    0    171 KBytes       
[  4]  24.00-25.00  sec  63.6 KBytes   521 Kbits/sec    0    174 KBytes       
[  4]  25.00-26.00  sec   127 KBytes  1.04 Mbits/sec    0    187 KBytes       
[  4]  26.00-27.00  sec  63.6 KBytes   521 Kbits/sec    0    195 KBytes       
[  4]  27.00-28.00  sec   127 KBytes  1.04 Mbits/sec    0    243 KBytes       
[  4]  28.00-29.00  sec   255 KBytes  2.09 Mbits/sec    0    303 KBytes       
[  4]  29.00-30.00  sec   382 KBytes  3.13 Mbits/sec    0    355 KBytes       
[  4]  30.00-31.00  sec   891 KBytes  7.30 Mbits/sec    0    465 KBytes       
[  4]  31.00-32.00  sec   382 KBytes  3.13 Mbits/sec    0    518 KBytes       
[  4]  32.00-33.00  sec  1.18 MBytes  9.90 Mbits/sec    0    682 KBytes       
[  4]  33.00-34.00  sec   191 KBytes  1.56 Mbits/sec   15    667 KBytes       
[  4]  34.00-35.00  sec  0.00 Bytes  0.00 bits/sec   22    618 KBytes       
[  4]  35.00-36.00  sec  0.00 Bytes  0.00 bits/sec  128    488 KBytes       
[  4]  36.00-37.00  sec  0.00 Bytes  0.00 bits/sec    7    491 KBytes       
[  4]  37.00-38.00  sec  0.00 Bytes  0.00 bits/sec  108    491 KBytes       
[  4]  38.00-39.00  sec   382 KBytes  3.13 Mbits/sec   61    434 KBytes       
[  4]  39.00-40.00  sec  0.00 Bytes  0.00 bits/sec   15    491 KBytes       
[  4]  40.00-41.00  sec  63.6 KBytes   521 Kbits/sec   76    421 KBytes       
[  4]  41.00-42.00  sec   382 KBytes  3.13 Mbits/sec    1    112 KBytes       
[  4]  42.00-43.00  sec  1.24 MBytes  10.4 Mbits/sec    0    342 KBytes       
[  4]  43.00-44.00  sec   382 KBytes  3.13 Mbits/sec    0    354 KBytes       
[  4]  44.00-45.00  sec   318 KBytes  2.61 Mbits/sec    0    382 KBytes       
[  4]  45.00-46.00  sec  63.6 KBytes   521 Kbits/sec    0    386 KBytes       
[  4]  46.00-46.00  sec  0.00 Bytes  0.00 bits/sec    0    386 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-46.00  sec  10.0 MBytes  1.82 Mbits/sec  568             sender
[  4]   0.00-46.00  sec  6.43 MBytes  1.17 Mbits/sec                  receiver

iperf Done.
