Step; State; Reward
1; [[0.0002403  0.00011444 0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.0002403  0.00011444 0.00011444 0.00011444 0.00011444
  0.00011444 0.00011444 0.00011444 0.00011444]]; [0.00769043]
2; [[ 0.2695 12.72    0.      0.27    0.      0.     11.22   11.04    0.2703
   7.758   7.758   0.      0.      0.      0.      0.    ]]; [1266.1659]
3; [[4.3994e-01 1.1070e+01 1.1444e-04 4.3970e-01 1.1444e-04 1.1444e-04
  9.4375e+00 9.4297e+00 4.3970e-01 6.7422e+00 6.7422e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [966.1687]
4; [[0.4346 9.02   0.     0.4346 0.     0.     9.48   9.47   0.4346 6.766
  6.766  0.     0.     0.     0.     0.    ]]; [931.28815]
5; [[3.9844e-01 9.8672e+00 1.1444e-04 3.9819e-01 1.1444e-04 1.1444e-04
  9.4688e+00 9.4766e+00 3.9819e-01 5.5664e+00 5.5664e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [897.3057]
6; [[ 0.4758 11.59    0.      0.476   0.      0.     11.625  11.58    0.476
   6.605   6.605   0.      0.      0.      0.      0.    ]]; [1290.0748]
7; [[3.2812e-01 9.4141e+00 1.1444e-04 3.2812e-01 1.1444e-04 1.1444e-04
  9.4688e+00 9.4609e+00 3.2788e-01 4.8164e+00 4.8164e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [850.94104]
8; [[ 0.2761 10.12    0.      0.2761  0.      0.      9.445   9.445   0.2761
   4.945   4.945   0.      0.      0.      0.      0.    ]]; [863.4039]
9; [[2.4341e-01 9.8438e+00 1.1444e-04 3.0054e-01 1.1444e-04 1.1444e-04
  9.4766e+00 9.4688e+00 3.0054e-01 4.9492e+00 4.9492e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [858.5003]
10; [[0.3975 9.59   0.     0.4045 0.     0.     9.44   9.44   0.4045 5.395
  5.395  0.     0.     0.     0.     0.    ]]; [880.70337]
11; [[0.3833 9.35   0.     0.3833 0.     0.     9.46   9.46   0.3835 5.496
  5.496  0.     0.     0.     0.     0.    ]]; [881.17914]
12; [[0.3162 9.484  0.     0.3162 0.     0.     9.34   9.34   0.3162 5.68
  5.68   0.     0.     0.     0.     0.    ]]; [870.24976]
13; [[0.3313 9.83   0.     0.3313 0.     0.     9.45   9.46   0.3313 5.754
  5.754  0.     0.     0.     0.     0.    ]]; [895.87305]
14; [[0.2104 9.94   0.     0.2106 0.     0.     9.48   9.47   0.2104 5.69
  5.69   0.     0.     0.     0.     0.    ]]; [885.774]
15; [[0.396 9.47  0.    0.396 0.    0.    9.33  9.33  0.396 5.71  5.71  0.
  0.    0.    0.    0.   ]]; [876.0841]
16; [[0.2131 9.82   0.     0.2114 0.     0.     9.45   9.46   0.2114 5.664
  5.664  0.     0.     0.     0.     0.    ]]; [881.47296]
17; [[ 0.2703 10.02    0.      0.2803  0.      0.      9.445   9.445   0.2803
   5.734   5.734   0.      0.      0.      0.      0.    ]]; [891.2118]
18; [[3.9502e-01 9.8359e+00 1.1444e-04 4.1675e-01 1.1444e-04 1.1444e-04
  9.4609e+00 9.4688e+00 4.1675e-01 6.1406e+00 6.1406e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [918.36066]
19; [[0.995  9.64   0.     0.9946 0.633  0.     8.86   9.76   0.9946 5.594
  6.227  0.     0.     0.633  0.     0.    ]]; [979.92865]
20; [[8.5547e-01 1.0016e+01 1.1444e-04 8.5547e-01 6.2158e-01 1.1444e-04
  8.8594e+00 9.4844e+00 8.5547e-01 4.8203e+00 5.4414e+00 1.1444e-04
  1.1444e-04 6.2158e-01 1.1444e-04 1.1444e-04]]; [912.31696]
21; [[ 1.006 10.09   0.     1.006  0.737  0.     8.74   9.48   1.006  4.957
   5.69   0.     0.     0.737  0.     0.   ]]; [964.2309]
22; [[2.5410e+00 9.6562e+00 1.1444e-04 1.1592e+00 7.4414e-01 1.1444e-04
  8.7656e+00 9.5078e+00 1.1592e+00 5.1211e+00 5.8633e+00 1.3818e+00
  1.1444e-04 7.4414e-01 1.1444e-04 1.1444e-04]]; [1172.1299]
23; [[ 6.67   12.63    0.      1.336   0.6987  0.     11.13   11.83    1.339
   8.02    8.72    5.344   0.      0.696   0.      0.    ]]; [2610.3804]
24; [[7.9414e+00 1.0156e+01 1.1444e-04 6.6064e-01 1.0638e-01 1.1444e-04
  9.4219e+00 9.5234e+00 6.6064e-01 9.1016e+00 9.2031e+00 7.2812e+00
  1.1444e-04 1.0638e-01 1.1444e-04 1.1444e-04]]; [2344.923]
25; [[8.08   9.734  0.     0.7075 0.1802 0.     9.31   9.5    0.7075 8.27
  8.45   7.363  0.     0.1802 0.     0.    ]]; [2291.7695]
26; [[1.9619e+00 8.7109e+00 1.1444e-04 1.9785e+00 1.6729e+00 1.1444e-04
  7.7734e+00 9.4453e+00 1.9785e+00 3.2754e+00 4.9492e+00 1.1444e-04
  1.1444e-04 1.6729e+00 1.1444e-04 1.1444e-04]]; [1058.9133]
27; [[ 2.818 11.35   0.     2.818  2.492  0.     6.945  9.44   2.82   4.09
   6.582  0.     0.     2.492  0.     0.   ]]; [1344.5546]
28; [[3.008e-01 1.231e+01 1.431e-04 3.005e-01 1.431e-04 1.431e-04 1.164e+01
  1.164e+01 3.005e-01 4.836e+00 4.836e+00 1.431e-04 1.431e-04 1.431e-04
  1.431e-04 1.431e-04]]; [1212.5719]
29; [[0.3813 8.92   0.     0.3813 0.     0.     9.26   9.26   0.3813 2.273
  2.273  0.     0.     0.     0.     0.    ]]; [722.75336]
30; [[ 0.4333 12.23    0.      0.4333  0.      0.     11.836  11.84    0.4333
   2.688   2.688   0.      0.      0.      0.      0.    ]]; [1148.5897]
31; [[ 0.4038 12.13    0.      0.4016  0.      0.     11.81   11.82    0.4016
   2.873   2.873   0.      0.      0.      0.      0.    ]]; [1149.0167]
32; [[ 0.2703 10.01    0.      0.2703  0.      0.      9.45    9.445   0.2703
   2.441   2.441   0.      0.      0.      0.      0.    ]]; [763.28253]
33; [[0.3594 9.734  0.     0.363  0.     0.     9.43   9.42   0.3628 4.527
  4.527  0.     0.     0.     0.     0.    ]]; [843.942]
34; [[0.3438 9.5    0.     0.36   0.     0.     9.29   9.25   0.36   4.895
  4.895  0.     0.     0.     0.     0.    ]]; [831.171]
35; [[3.1348e-01 9.7344e+00 1.1444e-04 3.1323e-01 1.1444e-04 1.1444e-04
  9.4688e+00 9.4609e+00 3.1348e-01 5.1094e+00 5.1094e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [867.76874]
36; [[0.363 9.52  0.    0.363 0.    0.    9.445 9.445 0.363 4.62  4.62  0.
  0.    0.    0.    0.   ]]; [846.26807]
37; [[3.5376e-01 9.1406e+00 1.1444e-04 3.5352e-01 1.1444e-04 2.4033e-04
  9.4297e+00 9.4297e+00 3.5352e-01 4.5508e+00 4.5508e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [833.7618]
38; [[ 0.3381 11.836   0.      0.336   0.      0.     11.64   11.61    0.3357
   5.207   5.207   0.      0.      0.      0.      0.    ]]; [1218.3925]
39; [[3.8306e-01 1.2617e+01 1.4305e-04 3.8306e-01 1.4305e-04 1.4305e-04
  1.1812e+01 1.1805e+01 3.8306e-01 4.8828e+00 4.8828e+00 1.4305e-04
  1.4305e-04 1.4305e-04 1.4305e-04 1.4305e-04]]; [1255.7491]
40; [[ 0.2091 10.08    0.      0.2091  0.      0.      9.42    9.43    0.2092
   4.14    4.14    0.      0.      0.      0.      0.    ]]; [823.3013]
41; [[3.3203e-01 9.8516e+00 1.1444e-04 3.3179e-01 1.1444e-04 1.1444e-04
  9.4141e+00 9.4141e+00 3.3179e-01 3.9316e+00 3.9316e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [819.96094]
42; [[0.2583 9.97   0.     0.2688 0.     0.     9.42   9.414  0.2688 4.08
  4.08   0.     0.     0.     0.     0.    ]]; [821.7814]
43; [[2.9258e+00 1.0602e+01 1.1444e-04 3.2080e-01 1.1444e-04 1.1444e-04
  9.3828e+00 9.3750e+00 3.2080e-01 5.1992e+00 5.1992e+00 2.6055e+00
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [1224.745]
44; [[ 3.988 10.8    0.     0.635  0.     0.    11.68  11.695  0.635  6.074
   6.074  3.354  0.     0.     0.     0.   ]]; [1823.6897]
45; [[2.0813e-01 1.1805e+01 1.1444e-04 2.0728e-01 1.1444e-04 1.1444e-04
  9.4062e+00 9.4062e+00 2.0728e-01 2.1719e+00 2.1719e+00 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04]]; [778.25525]
46; [[ 0.5566 12.6     0.      0.555   0.      0.      9.42   11.77    0.555
   2.219   2.219   0.      0.      0.      0.      0.    ]]; [1078.6561]
47; [[ 0.4214 10.3     0.      0.4214  0.      0.      9.43    9.43    0.4214
   2.406   2.406   0.      0.      0.      0.      0.    ]]; [777.30524]
48; [[0.3127 9.89   0.     0.313  0.     0.     9.44   9.44   0.313  1.455
  1.455  0.     0.     0.     0.     0.    ]]; [724.4985]
49; [[0.2035 9.695  0.     0.2035 0.     0.     9.195  9.19   0.2035 0.8223
  0.8223 0.     0.     0.     0.     0.    ]]; [649.48016]
50; [[0.452  7.504  0.     0.4648 0.     0.     8.9    8.86   0.4648 2.463
  2.463  0.     0.     0.     0.     0.    ]]; [664.618]
51; [[0.3289 8.8    0.     0.33   0.     0.     9.49   9.49   0.33   4.496
  4.496  0.     0.     0.     0.     0.    ]]; [830.3393]
52; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
53; [[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]; [0.]
54; [[0.0003014 0.000143  0.000143  0.000143  0.000143  0.000143  0.000143
