snapshot_count, flow_id, flow["hard_timeout_s"], flow["byte_count"], flow["idle_timeout_s"], flow["packet_count"], flow["duration_sec"], timestamp
86,00:00:00:00:00:02-00:00:00:00:00:04-2-0x800,0,43954600204,5,2660078,82,2019-09-15 17:50:12.102761
86,00:00:00:00:00:04-00:00:00:00:00:02-1-0x800,0,135143712,5,2047632,82,2019-09-15 17:50:12.102763
86,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,239490408,5,3627814,84,2019-09-15 17:50:12.102773
86,00:00:00:00:00:02-00:00:00:00:00:03-3-0x800,0,34556697850,5,2092649,78,2019-09-15 17:50:12.102775
87,00:00:00:00:00:02-00:00:00:00:00:04-1-0x800,0,49106727496,5,2751712,88,2019-09-15 17:50:18.326088
87,00:00:00:00:00:04-00:00:00:00:00:02-4-0x800,0,136601190,5,2069715,88,2019-09-15 17:50:18.326094
87,00:00:00:00:00:03-00:00:00:00:00:02-5-0x800,0,109836746,5,1664193,85,2019-09-15 17:50:18.326096
87,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,245118746,5,3713091,90,2019-09-15 17:50:18.326107
87,00:00:00:00:00:02-00:00:00:00:00:03-2-0x800,0,38760068890,5,2177305,85,2019-09-15 17:50:18.326109
87,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,52099373446,5,3982435,90,2019-09-15 17:50:18.326111
87,00:00:00:00:00:02-00:00:00:00:00:03-1-0x800,0,38760068816,5,2177304,85,2019-09-15 17:50:18.326114
87,00:00:00:00:00:03-00:00:00:00:00:02-4-0x800,0,109836672,5,1664192,85,2019-09-15 17:50:18.326116
87,00:00:00:00:00:02-00:00:00:00:00:01-1-0x800,0,52099373372,5,3982434,90,2019-09-15 17:50:18.326118
87,00:00:00:00:00:02-00:00:00:00:00:03-2-0x800,0,38760068890,5,2177305,85,2019-09-15 17:50:18.326120
87,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,245118746,5,3713091,90,2019-09-15 17:50:18.326122
87,00:00:00:00:00:03-00:00:00:00:00:02-1-0x800,0,109836672,5,1664192,85,2019-09-15 17:50:18.326124
87,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,52099373446,5,3982435,90,2019-09-15 17:50:18.326126
87,00:00:00:00:00:02-00:00:00:00:00:04-2-0x800,0,49106727570,5,2751713,88,2019-09-15 17:50:18.326128
87,00:00:00:00:00:04-00:00:00:00:00:02-1-0x800,0,136601190,5,2069715,88,2019-09-15 17:50:18.326130
87,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,245118672,5,3713090,90,2019-09-15 17:50:18.326132
87,00:00:00:00:00:02-00:00:00:00:00:03-3-0x800,0,38760068890,5,2177305,85,2019-09-15 17:50:18.326134
88,00:00:00:00:00:02-00:00:00:00:00:04-1-0x800,0,53965463026,5,2836645,94,2019-09-15 17:50:24.338079
88,00:00:00:00:00:04-00:00:00:00:00:02-4-0x800,0,137877564,5,2089054,94,2019-09-15 17:50:24.338085
88,00:00:00:00:00:03-00:00:00:00:00:02-5-0x800,0,115534472,5,1750522,91,2019-09-15 17:50:24.338087
88,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,250855862,5,3800017,96,2019-09-15 17:50:24.338090
88,00:00:00:00:00:02-00:00:00:00:00:03-2-0x800,0,42586709568,5,2264568,91,2019-09-15 17:50:24.338092
88,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,56331702620,5,4076978,96,2019-09-15 17:50:24.338094
88,00:00:00:00:00:02-00:00:00:00:00:03-1-0x800,0,42586709494,5,2264567,91,2019-09-15 17:50:24.338096
88,00:00:00:00:00:03-00:00:00:00:00:02-4-0x800,0,115534398,5,1750521,91,2019-09-15 17:50:24.338098
88,00:00:00:00:00:02-00:00:00:00:00:01-1-0x800,0,56331702546,5,4076977,96,2019-09-15 17:50:24.338100
88,00:00:00:00:00:02-00:00:00:00:00:03-2-0x800,0,42586709568,5,2264568,91,2019-09-15 17:50:24.338102
88,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,250855862,5,3800017,96,2019-09-15 17:50:24.338104
88,00:00:00:00:00:03-00:00:00:00:00:02-1-0x800,0,115534398,5,1750521,91,2019-09-15 17:50:24.338106
88,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,56331702620,5,4076978,96,2019-09-15 17:50:24.338108
88,00:00:00:00:00:02-00:00:00:00:00:04-2-0x800,0,53965463100,5,2836646,94,2019-09-15 17:50:24.338110
88,00:00:00:00:00:04-00:00:00:00:00:02-1-0x800,0,137877564,5,2089054,94,2019-09-15 17:50:24.338112
88,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,250855788,5,3800016,96,2019-09-15 17:50:24.338114
88,00:00:00:00:00:02-00:00:00:00:00:03-3-0x800,0,42586709568,5,2264568,91,2019-09-15 17:50:24.338116
89,00:00:00:00:00:04-00:00:00:00:00:02-4-0x800,0,276218,5,4185,1,2019-09-15 17:50:30.356884
89,00:00:00:00:00:02-00:00:00:00:00:04-1-0x800,0,57971786706,5,2906685,100,2019-09-15 17:50:30.356891
89,00:00:00:00:00:04-00:00:00:00:00:02-4-0x800,0,138930396,5,2105006,100,2019-09-15 17:50:30.356894
89,00:00:00:00:00:02-00:00:00:00:00:04-1-0x800,0,1038968494,5,18271,1,2019-09-15 17:50:30.356898
89,00:00:00:00:00:03-00:00:00:00:00:02-5-0x800,0,121531892,5,1841392,97,2019-09-15 17:50:30.356902
89,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,2979108078,5,63487,3,2019-09-15 17:50:30.356904
89,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,253119530,5,3834315,102,2019-09-15 17:50:30.356909
89,00:00:00:00:00:02-00:00:00:00:00:03-2-0x800,0,46562877868,5,2355438,97,2019-09-15 17:50:30.356912
89,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,2906516,5,44038,3,2019-09-15 17:50:30.356914
89,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,58011897702,5,4114455,102,2019-09-15 17:50:30.356917
89,00:00:00:00:00:02-00:00:00:00:00:03-1-0x800,0,46562877794,5,2355437,97,2019-09-15 17:50:30.356920
89,00:00:00:00:00:03-00:00:00:00:00:02-4-0x800,0,121531818,5,1841391,97,2019-09-15 17:50:30.356922
89,00:00:00:00:00:02-00:00:00:00:00:01-1-0x800,0,2979108004,5,63486,3,2019-09-15 17:50:30.356926
89,00:00:00:00:00:02-00:00:00:00:00:01-1-0x800,0,58011897628,5,4114454,102,2019-09-15 17:50:30.356928
89,00:00:00:00:00:02-00:00:00:00:00:03-2-0x800,0,46562877868,5,2355438,97,2019-09-15 17:50:30.356931
89,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,2906442,5,44037,3,2019-09-15 17:50:30.356933
89,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,253119530,5,3834315,102,2019-09-15 17:50:30.356935
89,00:00:00:00:00:03-00:00:00:00:00:02-1-0x800,0,121531818,5,1841391,97,2019-09-15 17:50:30.356938
89,00:00:00:00:00:02-00:00:00:00:00:04-2-0x800,0,1038968568,5,18272,1,2019-09-15 17:50:30.356940
89,00:00:00:00:00:04-00:00:00:00:00:02-1-0x800,0,276144,5,4184,1,2019-09-15 17:50:30.356943
89,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,2979108078,5,63487,3,2019-09-15 17:50:30.356945
89,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,58011897702,5,4114455,102,2019-09-15 17:50:30.356948
89,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,2906442,5,44037,3,2019-09-15 17:50:30.356950
89,00:00:00:00:00:02-00:00:00:00:00:04-2-0x800,0,57971786780,5,2906686,100,2019-09-15 17:50:30.356952
89,00:00:00:00:00:04-00:00:00:00:00:02-1-0x800,0,138930396,5,2105006,100,2019-09-15 17:50:30.356954
89,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,253119456,5,3834314,102,2019-09-15 17:50:30.356956
89,00:00:00:00:00:02-00:00:00:00:00:03-3-0x800,0,46562877868,5,2355438,97,2019-09-15 17:50:30.356959
90,00:00:00:00:00:04-00:00:00:00:00:02-4-0x800,0,1568168,5,23760,7,2019-09-15 17:50:36.379391
90,00:00:00:00:00:02-00:00:00:00:00:04-1-0x800,0,5916288790,5,103679,7,2019-09-15 17:50:36.379398
90,00:00:00:00:00:02-00:00:00:00:00:03-2-0x800,0,2573393814,5,58459,4,2019-09-15 17:50:36.379401
90,00:00:00:00:00:02-00:00:00:00:00:03-2-0x800,0,47880369764,5,2385550,103,2019-09-15 17:50:36.379404
90,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,5197442,5,78749,9,2019-09-15 17:50:36.379407
90,00:00:00:00:00:03-00:00:00:00:00:02-5-0x800,0,3764846,5,57043,4,2019-09-15 17:50:36.379409
90,00:00:00:00:00:03-00:00:00:00:00:02-5-0x800,0,123519218,5,1871503,103,2019-09-15 17:50:36.379412
90,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,7559643882,5,149029,9,2019-09-15 17:50:36.379414
90,00:00:00:00:00:02-00:00:00:00:00:03-1-0x800,0,47880369690,5,2385549,103,2019-09-15 17:50:36.379417
90,00:00:00:00:00:03-00:00:00:00:00:02-4-0x800,0,3764772,5,57042,4,2019-09-15 17:50:36.379420
90,00:00:00:00:00:02-00:00:00:00:00:03-1-0x800,0,2573393740,5,58458,4,2019-09-15 17:50:36.379422
90,00:00:00:00:00:03-00:00:00:00:00:02-4-0x800,0,123519144,5,1871502,103,2019-09-15 17:50:36.379425
90,00:00:00:00:00:02-00:00:00:00:00:03-2-0x800,0,2573393814,5,58459,4,2019-09-15 17:50:36.379428
90,00:00:00:00:00:02-00:00:00:00:00:01-1-0x800,0,7559643808,5,149028,9,2019-09-15 17:50:36.379431
90,00:00:00:00:00:02-00:00:00:00:00:03-2-0x800,0,47880369764,5,2385550,103,2019-09-15 17:50:36.379433
90,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,5197368,5,78748,9,2019-09-15 17:50:36.379436
90,00:00:00:00:00:03-00:00:00:00:00:02-1-0x800,0,123519144,5,1871502,103,2019-09-15 17:50:36.379439
90,00:00:00:00:00:02-00:00:00:00:00:04-2-0x800,0,5916288864,5,103680,7,2019-09-15 17:50:36.379441
90,00:00:00:00:00:04-00:00:00:00:00:02-1-0x800,0,1568094,5,23759,7,2019-09-15 17:50:36.379443
90,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,7559643882,5,149029,9,2019-09-15 17:50:36.379446
90,00:00:00:00:00:02-00:00:00:00:00:03-3-0x800,0,2573393814,5,58459,4,2019-09-15 17:50:36.379448
90,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,5197368,5,78748,9,2019-09-15 17:50:36.379452
90,00:00:00:00:00:03-00:00:00:00:00:02-1-0x800,0,3764772,5,57042,4,2019-09-15 17:50:36.379454
90,00:00:00:00:00:02-00:00:00:00:00:03-3-0x800,0,47880369764,5,2385550,103,2019-09-15 17:50:36.379457
91,00:00:00:00:00:04-00:00:00:00:00:02-4-0x800,0,2973440,5,45052,13,2019-09-15 17:50:42.394270
91,00:00:00:00:00:02-00:00:00:00:00:04-1-0x800,0,11221888870,5,196607,13,2019-09-15 17:50:42.394277
91,00:00:00:00:00:02-00:00:00:00:00:03-2-0x800,0,6772717814,5,154379,10,2019-09-15 17:50:42.394281
91,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,6475862,5,98119,15,2019-09-15 17:50:42.394284
91,00:00:00:00:00:03-00:00:00:00:00:02-5-0x800,0,10072928,5,152620,10,2019-09-15 17:50:42.394286
91,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,12382629012,5,233514,15,2019-09-15 17:50:42.394289
91,00:00:00:00:00:03-00:00:00:00:00:02-4-0x800,0,10072854,5,152619,10,2019-09-15 17:50:42.394292
91,00:00:00:00:00:02-00:00:00:00:00:03-1-0x800,0,6772717740,5,154378,10,2019-09-15 17:50:42.394294
91,00:00:00:00:00:02-00:00:00:00:00:03-2-0x800,0,6772717814,5,154379,10,2019-09-15 17:50:42.394298
91,00:00:00:00:00:02-00:00:00:00:00:01-1-0x800,0,12382628938,5,233513,15,2019-09-15 17:50:42.394300
91,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,6475788,5,98118,15,2019-09-15 17:50:42.394303
91,00:00:00:00:00:02-00:00:00:00:00:04-2-0x800,0,11221888944,5,196608,13,2019-09-15 17:50:42.394306
91,00:00:00:00:00:04-00:00:00:00:00:02-1-0x800,0,2973366,5,45051,13,2019-09-15 17:50:42.394309
91,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,12382629012,5,233514,15,2019-09-15 17:50:42.394311
91,00:00:00:00:00:02-00:00:00:00:00:03-3-0x800,0,6772717814,5,154379,10,2019-09-15 17:50:42.394314
91,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,6475788,5,98118,15,2019-09-15 17:50:42.394316
91,00:00:00:00:00:03-00:00:00:00:00:02-1-0x800,0,10072854,5,152619,10,2019-09-15 17:50:42.394319
92,00:00:00:00:00:04-00:00:00:00:00:02-4-0x800,0,4492430,5,68067,19,2019-09-15 17:50:48.622847
92,00:00:00:00:00:02-00:00:00:00:00:04-1-0x800,0,16955365920,5,297032,19,2019-09-15 17:50:48.622854
92,00:00:00:00:00:02-00:00:00:00:00:03-2-0x800,0,11476843490,5,261885,16,2019-09-15 17:50:48.622858
92,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,7884302,5,119459,22,2019-09-15 17:50:48.622860
92,00:00:00:00:00:03-00:00:00:00:00:02-5-0x800,0,17168324,5,260126,16,2019-09-15 17:50:48.622862
92,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,17697044828,5,326614,22,2019-09-15 17:50:48.622865
92,00:00:00:00:00:03-00:00:00:00:00:02-4-0x800,0,17168250,5,260125,16,2019-09-15 17:50:48.622868
92,00:00:00:00:00:02-00:00:00:00:00:03-1-0x800,0,11476843416,5,261884,16,2019-09-15 17:50:48.622871
92,00:00:00:00:00:02-00:00:00:00:00:03-2-0x800,0,11476843490,5,261885,16,2019-09-15 17:50:48.622874
92,00:00:00:00:00:02-00:00:00:00:00:01-1-0x800,0,17697044754,5,326613,22,2019-09-15 17:50:48.622877
92,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,7884228,5,119458,22,2019-09-15 17:50:48.622879
92,00:00:00:00:00:02-00:00:00:00:00:04-2-0x800,0,16955365994,5,297033,19,2019-09-15 17:50:48.622882
92,00:00:00:00:00:04-00:00:00:00:00:02-1-0x800,0,4492356,5,68066,19,2019-09-15 17:50:48.622884
92,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,17697044828,5,326614,22,2019-09-15 17:50:48.622886
92,00:00:00:00:00:02-00:00:00:00:00:03-3-0x800,0,11476843490,5,261885,16,2019-09-15 17:50:48.622889
92,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,7884228,5,119458,22,2019-09-15 17:50:48.622891
92,00:00:00:00:00:03-00:00:00:00:00:02-1-0x800,0,17168250,5,260125,16,2019-09-15 17:50:48.622893
93,00:00:00:00:00:04-00:00:00:00:00:02-4-0x800,0,5985086,5,90683,25,2019-09-15 17:50:54.639310
93,00:00:00:00:00:02-00:00:00:00:00:04-1-0x800,0,22586913864,5,395684,25,2019-09-15 17:50:54.639316
93,00:00:00:00:00:02-00:00:00:00:00:03-2-0x800,0,16071489986,5,366889,22,2019-09-15 17:50:54.639321
93,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,9259544,5,140296,28,2019-09-15 17:50:54.639324
93,00:00:00:00:00:03-00:00:00:00:00:02-5-0x800,0,24098654,5,365131,22,2019-09-15 17:50:54.639327
93,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,22886004870,5,417511,28,2019-09-15 17:50:54.639329
93,00:00:00:00:00:03-00:00:00:00:00:02-4-0x800,0,24098580,5,365130,22,2019-09-15 17:50:54.639332
93,00:00:00:00:00:02-00:00:00:00:00:03-1-0x800,0,16071489912,5,366888,22,2019-09-15 17:50:54.639335
93,00:00:00:00:00:02-00:00:00:00:00:03-2-0x800,0,16071489986,5,366889,22,2019-09-15 17:50:54.639338
93,00:00:00:00:00:02-00:00:00:00:00:01-1-0x800,0,22886004796,5,417510,28,2019-09-15 17:50:54.639340
93,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,9259470,5,140295,28,2019-09-15 17:50:54.639343
93,00:00:00:00:00:02-00:00:00:00:00:04-2-0x800,0,22586913938,5,395685,25,2019-09-15 17:50:54.639346
93,00:00:00:00:00:04-00:00:00:00:00:02-1-0x800,0,5985012,5,90682,25,2019-09-15 17:50:54.639348
93,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,22886004870,5,417511,28,2019-09-15 17:50:54.639350
93,00:00:00:00:00:02-00:00:00:00:00:03-3-0x800,0,16071489986,5,366889,22,2019-09-15 17:50:54.639353
93,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,9259470,5,140295,28,2019-09-15 17:50:54.639355
93,00:00:00:00:00:03-00:00:00:00:00:02-1-0x800,0,24098580,5,365130,22,2019-09-15 17:50:54.639357
94,00:00:00:00:00:04-00:00:00:00:00:02-4-0x800,0,7517672,5,113904,31,2019-09-15 17:51:00.652032
94,00:00:00:00:00:02-00:00:00:00:00:04-1-0x800,0,28369284476,5,496974,31,2019-09-15 17:51:00.652040
94,00:00:00:00:00:02-00:00:00:00:00:03-2-0x800,0,20737679450,5,473529,28,2019-09-15 17:51:00.652043
94,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,10672802,5,161709,34,2019-09-15 17:51:00.652045
94,00:00:00:00:00:03-00:00:00:00:00:02-5-0x800,0,31136894,5,471771,28,2019-09-15 17:51:00.652048
94,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,28219636518,5,510935,34,2019-09-15 17:51:00.652050
94,00:00:00:00:00:03-00:00:00:00:00:02-4-0x800,0,31136820,5,471770,28,2019-09-15 17:51:00.652052
94,00:00:00:00:00:02-00:00:00:00:00:03-1-0x800,0,20737679376,5,473528,28,2019-09-15 17:51:00.652055
94,00:00:00:00:00:02-00:00:00:00:00:03-2-0x800,0,20737679450,5,473529,28,2019-09-15 17:51:00.652058
94,00:00:00:00:00:02-00:00:00:00:00:01-1-0x800,0,28219636444,5,510934,34,2019-09-15 17:51:00.652060
94,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,10672728,5,161708,34,2019-09-15 17:51:00.652062
94,00:00:00:00:00:02-00:00:00:00:00:04-2-0x800,0,28369284550,5,496975,31,2019-09-15 17:51:00.652065
94,00:00:00:00:00:04-00:00:00:00:00:02-1-0x800,0,7517598,5,113903,31,2019-09-15 17:51:00.652067
94,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,28219636518,5,510935,34,2019-09-15 17:51:00.652069
94,00:00:00:00:00:02-00:00:00:00:00:03-3-0x800,0,20737679450,5,473529,28,2019-09-15 17:51:00.652071
94,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,10672728,5,161708,34,2019-09-15 17:51:00.652073
94,00:00:00:00:00:03-00:00:00:00:00:02-1-0x800,0,31136820,5,471770,28,2019-09-15 17:51:00.652075
95,00:00:00:00:00:02-00:00:00:00:00:03-2-0x806,0,42,5,1,1,2019-09-15 17:51:06.666524
95,00:00:00:00:00:04-00:00:00:00:00:02-4-0x800,0,9037520,5,136932,37,2019-09-15 17:51:06.666531
95,00:00:00:00:00:02-00:00:00:00:00:04-1-0x800,0,34104973432,5,597444,37,2019-09-15 17:51:06.666534
95,00:00:00:00:00:03-00:00:00:00:00:02-5-0x806,0,42,5,1,1,2019-09-15 17:51:06.666537
95,00:00:00:00:00:02-00:00:00:00:00:03-2-0x800,0,25419883854,5,580535,34,2019-09-15 17:51:06.666539
95,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,12075896,5,182968,40,2019-09-15 17:51:06.666542
95,00:00:00:00:00:03-00:00:00:00:00:02-5-0x800,0,38199224,5,578776,34,2019-09-15 17:51:06.666544
95,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,33514355262,5,603679,40,2019-09-15 17:51:06.666547
95,00:00:00:00:00:02-00:00:00:00:00:03-1-0x806,0,0,5,0,1,2019-09-15 17:51:06.666549
95,00:00:00:00:00:03-00:00:00:00:00:02-4-0x806,0,42,5,1,1,2019-09-15 17:51:06.666552
95,00:00:00:00:00:03-00:00:00:00:00:02-4-0x800,0,38199150,5,578775,34,2019-09-15 17:51:06.666554
95,00:00:00:00:00:02-00:00:00:00:00:03-1-0x800,0,25419883780,5,580534,34,2019-09-15 17:51:06.666556
95,00:00:00:00:00:02-00:00:00:00:00:03-2-0x806,0,42,5,1,1,2019-09-15 17:51:06.666559
95,00:00:00:00:00:02-00:00:00:00:00:03-2-0x800,0,25419883854,5,580535,34,2019-09-15 17:51:06.666562
95,00:00:00:00:00:02-00:00:00:00:00:01-1-0x800,0,33514355188,5,603678,40,2019-09-15 17:51:06.666564
95,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,12075822,5,182967,40,2019-09-15 17:51:06.666567
95,00:00:00:00:00:03-00:00:00:00:00:02-1-0x806,0,0,5,0,1,2019-09-15 17:51:06.666569
95,00:00:00:00:00:02-00:00:00:00:00:03-2-0x806,0,0,5,0,1,2019-09-15 17:51:06.666572
95,00:00:00:00:00:02-00:00:00:00:00:04-2-0x800,0,34104973506,5,597445,37,2019-09-15 17:51:06.666574
95,00:00:00:00:00:04-00:00:00:00:00:02-1-0x800,0,9037446,5,136931,37,2019-09-15 17:51:06.666576
95,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,33514355262,5,603679,40,2019-09-15 17:51:06.666578
95,00:00:00:00:00:02-00:00:00:00:00:03-3-0x800,0,25419883854,5,580535,34,2019-09-15 17:51:06.666581
95,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,12075822,5,182967,40,2019-09-15 17:51:06.666583
95,00:00:00:00:00:03-00:00:00:00:00:02-1-0x800,0,38199150,5,578775,34,2019-09-15 17:51:06.666586
96,00:00:00:00:00:02-00:00:00:00:00:04-1-0x806,0,0,5,0,4,2019-09-15 17:51:12.680950
96,00:00:00:00:00:04-00:00:00:00:00:02-4-0x806,0,42,5,1,4,2019-09-15 17:51:12.680958
96,00:00:00:00:00:04-00:00:00:00:00:02-4-0x800,0,10510244,5,159246,43,2019-09-15 17:51:12.680962
96,00:00:00:00:00:02-00:00:00:00:00:04-1-0x800,0,39661393570,5,694777,43,2019-09-15 17:51:12.680965
96,00:00:00:00:00:02-00:00:00:00:00:01-2-0x806,0,42,5,1,4,2019-09-15 17:51:12.680969
96,00:00:00:00:00:01-00:00:00:00:00:02-5-0x806,0,42,5,1,4,2019-09-15 17:51:12.680972
96,00:00:00:00:00:02-00:00:00:00:00:03-2-0x800,0,29938197056,5,683792,40,2019-09-15 17:51:12.680975
96,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,13430216,5,203488,46,2019-09-15 17:51:12.680978
96,00:00:00:00:00:03-00:00:00:00:00:02-5-0x800,0,45013262,5,682019,40,2019-09-15 17:51:12.680981
96,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,38626446384,5,693216,46,2019-09-15 17:51:12.680984
96,00:00:00:00:00:03-00:00:00:00:00:02-4-0x800,0,45013188,5,682018,40,2019-09-15 17:51:12.680988
96,00:00:00:00:00:02-00:00:00:00:00:03-1-0x800,0,29938196982,5,683791,40,2019-09-15 17:51:12.680991
96,00:00:00:00:00:01-00:00:00:00:00:02-3-0x806,0,42,5,1,4,2019-09-15 17:51:12.680994
96,00:00:00:00:00:02-00:00:00:00:00:01-1-0x806,0,0,5,0,4,2019-09-15 17:51:12.680997
96,00:00:00:00:00:02-00:00:00:00:00:03-2-0x800,0,29938197056,5,683792,40,2019-09-15 17:51:12.680999
96,00:00:00:00:00:02-00:00:00:00:00:01-1-0x800,0,38626446310,5,693215,46,2019-09-15 17:51:12.681002
96,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,13430142,5,203487,46,2019-09-15 17:51:12.681004
96,00:00:00:00:00:02-00:00:00:00:00:04-2-0x806,0,0,5,0,4,2019-09-15 17:51:12.681007
96,00:00:00:00:00:04-00:00:00:00:00:02-1-0x806,0,0,5,0,4,2019-09-15 17:51:12.681009
96,00:00:00:00:00:01-00:00:00:00:00:02-1-0x806,0,0,5,0,4,2019-09-15 17:51:12.681012
96,00:00:00:00:00:02-00:00:00:00:00:01-3-0x806,0,42,5,1,4,2019-09-15 17:51:12.681014
96,00:00:00:00:00:02-00:00:00:00:00:04-2-0x800,0,39661393644,5,694778,43,2019-09-15 17:51:12.681016
96,00:00:00:00:00:04-00:00:00:00:00:02-1-0x800,0,10510170,5,159245,43,2019-09-15 17:51:12.681019
96,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,38626446384,5,693216,46,2019-09-15 17:51:12.681021
96,00:00:00:00:00:02-00:00:00:00:00:03-3-0x800,0,29938197056,5,683792,40,2019-09-15 17:51:12.681024
96,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,13430142,5,203487,46,2019-09-15 17:51:12.681026
96,00:00:00:00:00:03-00:00:00:00:00:02-1-0x800,0,45013188,5,682018,40,2019-09-15 17:51:12.681028
97,00:00:00:00:00:04-00:00:00:00:00:02-4-0x800,0,11992472,5,181704,50,2019-09-15 17:51:18.896454
97,00:00:00:00:00:02-00:00:00:00:00:04-1-0x800,0,45254510330,5,792753,50,2019-09-15 17:51:18.896461
97,00:00:00:00:00:02-00:00:00:00:00:03-2-0x800,0,34507179858,5,788209,46,2019-09-15 17:51:18.896464
97,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,14799914,5,224241,52,2019-09-15 17:51:18.896466
97,00:00:00:00:00:03-00:00:00:00:00:02-5-0x800,0,51904784,5,786436,46,2019-09-15 17:51:18.896469
97,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,43793385348,5,783730,52,2019-09-15 17:51:18.896472
97,00:00:00:00:00:03-00:00:00:00:00:02-4-0x800,0,51904710,5,786435,46,2019-09-15 17:51:18.896474
97,00:00:00:00:00:02-00:00:00:00:00:03-1-0x800,0,34507179784,5,788208,46,2019-09-15 17:51:18.896477
97,00:00:00:00:00:02-00:00:00:00:00:03-2-0x800,0,34507179858,5,788209,46,2019-09-15 17:51:18.896479
97,00:00:00:00:00:02-00:00:00:00:00:01-1-0x800,0,43793385274,5,783729,52,2019-09-15 17:51:18.896482
97,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,14799840,5,224240,52,2019-09-15 17:51:18.896484
97,00:00:00:00:00:02-00:00:00:00:00:04-2-0x800,0,45254510404,5,792754,50,2019-09-15 17:51:18.896486
97,00:00:00:00:00:04-00:00:00:00:00:02-1-0x800,0,11992398,5,181703,50,2019-09-15 17:51:18.896489
97,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,43793385348,5,783730,52,2019-09-15 17:51:18.896491
97,00:00:00:00:00:02-00:00:00:00:00:03-3-0x800,0,34507179858,5,788209,46,2019-09-15 17:51:18.896493
97,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,14799840,5,224240,52,2019-09-15 17:51:18.896495
97,00:00:00:00:00:03-00:00:00:00:00:02-1-0x800,0,51904710,5,786435,46,2019-09-15 17:51:18.896497
98,00:00:00:00:00:04-00:00:00:00:00:02-4-0x800,0,13492124,5,204426,56,2019-09-15 17:51:24.915376
