snapshot_count, flow_id, flow["hard_timeout_s"], flow["byte_count"], flow["idle_timeout_s"], flow["packet_count"], flow["duration_sec"], timestamp
5,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,13801121508,5,241738,5,2019-09-15 15:10:25.279208
5,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,27124204072,5,475144,14,2019-09-15 15:10:25.279210
5,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,7191030,5,108955,14,2019-09-15 15:10:25.279213
5,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,3653562,5,55357,5,2019-09-15 15:10:25.279215
6,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,7883180,5,119442,11,2019-09-15 15:10:31.305495
6,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,1365218,5,20685,1,2019-09-15 15:10:31.305502
6,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,5178829920,5,90680,1,2019-09-15 15:10:31.305505
6,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,29759174420,5,521274,11,2019-09-15 15:10:31.305508
6,00:00:00:00:00:02-00:00:00:00:00:01-1-0x800,0,1365144,5,20684,1,2019-09-15 15:10:31.305512
6,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,5178829920,5,90680,1,2019-09-15 15:10:31.305514
6,00:00:00:00:00:02-00:00:00:00:00:01-1-0x800,0,7883106,5,119441,11,2019-09-15 15:10:31.305517
6,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,29759174420,5,521274,11,2019-09-15 15:10:31.305519
6,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,1365144,5,20684,1,2019-09-15 15:10:31.305522
6,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,29759174346,5,521273,11,2019-09-15 15:10:31.305525
6,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,5178829846,5,90679,1,2019-09-15 15:10:31.305527
6,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,7883106,5,119441,11,2019-09-15 15:10:31.305530
7,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,6193514,5,93841,7,2019-09-15 15:10:37.327789
7,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,23397400596,5,409798,7,2019-09-15 15:10:37.327796
7,00:00:00:00:00:02-00:00:00:00:00:01-1-0x800,0,6193440,5,93840,7,2019-09-15 15:10:37.327800
7,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,23397400596,5,409798,7,2019-09-15 15:10:37.327802
7,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,6193440,5,93840,7,2019-09-15 15:10:37.327806
7,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,23397400522,5,409797,7,2019-09-15 15:10:37.327809
8,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,11074148,5,167790,13,2019-09-15 15:10:43.342689
8,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,41814548824,5,732388,13,2019-09-15 15:10:43.342695
8,00:00:00:00:00:02-00:00:00:00:00:01-1-0x800,0,11074074,5,167789,13,2019-09-15 15:10:43.342699
8,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,41814548824,5,732388,13,2019-09-15 15:10:43.342701
8,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,11074074,5,167789,13,2019-09-15 15:10:43.342704
8,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,41814548750,5,732387,13,2019-09-15 15:10:43.342706
9,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,14766320,5,223732,19,2019-09-15 15:10:49.367594
9,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,55749293878,5,976399,19,2019-09-15 15:10:49.367604
9,00:00:00:00:00:02-00:00:00:00:00:01-1-0x800,0,14766246,5,223731,19,2019-09-15 15:10:49.367610
9,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,55749293878,5,976399,19,2019-09-15 15:10:49.367614
9,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,14766246,5,223731,19,2019-09-15 15:10:49.367618
9,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,55749293804,5,976398,19,2019-09-15 15:10:49.367622
10,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,8165539372,5,142918,5,2019-09-15 15:10:55.393197
10,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,2163686,5,32783,5,2019-09-15 15:10:55.393207
10,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,8165539372,5,142918,5,2019-09-15 15:10:55.393213
10,00:00:00:00:00:02-00:00:00:00:00:01-1-0x800,0,2163612,5,32782,5,2019-09-15 15:10:55.393218
10,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,8165539298,5,142917,5,2019-09-15 15:10:55.393222
10,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,2163612,5,32782,5,2019-09-15 15:10:55.393226
11,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,16755763870,5,293215,11,2019-09-15 15:11:01.415599
11,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,4434020,5,67182,11,2019-09-15 15:11:01.415606
11,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,16755763870,5,293215,11,2019-09-15 15:11:01.415611
11,00:00:00:00:00:02-00:00:00:00:00:01-1-0x800,0,4433946,5,67181,11,2019-09-15 15:11:01.415614
11,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,16755763796,5,293214,11,2019-09-15 15:11:01.415617
11,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,4433946,5,67181,11,2019-09-15 15:11:01.415620
12,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,25961815162,5,454281,17,2019-09-15 15:11:07.430935
12,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,6863282,5,103989,17,2019-09-15 15:11:07.430944
12,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,25961815162,5,454281,17,2019-09-15 15:11:07.430950
12,00:00:00:00:00:02-00:00:00:00:00:01-1-0x800,0,6863208,5,103988,17,2019-09-15 15:11:07.430954
12,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,25961815088,5,454280,17,2019-09-15 15:11:07.430960
12,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,6863208,5,103988,17,2019-09-15 15:11:07.430964

13,00:00:00:00:00:02-00:00:00:00:00:01-2-0x806,0,42,5,1,2,2019-09-15 15:11:13.458131
13,00:00:00:00:00:01-00:00:00:00:00:02-5-0x806,0,42,5,1,2,2019-09-15 15:11:13.458140
13,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,35695584370,5,624669,23,2019-09-15 15:11:13.458144
13,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,9443552,5,143084,23,2019-09-15 15:11:13.458148

13,00:00:00:00:00:01-00:00:00:00:00:02-3-0x806,0,0,5,0,2,2019-09-15 15:11:13.458154
13,00:00:00:00:00:02-00:00:00:00:00:01-1-0x806,0,0,5,0,2,2019-09-15 15:11:13.458158
13,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,35695584370,5,624669,23,2019-09-15 15:11:13.458161
13,00:00:00:00:00:02-00:00:00:00:00:01-1-0x800,0,9443478,5,143083,23,2019-09-15 15:11:13.458165

13,00:00:00:00:00:01-00:00:00:00:00:02-1-0x806,0,0,5,0,2,2019-09-15 15:11:13.458169
13,00:00:00:00:00:02-00:00:00:00:00:01-3-0x806,0,42,5,1,2,2019-09-15 15:11:13.458173
13,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,35695584296,5,624668,23,2019-09-15 15:11:13.458177
13,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,9443478,5,143083,23,2019-09-15 15:11:13.458180
14,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,2408348,5,36490,5,2019-09-15 15:11:19.479077
14,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,8934962696,5,156656,5,2019-09-15 15:11:19.479086
14,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,8934962696,5,156656,5,2019-09-15 15:11:19.479092
14,00:00:00:00:00:02-00:00:00:00:00:01-1-0x800,0,2408274,5,36489,5,2019-09-15 15:11:19.479096
14,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,2408274,5,36489,5,2019-09-15 15:11:19.479102
14,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,8934962622,5,156655,5,2019-09-15 15:11:19.479106
15,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,5602418,5,84885,11,2019-09-15 15:11:25.503300
15,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,18231523128,5,322692,11,2019-09-15 15:11:25.503307
15,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,18231523128,5,322692,11,2019-09-15 15:11:25.503312
15,00:00:00:00:00:02-00:00:00:00:00:01-1-0x800,0,5602344,5,84884,11,2019-09-15 15:11:25.503315
15,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,5602344,5,84884,11,2019-09-15 15:11:25.503318
15,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,18231523054,5,322691,11,2019-09-15 15:11:25.503321
16,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,14357384,5,217536,17,2019-09-15 15:11:31.526884
16,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,26307309712,5,495368,17,2019-09-15 15:11:31.526894
16,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,26307309712,5,495368,17,2019-09-15 15:11:31.526899
16,00:00:00:00:00:02-00:00:00:00:00:01-1-0x800,0,14357310,5,217535,17,2019-09-15 15:11:31.526903
16,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,14357310,5,217535,17,2019-09-15 15:11:31.526907
16,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,26307309638,5,495367,17,2019-09-15 15:11:31.526975

17,00:00:00:00:00:02-00:00:00:00:00:01-2-0x806,0,42,5,1,2,2019-09-15 15:11:37.572879
17,00:00:00:00:00:01-00:00:00:00:00:02-5-0x806,0,42,5,1,2,2019-09-15 15:11:37.572887
17,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,16921220,5,256382,23,2019-09-15 15:11:37.572889
17,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,36005797312,5,665080,23,2019-09-15 15:11:37.572892

17,00:00:00:00:00:01-00:00:00:00:00:02-3-0x806,0,42,5,1,2,2019-09-15 15:11:37.572896
17,00:00:00:00:00:02-00:00:00:00:00:01-1-0x806,0,0,5,0,2,2019-09-15 15:11:37.572899
17,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,36005797312,5,665080,23,2019-09-15 15:11:37.572902
17,00:00:00:00:00:02-00:00:00:00:00:01-1-0x800,0,16921146,5,256381,23,2019-09-15 15:11:37.572904

17,00:00:00:00:00:01-00:00:00:00:00:02-1-0x806,0,0,5,0,2,2019-09-15 15:11:37.572907
17,00:00:00:00:00:02-00:00:00:00:00:01-3-0x806,0,42,5,1,2,2019-09-15 15:11:37.572910
17,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,16921146,5,256381,23,2019-09-15 15:11:37.572912
17,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,36005797238,5,665079,23,2019-09-15 15:11:37.572915
18,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,19436414,5,294491,29,2019-09-15 15:11:43.612846
18,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,45534518696,5,831792,29,2019-09-15 15:11:43.612856
18,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,45534518696,5,831792,29,2019-09-15 15:11:43.612861
18,00:00:00:00:00:02-00:00:00:00:00:01-1-0x800,0,19436340,5,294490,29,2019-09-15 15:11:43.612865
18,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,19436340,5,294490,29,2019-09-15 15:11:43.612869
18,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,45534518622,5,831791,29,2019-09-15 15:11:43.612873
19,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,21990350,5,333187,35,2019-09-15 15:11:49.653267
19,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,55196778150,5,1000887,35,2019-09-15 15:11:49.653276
19,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,55196778150,5,1000887,35,2019-09-15 15:11:49.653282
19,00:00:00:00:00:02-00:00:00:00:00:01-1-0x800,0,21990276,5,333186,35,2019-09-15 15:11:49.653286
19,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,21990276,5,333186,35,2019-09-15 15:11:49.653290
19,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,55196778076,5,1000886,35,2019-09-15 15:11:49.653294
20,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,8519001298,5,148865,5,2019-09-15 15:11:55.686325
20,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,2201438,5,33355,5,2019-09-15 15:11:55.686335
20,00:00:00:00:00:02-00:00:00:00:00:01-1-0x800,0,2201364,5,33354,5,2019-09-15 15:11:55.686340
20,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,8519001298,5,148865,5,2019-09-15 15:11:55.686344
20,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,8519001224,5,148864,5,2019-09-15 15:11:55.686351
20,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,2201364,5,33354,5,2019-09-15 15:11:55.686356
21,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,17932901300,5,313610,11,2019-09-15 15:12:01.704126
21,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,4694918,5,71135,11,2019-09-15 15:12:01.704133
21,00:00:00:00:00:02-00:00:00:00:00:01-1-0x800,0,4694844,5,71134,11,2019-09-15 15:12:01.704137
21,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,17932901300,5,313610,11,2019-09-15 15:12:01.704139
21,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,17932901226,5,313609,11,2019-09-15 15:12:01.704142
21,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,4694844,5,71134,11,2019-09-15 15:12:01.704145
22,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,26951609864,5,471424,17,2019-09-15 15:12:07.720780
22,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,7081280,5,107292,17,2019-09-15 15:12:07.720789
22,00:00:00:00:00:02-00:00:00:00:00:01-1-0x800,0,7081206,5,107291,17,2019-09-15 15:12:07.720795
22,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,26951609864,5,471424,17,2019-09-15 15:12:07.720800
22,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,26951609790,5,471423,17,2019-09-15 15:12:07.720805
22,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,7081206,5,107291,17,2019-09-15 15:12:07.720809

23,00:00:00:00:00:02-00:00:00:00:00:01-2-0x806,0,42,5,1,2,2019-09-15 15:12:13.748989
23,00:00:00:00:00:01-00:00:00:00:00:02-5-0x806,0,42,5,1,2,2019-09-15 15:12:13.749000
23,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,36556039898,5,639537,23,2019-09-15 15:12:13.749004
23,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,9625646,5,145843,23,2019-09-15 15:12:13.749008
23,00:00:00:00:00:01-00:00:00:00:00:02-3-0x806,0,42,5,1,2,2019-09-15 15:12:13.749013
23,00:00:00:00:00:02-00:00:00:00:00:01-1-0x806,0,0,5,0,2,2019-09-15 15:12:13.749017
23,00:00:00:00:00:02-00:00:00:00:00:01-1-0x800,0,9625572,5,145842,23,2019-09-15 15:12:13.749020
23,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,36556039898,5,639537,23,2019-09-15 15:12:13.749024

23,00:00:00:00:00:01-00:00:00:00:00:02-1-0x806,0,0,5,0,2,2019-09-15 15:12:13.749028
23,00:00:00:00:00:02-00:00:00:00:00:01-3-0x806,0,42,5,1,2,2019-09-15 15:12:13.749031
23,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,36556039824,5,639536,23,2019-09-15 15:12:13.749035
23,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,9625572,5,145842,23,2019-09-15 15:12:13.749039
24,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,44681059748,5,807162,30,2019-09-15 15:12:19.772414
24,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,17052692,5,258374,30,2019-09-15 15:12:19.772423
24,00:00:00:00:00:02-00:00:00:00:00:01-1-0x800,0,17052618,5,258373,29,2019-09-15 15:12:19.772428
24,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,44681059748,5,807162,29,2019-09-15 15:12:19.772432
24,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,44681059674,5,807161,30,2019-09-15 15:12:19.772436
24,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,17052618,5,258373,30,2019-09-15 15:12:19.772440
25,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,52857276738,5,978321,36,2019-09-15 15:12:25.797277
25,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,25080338,5,380005,36,2019-09-15 15:12:25.797283
25,00:00:00:00:00:02-00:00:00:00:00:01-1-0x800,0,25080264,5,380004,36,2019-09-15 15:12:25.797287
25,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,52857276738,5,978321,36,2019-09-15 15:12:25.797289
25,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,52857276664,5,978320,36,2019-09-15 15:12:25.797292
25,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,25080264,5,380004,36,2019-09-15 15:12:25.797295
26,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,62452312694,5,1146091,42,2019-09-15 15:12:31.829364

26,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,74,5,1,0,2019-09-15 15:12:31.829374
26,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,74,5,1,0,2019-09-15 15:12:31.829378
26,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,27599888,5,418180,42,2019-09-15 15:12:31.829382
26,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,74,5,1,0,2019-09-15 15:12:31.829388
26,00:00:00:00:00:02-00:00:00:00:00:01-1-0x800,0,27599814,5,418179,42,2019-09-15 15:12:31.829392
26,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,62452312694,5,1146091,42,2019-09-15 15:12:31.829399

26,00:00:00:00:00:02-00:00:00:00:00:01-1-0x800,0,0,5,0,0,2019-09-15 15:12:31.829404
26,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,74,5,1,0,2019-09-15 15:12:31.829408
26,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,62452312620,5,1146090,42,2019-09-15 15:12:31.829412
26,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,66,5,1,0,2019-09-15 15:12:31.829416
26,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,27599814,5,418179,42,2019-09-15 15:12:31.829420
27,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,9175388694,5,160567,6,2019-09-15 15:12:37.872663
27,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,2421614,5,36691,6,2019-09-15 15:12:37.872724
27,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,9175388694,5,160567,6,2019-09-15 15:12:37.872731
27,00:00:00:00:00:02-00:00:00:00:00:01-1-0x800,0,2421540,5,36690,6,2019-09-15 15:12:37.872735
27,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,2421614,5,36691,6,2019-09-15 15:12:37.872738
27,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,9175388620,5,160566,6,2019-09-15 15:12:37.872740
28,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,18254679362,5,319473,12,2019-09-15 15:12:43.907677
28,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,4828172,5,73154,12,2019-09-15 15:12:43.907689
28,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,18254679362,5,319473,12,2019-09-15 15:12:43.907695
28,00:00:00:00:00:02-00:00:00:00:00:01-1-0x800,0,4828098,5,73153,12,2019-09-15 15:12:43.907700
28,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,4828172,5,73154,12,2019-09-15 15:12:43.907705
28,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,18254679288,5,319472,12,2019-09-15 15:12:43.907709
29,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,27699896916,5,484558,18,2019-09-15 15:12:49.947986
29,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,7299080,5,110592,18,2019-09-15 15:12:49.947997
29,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,27699896916,5,484558,18,2019-09-15 15:12:49.948004
29,00:00:00:00:00:02-00:00:00:00:00:01-1-0x800,0,7299006,5,110591,18,2019-09-15 15:12:49.948009
29,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,7299080,5,110592,18,2019-09-15 15:12:49.948014
29,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,27699896842,5,484557,18,2019-09-15 15:12:49.948019
30,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,36623761444,5,640642,24,2019-09-15 15:12:55.992946
30,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,9647492,5,146174,24,2019-09-15 15:12:55.992954
30,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,36623761444,5,640642,24,2019-09-15 15:12:55.992960
30,00:00:00:00:00:02-00:00:00:00:00:01-1-0x800,0,9647418,5,146173,24,2019-09-15 15:12:55.992964
30,00:00:00:00:00:02-00:00:00:00:00:01-3-0x800,0,9647492,5,146174,24,2019-09-15 15:12:55.992968
30,00:00:00:00:00:01-00:00:00:00:00:02-1-0x800,0,36623761370,5,640641,24,2019-09-15 15:12:55.992972
31,00:00:00:00:00:01-00:00:00:00:00:02-5-0x800,0,46001871402,5,804741,30,2019-09-15 15:13:02.026355
31,00:00:00:00:00:02-00:00:00:00:00:01-2-0x800,0,12130808,5,183800,30,2019-09-15 15:13:02.026367
31,00:00:00:00:00:01-00:00:00:00:00:02-3-0x800,0,46001871402,5,804741,30,2019-09-15 15:13:02.026374
