Step; State; Reward
0; [[0.0003014 0.000143  0.000143  0.000143  0.000143  0.000143  0.000143
  0.000143  0.000143  0.000143  0.0003014 0.000143  0.000143  0.000143
  0.000143  0.000143  0.000143  0.000143  0.000143  0.000143  0.000143
  0.000143  0.000143  0.000143  0.000143  0.000143  0.000143  0.000143
  0.000143  0.000143  0.000143  0.000143  0.        0.        0.       ]]; [0.]
1; [[0.204  9.445  0.     0.     0.     0.2043 0.     0.     9.12   3.94
  8.95   0.2043 8.95   8.95   8.95   0.     0.     0.     8.79   0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.    ]]; [0.]
2; [[2.4451e-01 1.0969e+01 1.1444e-04 1.1444e-04 1.1444e-04 2.4414e-01
  1.1444e-04 1.1444e-04 9.4141e+00 4.8047e+00 9.4297e+00 2.4414e-01
  6.9336e+00 6.9336e+00 6.9336e+00 1.1444e-04 1.1444e-04 1.1444e-04
  7.1211e+00 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
3; [[0.3337 9.8    0.     0.     0.     0.3335 0.     0.     9.48   6.13
  9.484  0.3337 0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.     0.     0.     0.     0.     0.
  0.     0.     0.     0.     0.    ]]; [0.]
4; [[3.6987e-01 8.7891e+00 1.1444e-04 1.1444e-04 1.1444e-04 3.6963e-01
  1.1444e-04 1.1444e-04 9.3125e+00 5.9609e+00 9.1953e+00 3.6963e-01
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04 1.1444e-04
  1.1444e-04 1.1444e-04 0.0000e+00 0.0000e+00 0.0000e+00]]; [0.]
