Connecting to host 10.0.0.2, port 5205
[  4] local 10.0.0.1 port 46118 connected to 10.0.0.2 port 5205
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec   209 KBytes  1.71 Mbits/sec    0   56.6 KBytes       
[  4]   1.00-2.01   sec   389 KBytes  3.17 Mbits/sec    0   76.4 KBytes       
[  4]   2.01-3.00   sec   191 KBytes  1.57 Mbits/sec    0   83.4 KBytes       
[  4]   3.00-4.00   sec   255 KBytes  2.09 Mbits/sec    0   91.9 KBytes       
[  4]   4.00-5.00   sec   255 KBytes  2.08 Mbits/sec    0    102 KBytes       
[  4]   5.00-6.00   sec   191 KBytes  1.56 Mbits/sec    0    119 KBytes       
[  4]   6.00-7.00   sec   255 KBytes  2.09 Mbits/sec    0    147 KBytes       
[  4]   7.00-8.00   sec   382 KBytes  3.13 Mbits/sec    0    195 KBytes       
[  4]   8.00-9.00   sec   318 KBytes  2.61 Mbits/sec    0    233 KBytes       
[  4]   9.00-10.00  sec   445 KBytes  3.65 Mbits/sec    0    291 KBytes       
[  4]  10.00-11.00  sec  0.00 Bytes  0.00 bits/sec    1    288 KBytes       
[  4]  11.00-12.00  sec  0.00 Bytes  0.00 bits/sec   42    204 KBytes       
[  4]  12.00-13.00  sec  0.00 Bytes  0.00 bits/sec   16    204 KBytes       
[  4]  13.00-14.00  sec   127 KBytes  1.04 Mbits/sec    9    197 KBytes       
[  4]  14.00-15.00  sec  63.6 KBytes   521 Kbits/sec    4    191 KBytes       
[  4]  15.00-16.00  sec  63.6 KBytes   521 Kbits/sec   18    165 KBytes       
[  4]  16.00-17.00  sec   509 KBytes  4.17 Mbits/sec    0    148 KBytes       
[  4]  17.00-18.00  sec   191 KBytes  1.57 Mbits/sec    0    157 KBytes       
[  4]  18.00-19.00  sec   127 KBytes  1.04 Mbits/sec    0    165 KBytes       
[  4]  19.00-20.00  sec   191 KBytes  1.56 Mbits/sec    0    170 KBytes       
[  4]  20.00-21.01  sec  0.00 Bytes  0.00 bits/sec    0    170 KBytes       
[  4]  21.01-22.00  sec   191 KBytes  1.57 Mbits/sec    0    171 KBytes       
[  4]  22.00-23.00  sec   127 KBytes  1.04 Mbits/sec    0    177 KBytes       
[  4]  23.00-24.00  sec   191 KBytes  1.57 Mbits/sec    0    185 KBytes       
[  4]  24.00-25.00  sec   191 KBytes  1.56 Mbits/sec    0    205 KBytes       
[  4]  25.00-26.00  sec   191 KBytes  1.56 Mbits/sec    0    245 KBytes       
[  4]  26.00-27.00  sec  0.00 Bytes  0.00 bits/sec    0    245 KBytes       
[  4]  27.00-28.00  sec   382 KBytes  3.12 Mbits/sec    0    325 KBytes       
[  4]  28.00-29.00  sec  0.00 Bytes  0.00 bits/sec   31    228 KBytes       
[  4]  29.00-30.00  sec   255 KBytes  2.09 Mbits/sec   14    228 KBytes       
[  4]  30.00-31.00  sec   445 KBytes  3.65 Mbits/sec    0    264 KBytes       
[  4]  31.00-32.00  sec   255 KBytes  2.09 Mbits/sec    0    293 KBytes       
[  4]  32.00-33.00  sec   127 KBytes  1.04 Mbits/sec    0    301 KBytes       
[  4]  33.00-34.00  sec   191 KBytes  1.56 Mbits/sec    0    313 KBytes       
[  4]  34.00-35.00  sec   318 KBytes  2.61 Mbits/sec    0    321 KBytes       
[  4]  35.00-36.00  sec   318 KBytes  2.61 Mbits/sec    0    324 KBytes       
[  4]  36.00-37.00  sec  63.6 KBytes   522 Kbits/sec    1    324 KBytes       
[  4]  37.00-38.00  sec   255 KBytes  2.09 Mbits/sec    0    327 KBytes       
[  4]  38.00-39.00  sec   382 KBytes  3.13 Mbits/sec    0    337 KBytes       
[  4]  39.00-40.00  sec   382 KBytes  3.12 Mbits/sec    0    358 KBytes       
[  4]  40.00-41.00  sec   127 KBytes  1.04 Mbits/sec    0    366 KBytes       
[  4]  41.00-42.00  sec   700 KBytes  5.74 Mbits/sec    0    423 KBytes       
[  4]  42.00-43.00  sec  0.00 Bytes  0.00 bits/sec   19    362 KBytes       
[  4]  43.00-44.00  sec  0.00 Bytes  0.00 bits/sec   25    297 KBytes       
[  4]  44.00-45.00  sec   573 KBytes  4.69 Mbits/sec    0    304 KBytes       
[  4]  45.00-46.00  sec   318 KBytes  2.61 Mbits/sec    0    348 KBytes       
[  4]  46.00-47.00  sec  63.6 KBytes   521 Kbits/sec    0    358 KBytes       
[  4]  47.00-48.00  sec   382 KBytes  3.13 Mbits/sec    0    395 KBytes       
[  4]  48.00-48.00  sec  0.00 Bytes  0.00 bits/sec    0    395 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-48.00  sec  10.3 MBytes  1.81 Mbits/sec  180             sender
[  4]   0.00-48.00  sec  8.12 MBytes  1.42 Mbits/sec                  receiver

iperf Done.
