Connecting to host 10.0.0.2, port 5207
[  4] local 10.0.0.1 port 46122 connected to 10.0.0.2 port 5207
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.01   sec   153 KBytes  1.24 Mbits/sec    0   28.3 KBytes       
[  4]   1.01-2.00   sec   167 KBytes  1.38 Mbits/sec    0   42.4 KBytes       
[  4]   2.00-3.00   sec  7.07 KBytes  57.9 Kbits/sec    0   43.8 KBytes       
[  4]   3.00-4.00   sec  63.6 KBytes   521 Kbits/sec    0   46.7 KBytes       
[  4]   4.00-5.00   sec   127 KBytes  1.04 Mbits/sec    0   59.4 KBytes       
[  4]   5.00-6.00   sec  0.00 Bytes  0.00 bits/sec    8   42.4 KBytes       
[  4]   6.00-7.00   sec  0.00 Bytes  0.00 bits/sec    2   42.4 KBytes       
[  4]   7.00-8.00   sec  63.6 KBytes   521 Kbits/sec    1   42.4 KBytes       
[  4]   8.00-9.00   sec  63.6 KBytes   521 Kbits/sec    0   49.5 KBytes       
[  4]   9.00-10.00  sec  63.6 KBytes   522 Kbits/sec    0   55.1 KBytes       
[  4]  10.00-11.00  sec  63.6 KBytes   521 Kbits/sec    0   59.4 KBytes       
[  4]  11.00-12.00  sec  0.00 Bytes  0.00 bits/sec    0   60.8 KBytes       
[  4]  12.00-13.00  sec  63.6 KBytes   522 Kbits/sec    0   60.8 KBytes       
[  4]  13.00-14.00  sec  63.6 KBytes   520 Kbits/sec    0   63.6 KBytes       
[  4]  14.00-15.00  sec   127 KBytes  1.04 Mbits/sec    0   73.5 KBytes       
[  4]  15.00-16.00  sec   191 KBytes  1.56 Mbits/sec    0   93.3 KBytes       
[  4]  16.00-17.00  sec   318 KBytes  2.61 Mbits/sec    0    133 KBytes       
[  4]  17.00-18.00  sec  63.6 KBytes   521 Kbits/sec    0    147 KBytes       
[  4]  18.00-19.00  sec   382 KBytes  3.13 Mbits/sec    0    199 KBytes       
[  4]  19.00-20.00  sec   191 KBytes  1.56 Mbits/sec    0    277 KBytes       
[  4]  20.00-21.00  sec  0.00 Bytes  0.00 bits/sec    0    288 KBytes       
[  4]  21.00-22.00  sec  0.00 Bytes  0.00 bits/sec   44    206 KBytes       
[  4]  22.00-23.00  sec  0.00 Bytes  0.00 bits/sec    3    206 KBytes       
[  4]  23.00-24.00  sec   382 KBytes  3.13 Mbits/sec    0    208 KBytes       
[  4]  24.00-25.00  sec  0.00 Bytes  0.00 bits/sec    0    208 KBytes       
[  4]  25.00-26.00  sec   255 KBytes  2.09 Mbits/sec    0    252 KBytes       
[  4]  26.00-27.00  sec  0.00 Bytes  0.00 bits/sec    0    253 KBytes       
[  4]  27.00-28.00  sec   191 KBytes  1.57 Mbits/sec    0    276 KBytes       
[  4]  28.00-29.00  sec  63.6 KBytes   520 Kbits/sec    0    280 KBytes       
[  4]  29.00-30.00  sec  0.00 Bytes  0.00 bits/sec   32    195 KBytes       
[  4]  30.00-31.00  sec  0.00 Bytes  0.00 bits/sec   22    195 KBytes       
[  4]  31.00-32.00  sec   191 KBytes  1.56 Mbits/sec    3    195 KBytes       
[  4]  32.00-33.00  sec  0.00 Bytes  0.00 bits/sec   19    195 KBytes       
[  4]  33.00-34.00  sec   127 KBytes  1.04 Mbits/sec    1    184 KBytes       
[  4]  34.00-35.00  sec   191 KBytes  1.56 Mbits/sec    6    136 KBytes       
[  4]  35.00-36.00  sec   382 KBytes  3.13 Mbits/sec    0    126 KBytes       
[  4]  36.00-37.00  sec   191 KBytes  1.56 Mbits/sec    0   97.6 KBytes       
[  4]  37.00-38.00  sec  63.6 KBytes   522 Kbits/sec    0    107 KBytes       
[  4]  38.00-39.00  sec   127 KBytes  1.04 Mbits/sec    0    112 KBytes       
[  4]  39.00-40.00  sec   127 KBytes  1.04 Mbits/sec    0    113 KBytes       
[  4]  40.00-41.00  sec   127 KBytes  1.04 Mbits/sec    0    115 KBytes       
[  4]  41.00-42.00  sec  63.6 KBytes   521 Kbits/sec    0    119 KBytes       
[  4]  42.00-43.00  sec   127 KBytes  1.04 Mbits/sec    0    126 KBytes       
[  4]  43.00-44.00  sec   191 KBytes  1.56 Mbits/sec    0    153 KBytes       
[  4]  44.00-45.00  sec  63.6 KBytes   521 Kbits/sec    0    168 KBytes       
[  4]  45.00-46.00  sec   445 KBytes  3.65 Mbits/sec    0    236 KBytes       
[  4]  46.00-47.00  sec   445 KBytes  3.65 Mbits/sec    0    284 KBytes       
[  4]  47.00-48.00  sec   636 KBytes  5.21 Mbits/sec    0    363 KBytes       
[  4]  48.00-49.00  sec   891 KBytes  7.30 Mbits/sec    0    479 KBytes       
[  4]  49.00-50.00  sec   382 KBytes  3.13 Mbits/sec    0    529 KBytes       
[  4]  50.00-51.00  sec   255 KBytes  2.08 Mbits/sec    0    677 KBytes       
[  4]  51.00-52.00  sec   191 KBytes  1.56 Mbits/sec    0    790 KBytes       
[  4]  52.00-53.00  sec  0.00 Bytes  0.00 bits/sec    1    716 KBytes       
[  4]  53.00-54.00  sec  0.00 Bytes  0.00 bits/sec   36    553 KBytes       
[  4]  54.00-55.00  sec   509 KBytes  4.17 Mbits/sec   66    553 KBytes       
[  4]  55.00-56.00  sec   127 KBytes  1.04 Mbits/sec   27    553 KBytes       
[  4]  56.00-57.00  sec  1.68 MBytes  14.1 Mbits/sec    0    386 KBytes       
[  4]  57.00-57.00  sec  0.00 Bytes  0.00 bits/sec    0    386 KBytes       
- - - - - - - - - - - - - - - - - - - - - - - - -
[ ID] Interval           Transfer     Bandwidth       Retr
[  4]   0.00-57.00  sec  10.4 MBytes  1.53 Mbits/sec  271             sender
[  4]   0.00-57.00  sec  7.77 MBytes  1.14 Mbits/sec                  receiver

iperf Done.
