Connecting to host 10.0.0.2, port 5201
[  4] local 10.0.0.1 port 46110 connected to 10.0.0.2 port 5201
[ ID] Interval           Transfer     Bandwidth       Retr  Cwnd
[  4]   0.00-1.00   sec  1.19 MBytes  9.97 Mbits/sec    0   79.2 KBytes       
[  4]   1.00-2.00   sec   827 KBytes  6.78 Mbits/sec    0    112 KBytes       
[  4]   2.00-3.00   sec  1018 KBytes  8.34 Mbits/sec    0    150 KBytes       
[  4]   3.00-4.00   sec   954 KBytes  7.83 Mbits/sec    0    187 KBytes       
[  4]   4.00-5.00   sec   891 KBytes  7.29 Mbits/sec    0    223 KBytes       
[  4]   5.00-6.00   sec  1018 KBytes  8.35 Mbits/sec    0    262 KBytes       
[  4]   6.00-7.00   sec   954 KBytes  7.82 Mbits/sec    0    298 KBytes       
[  4]   7.00-8.00   sec   891 KBytes  7.30 Mbits/sec    0    335 KBytes       
[  4]   8.00-9.00   sec  1.06 MBytes  8.86 Mbits/sec    0    399 KBytes       
[  4]   9.00-10.00  sec  1.12 MBytes  9.38 Mbits/sec    0    501 KBytes       
[  4]  10.00-11.00  sec  1.30 MBytes  10.9 Mbits/sec    0    636 KBytes       
[  4]  11.00-12.00  sec   764 KBytes  6.26 Mbits/sec    2    663 KBytes       
[  4]  12.00-13.00  sec   573 KBytes  4.69 Mbits/sec    0    665 KBytes       
[  4]  13.00-14.00  sec   636 KBytes  5.21 Mbits/sec    0    669 KBytes       
[  4]  14.00-15.00  sec  0.00 Bytes  0.00 bits/sec   18    471 KBytes       
[  4]  15.00-16.00  sec   509 KBytes  4.17 Mbits/sec    4    468 KBytes       
[  4]  16.00-17.00  sec   827 KBytes  6.78 Mbits/sec    0    475 KBytes       
[  4]  17.00-18.00  sec   509 KBytes  4.17 Mbits/sec    0    512 KBytes       
[  4]  18.00-19.00  sec   382 KBytes  3.13 Mbits/sec    0    554 KBytes       
[  4]  19.00-20.00  sec   382 KBytes  3.12 Mbits/sec    0    590 KBytes       
[  4]  20.00-21.00  sec   573 KBytes  4.70 Mbits/sec    0    628 KBytes       
[  4]  21.00-22.00  sec   573 KBytes  4.69 Mbits/sec    0    649 KBytes       
[  4]  22.00-23.00  sec   382 KBytes  3.13 Mbits/sec    0    659 KBytes       
[  4]  23.00-24.00  sec   445 KBytes  3.65 Mbits/sec    0    663 KBytes       
[  4]  24.00-25.00  sec   573 KBytes  4.69 Mbits/sec    0    666 KBytes       
[  4]  25.00-26.00  sec   445 KBytes  3.65 Mbits/sec    0    670 KBytes       
[  4]  26.00-27.00  sec   127 KBytes  1.04 Mbits/sec    2    621 KBytes       
[  4]  27.00-28.00  sec  0.00 Bytes  0.00 bits/sec   14    469 KBytes       
[  4]  28.00-29.00  sec  1.06 MBytes  8.87 Mbits/sec    0    472 KBytes       
[  4]  29.00-30.00  sec   636 KBytes  5.21 Mbits/sec    0    516 KBytes       
[  4]  30.00-31.00  sec   509 KBytes  4.17 Mbits/sec    0    566 KBytes       
[  4]  31.00-32.00  sec   509 KBytes  4.17 Mbits/sec    0    608 KBytes       
[  4]  32.00-33.00  sec   318 KBytes  2.61 Mbits/sec    0    629 KBytes       
[  4]  33.00-34.00  sec   318 KBytes  2.61 Mbits/sec    0    643 KBytes       
